time,ground_force_1_vx,ground_force_1_vy,ground_force_1_vz,ground_force_1_px,ground_force_1_py,ground_force_1_pz,ground_moment_1_mx,ground_moment_1_my,ground_moment_1_mz,ground_force_2_vx,ground_force_2_vy,ground_force_2_vz,ground_force_2_px,ground_force_2_py,ground_force_2_pz,ground_moment_2_mx,ground_moment_2_my,ground_moment_2_mz
63.95,-25.94155487,-0.553608317,-10.96830906,-0.000984894,2.19e-07,-0.00102113,1.84e-05,-0.009243378,5.19e-05,-25.88733975483389,-1.3625362874008076,-10.926396307042742,-0.000257537,6.33e-06,-0.000256877,-4.83e-07,0.00038511,-2.65e-06
63.96,-26.02993469,-0.921977856,-10.95754006,-0.001033446,-2.66e-07,-0.001090308,2.09e-05,-0.010507456,5.9e-05,-25.74170440083389,-1.3845902324653565,-10.754818972042742,-0.000259086,6.35e-06,-0.000254529,-4.36e-07,0.000347932,-2.39e-06
63.97,-26.0476347,-0.025428291,-11.12846124,-0.00108895,-6.49e-07,-0.001138812,2.18e-05,-0.010946808,6.14e-05,-26.02105625483389,-1.2030980090486203,-10.821972210042741,-0.000252335,6.35e-06,-0.000254632,-4.81e-07,0.000384102,-2.64e-06
63.98,-25.93488847,5.083394661,-12.06458995,-0.000195925,2e-06,-0.000984126,3.36e-05,-0.016885613,9.48e-05,-26.02000009783389,-1.18757599864405,-10.685963451042742,-0.000253349,6.33e-06,-0.00025729,-4.91e-07,0.000391645,-2.69e-06
63.99,-25.76728663,14.57388213,-9.019318498,-8.43e-05,1.76e-06,-0.00106701,4.04e-05,-0.020266044,0.000113749,-25.786615955833888,-1.3606173647198325,-10.836765053042742,-0.000255545,6.3e-06,-0.000261917,-4.27e-07,0.000340859,-2.34e-06
64.0,-25.62016313,28.8791615,-5.761629389,-0.000197838,1.57e-06,-0.001060584,3.76e-05,-0.018865925,0.000105891,-26.00149063883389,-1.575734571539213,-10.949311758042741,-0.000262055,6.28e-06,-0.0002642,-4.12e-07,0.00032871,-2.26e-06
64.01,-25.33881373,51.90764795,-4.493909658,-0.000134699,1.77e-06,-0.001046686,3.84e-05,-0.019253015,0.000108063,-26.137100833833887,-1.4148361762986816,-10.810965471042742,-0.000260104,6.34e-06,-0.000255757,-4.89e-07,0.000389756,-2.68e-06
64.02,-24.71732193,96.8534349,-3.555056997,-0.000183346,1.7e-06,-0.001041362,3.71e-05,-0.018600636,0.000104402,-25.89927420083389,-1.2688648956406539,-10.86049158104274,-0.000257896,6.37e-06,-0.000251091,-4.58e-07,0.000365275,-2.51e-06
64.03,-24.58577967,150.1778876,-6.899670407,-0.000161334,1.88e-06,-0.001018217,3.64e-05,-0.018241886,0.000102388,-26.15990962783389,-1.4354053632222836,-10.792800059042742,-0.000256631,6.35e-06,-0.000253986,-4.24e-07,0.000338226,-2.33e-06
64.04,-25.0209298,176.7692647,-12.53654598,-0.000173266,1.89e-06,-0.001010956,3.54e-05,-0.017772936,9.98e-05,-25.89290468483389,-1.3002633369515557,-10.790803114042742,-0.000255791,6.34e-06,-0.000256801,-4.02e-07,0.000321062,-2.21e-06
64.05,-25.4292275,180.5247097,-18.56607772,-0.000167522,1.97e-06,-0.000999145,3.46e-05,-0.017372125,9.75e-05,-25.77697741683389,-1.306145309980181,-10.942549094042741,-0.000255303,6.34e-06,-0.000255795,-4.07e-07,0.000324925,-2.23e-06
64.06,-26.39311588,183.360142,-20.32200311,-0.000167483,2e-06,-0.000994898,3.45e-05,-0.017307668,9.71e-05,-26.07381435283389,-1.2644781710489799,-10.913445420042741,-0.000255396,6.36e-06,-0.000253116,-3.47e-07,0.000276821,-1.9e-06
64.07,-27.72942058,186.4583733,-18.16072045,-0.000166701,2.01e-06,-0.000992099,3.47e-05,-0.017416652,9.78e-05,-25.89471701783389,-1.1842654003362192,-10.774547334042742,-0.000259985,6.34e-06,-0.000254737,-3.67e-07,0.000292579,-2.01e-06
64.08,-28.23273591,185.3573377,-17.49952194,-0.000164995,2.03e-06,-0.000989641,3.46e-05,-0.017350193,9.74e-05,-25.89606887283389,-1.3006524512816586,-10.861431866042741,-0.000256002,6.35e-06,-0.00025451,-4.76e-07,0.000379645,-2.61e-06
64.09,-27.97066932,178.8132687,-18.49842959,-0.000165801,2.05e-06,-0.000985975,3.43e-05,-0.017235212,9.67e-05,-25.990223100833887,-1.421729487015364,-11.020764674042741,-0.000256222,6.33e-06,-0.000257674,-4.03e-07,0.000321407,-2.21e-06
64.1,-27.44792476,170.3647876,-18.33480877,-0.000165633,2.06e-06,-0.000984246,3.44e-05,-0.017262465,9.69e-05,-25.950920878833887,-1.3683932973824788,-10.91593616604274,-0.000255811,6.38e-06,-0.000250667,-4.44e-07,0.000353931,-2.43e-06
64.11,-26.41846732,163.2970599,-17.68468832,-0.000166456,2.06e-06,-0.000983226,3.4e-05,-0.017085602,9.59e-05,-25.72867209283389,-1.2677000150766915,-10.69577126704274,-0.000261036,6.34e-06,-0.000255722,-5.45e-07,0.000435065,-2.99e-06
64.12,-26.09594806,162.4511956,-17.65427637,-0.000166526,2.07e-06,-0.000981102,3.37e-05,-0.0169202,9.5e-05,-25.89602471083389,-1.588061843593744,-10.740729954042742,-0.00026475,6.27e-06,-0.000264378,-4.49e-07,0.00035826,-2.46e-06
