timestamp,packet_counter,right_thigh_q1,right_thigh_q2,right_thigh_q3,right_thigh_q4,right_calf_q1,right_calf_q2,right_calf_q3,right_calf_q4,left_thigh_q1,left_thigh_q2,left_thigh_q3,left_thigh_q4,left_calf_q1,left_calf_q2,left_calf_q3,left_calf_q4,trunk_q1,trunk_q2,trunk_q3,trunk_q4,right_foot_q0,right_foot_q1,right_foot_q2,right_foot_q3,right_pressure0,right_pressure1,right_pressure2,right_pressure3,right_pressure4,right_pressure5,right_pressure6,right_pressure7,right_pressure8,right_pressure9,right_pressure10,right_pressure11,right_pressure12,right_pressure13,right_pressure14,right_pressure15,right_pressure16,right_pressure17,right_pressure18,right_pressure19,right_pressure20,right_pressure21,right_pressure22,right_pressure23,right_pressure24,right_pressure25,right_pressure26,right_pressure27,right_pressure28,right_pressure29,right_pressure30,right_pressure31,right_pressure32,right_pressure33,right_pressure34,right_pressure35,right_pressure36,right_pressure37,right_pressure38,right_pressure39,right_pressure40,right_pressure41,right_pressure42,right_pressure43,right_pressure44,left_foot_q0,left_foot_q1,left_foot_q2,left_foot_q3,left_pressure0,left_pressure1,left_pressure2,left_pressure3,left_pressure4,left_pressure5,left_pressure6,left_pressure7,left_pressure8,left_pressure9,left_pressure10,left_pressure11,left_pressure12,left_pressure13,left_pressure14,left_pressure15,left_pressure16,left_pressure17,left_pressure18,left_pressure19,left_pressure20,left_pressure21,left_pressure22,left_pressure23,left_pressure24,left_pressure25,left_pressure26,left_pressure27,left_pressure28,left_pressure29,left_pressure30,left_pressure31,left_pressure32,left_pressure33,left_pressure34,left_pressure35,left_pressure36,left_pressure37,left_pressure38,left_pressure39,left_pressure40,left_pressure41,left_pressure42,left_pressure43,left_pressure44,right_pressure_sum,left_pressure_sum
02:13.5,9896,0.018,0.016,0.784,0.62,-0.341,-0.623,0.419,0.565,-0.827,-0.416,-0.346,-0.153,0.588,0.393,0.582,0.401,-0.052,-0.23,-0.66,-0.714,-0.499,0.522,0.535,0.439,0.001,0.001,0.001,0.001,0.013,0.076,0.232,0.074,0.001,0.001,0.001,0.001,0.001,0.187,0.338,0.342,0.175,0.001,0.001,0.001,0.001,0.001,0.035,0.454,0.69,0.132,0.547,0.001,0.001,0.001,0.001,0.005,0.536,0.723,0.105,0.002,0.001,0.733,0.797,1.054,0.314,0.495,0.179,0.716,0.001,0.689,0.291,-0.585,0.313,0,0.001,0.001,0,0,0.001,0,0,0,0.001,0.001,0,0,0,0,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0.001,0,0.001,0.001,0,0,0,0.001,0,0,0.001,0,8.974,0.017
02:13.5,9897,0.021,0.014,0.785,0.619,-0.339,-0.626,0.418,0.564,-0.827,-0.417,-0.343,-0.153,0.586,0.399,0.58,0.401,-0.054,-0.232,-0.66,-0.712,-0.499,0.522,0.535,0.439,0.001,0.001,0.001,0.001,0.013,0.076,0.232,0.074,0.001,0.001,0.001,0.001,0.001,0.187,0.338,0.342,0.175,0.001,0.001,0.001,0.001,0.001,0.035,0.454,0.69,0.132,0.547,0.001,0.001,0.001,0.001,0.005,0.536,0.723,0.105,0.002,0.001,0.733,0.797,1.054,0.314,0.495,0.179,0.716,0.001,0.706,0.252,-0.581,0.316,0.623,0.265,0,0.001,0.001,0,0,0,0.744,0.686,0.087,0.001,0,0,0,0,0.001,0.177,0.692,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0.001,0,0,0.001,0,8.974,3.284
02:13.5,9898,0.024,0.013,0.786,0.617,-0.337,-0.628,0.416,0.564,-0.828,-0.419,-0.34,-0.154,0.583,0.402,0.581,0.4,-0.056,-0.234,-0.661,-0.711,-0.499,0.522,0.535,0.439,0.001,0.001,0.001,0.001,0.013,0.076,0.232,0.074,0.001,0.001,0.001,0.001,0.001,0.187,0.338,0.342,0.175,0.001,0.001,0.001,0.001,0.001,0.035,0.454,0.69,0.132,0.547,0.001,0.001,0.001,0.001,0.005,0.536,0.723,0.105,0.002,0.001,0.733,0.797,1.054,0.314,0.495,0.179,0.716,0.001,0.724,0.212,-0.573,0.319,0.728,0.342,0,0.001,0,0.001,0.001,0,0.834,0.713,0.148,0.001,0,0,0,0,0,0.421,0.766,0.007,0.001,0,0,0.001,0,0,0,0.001,0,0,0,0.001,0.001,0.001,0.001,0,0.001,0,0.001,0,0,0,0,0.001,0,8.974,3.973
02:13.5,9899,0.026,0.011,0.787,0.616,-0.335,-0.63,0.414,0.565,-0.827,-0.421,-0.337,-0.155,0.58,0.401,0.586,0.4,-0.057,-0.237,-0.662,-0.709,-0.499,0.522,0.535,0.439,0.001,0.001,0.001,0.001,0.013,0.076,0.232,0.074,0.001,0.001,0.001,0.001,0.001,0.187,0.338,0.342,0.175,0.001,0.001,0.001,0.001,0.001,0.035,0.454,0.69,0.132,0.547,0.001,0.001,0.001,0.001,0.005,0.536,0.723,0.105,0.002,0.001,0.733,0.797,1.054,0.314,0.495,0.179,0.716,0.001,0.729,0.203,-0.552,0.35,0.722,0.371,0,0,0.001,0.001,0.001,0,0.83,0.728,0.233,0,0,0.001,0,0,0,0.52,0.807,0.059,0.001,0,0,0.001,0.001,0.001,0,0.023,0,0,0.001,0.001,0,0,0.001,0,0,0.001,0.001,0,0.001,0,0,0,0.001,8.974,4.308
02:13.5,9900,0.027,0.009,0.788,0.615,-0.333,-0.631,0.412,0.567,-0.827,-0.425,-0.334,-0.158,0.578,0.396,0.591,0.4,-0.058,-0.24,-0.664,-0.706,-0.499,0.522,0.535,0.439,0.001,0.001,0.001,0.001,0.013,0.076,0.232,0.074,0.001,0.001,0.001,0.001,0.001,0.187,0.338,0.342,0.175,0.001,0.001,0.001,0.001,0.001,0.035,0.454,0.69,0.132,0.547,0.001,0.001,0.001,0.001,0.005,0.536,0.723,0.105,0.002,0.001,0.733,0.797,1.054,0.314,0.495,0.179,0.716,0.001,0.717,0.192,-0.551,0.381,0.646,0.369,0,0.001,0,0,0.001,0,0.825,0.736,0.308,0.001,0,0.001,0,0.001,0,0.568,0.827,0.11,0,0,0,0.001,0.001,0,0,0.081,0,0,0.001,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0.001,0.001,0,8.974,4.484
02:13.6,9901,0.027,0.007,0.788,0.615,-0.33,-0.631,0.41,0.569,-0.825,-0.428,-0.332,-0.161,0.578,0.391,0.594,0.4,-0.058,-0.242,-0.665,-0.704,-0.499,0.522,0.535,0.439,0.001,0.001,0.001,0.001,0.013,0.076,0.232,0.074,0.001,0.001,0.001,0.001,0.001,0.187,0.338,0.342,0.175,0.001,0.001,0.001,0.001,0.001,0.035,0.454,0.69,0.132,0.547,0.001,0.001,0.001,0.001,0.005,0.536,0.723,0.105,0.002,0.001,0.733,0.797,1.054,0.314,0.495,0.179,0.716,0.001,0.699,0.185,-0.562,0.4,0.606,0.385,0.001,0,0,0.001,0,0,0.828,0.756,0.408,0.001,0,0,0,0,0,0.602,0.846,0.215,0.001,0.001,0,0.001,0,0,0,0.142,0.001,0.001,0,0.001,0,0,0.001,0,0,0.001,0,0.001,0,0,0.001,0,0,8.974,4.801
02:13.6,9902,0.028,0.004,0.788,0.615,-0.328,-0.631,0.408,0.573,-0.823,-0.43,-0.332,-0.166,0.58,0.39,0.594,0.399,-0.057,-0.244,-0.667,-0.702,-0.499,0.544,0.506,0.446,0.001,0.001,0.001,0.001,0.013,0.054,0.221,0.072,0.001,0,0.001,0.001,0.001,0.171,0.327,0.327,0.175,0.001,0.001,0.001,0.001,0.001,0.033,0.448,0.684,0.137,0.551,0.001,0,0.001,0.001,0.002,0.54,0.728,0.105,0.002,0.001,0.745,0.806,1.068,0.317,0.505,0.193,0.729,0.002,0.676,0.184,-0.578,0.419,0.611,0.422,0.001,0,0,0,0,0,0.861,0.773,0.493,0,0,0,0.001,0.001,0,0.648,0.864,0.382,0.001,0,0.001,0,0.001,0,0.001,0.245,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0.001,0,0,8.972,5.309
02:13.6,9903,0.03,0.002,0.787,0.616,-0.327,-0.629,0.407,0.576,-0.821,-0.43,-0.335,-0.17,0.581,0.394,0.591,0.398,-0.055,-0.246,-0.668,-0.7,-0.495,0.552,0.5,0.447,0.001,0.001,0.001,0.018,0.001,0.001,0.051,0.011,0.001,0.001,0.001,0.142,0.001,0.031,0.096,0.186,0.178,0.001,0.001,0.001,0.001,0.001,0.156,0.181,0.545,0.168,0.453,0.001,0.001,0.001,0.001,0.081,0.459,0.686,0.147,0.002,0.001,0.95,0.985,1.059,0.352,0.896,0.385,0.845,0.089,0.659,0.187,-0.587,0.431,0.612,0.457,0.002,0.001,0.001,0.001,0.001,0,0.869,0.761,0.597,0,0.001,0,0.001,0,0,0.692,0.886,0.527,0.001,0,0,0.001,0.001,0.001,0,0.354,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,9.171,5.777
02:13.6,9904,0.032,0,0.786,0.617,-0.326,-0.627,0.405,0.579,-0.819,-0.43,-0.339,-0.174,0.58,0.402,0.585,0.399,-0.054,-0.247,-0.668,-0.7,-0.495,0.552,0.5,0.447,0.001,0.001,0.001,0.018,0.001,0.001,0.051,0.011,0.001,0.001,0.001,0.142,0.001,0.031,0.096,0.186,0.178,0.001,0.001,0.001,0.001,0.001,0.156,0.181,0.545,0.168,0.453,0.001,0.001,0.001,0.001,0.081,0.459,0.686,0.147,0.002,0.001,0.95,0.985,1.059,0.352,0.896,0.385,0.845,0.089,0.648,0.182,-0.597,0.436,0.609,0.466,0.005,0,0.001,0,0.001,0,0.852,0.772,0.65,0,0,0,0,0,0,0.717,0.878,0.653,0,0.001,0,0,0.001,0,0,0.414,0.018,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,9.171,6.04
02:13.6,9905,0.036,-0.001,0.785,0.619,-0.326,-0.625,0.404,0.582,-0.817,-0.428,-0.345,-0.177,0.579,0.41,0.578,0.402,-0.054,-0.248,-0.669,-0.699,-0.495,0.552,0.5,0.447,0.001,0.001,0.001,0.018,0.001,0.001,0.051,0.011,0.001,0.001,0.001,0.142,0.001,0.031,0.096,0.186,0.178,0.001,0.001,0.001,0.001,0.001,0.156,0.181,0.545,0.168,0.453,0.001,0.001,0.001,0.001,0.081,0.459,0.686,0.147,0.002,0.001,0.95,0.985,1.059,0.352,0.896,0.385,0.845,0.089,0.646,0.169,-0.605,0.432,0.589,0.46,0.031,0,0,0,0,0,0.827,0.792,0.696,0.001,0.001,0,0,0,0,0.724,0.89,0.724,0.001,0,0,0,0.001,0.001,0.001,0.437,0.024,0.001,0,0,0.001,0,0.001,0.001,0.001,0,0,0.001,0,0.001,0,0,0,9.171,6.207
