timestamp,packet_counter,right_thigh_q1,right_thigh_q2,right_thigh_q3,right_thigh_q4,right_calf_q1,right_calf_q2,right_calf_q3,right_calf_q4,left_thigh_q1,left_thigh_q2,left_thigh_q3,left_thigh_q4,left_calf_q1,left_calf_q2,left_calf_q3,left_calf_q4,trunk_q1,trunk_q2,trunk_q3,trunk_q4,right_foot_q0,right_foot_q1,right_foot_q2,right_foot_q3,right_pressure0,right_pressure1,right_pressure2,right_pressure3,right_pressure4,right_pressure5,right_pressure6,right_pressure7,right_pressure8,right_pressure9,right_pressure10,right_pressure11,right_pressure12,right_pressure13,right_pressure14,right_pressure15,right_pressure16,right_pressure17,right_pressure18,right_pressure19,right_pressure20,right_pressure21,right_pressure22,right_pressure23,right_pressure24,right_pressure25,right_pressure26,right_pressure27,right_pressure28,right_pressure29,right_pressure30,right_pressure31,right_pressure32,right_pressure33,right_pressure34,right_pressure35,right_pressure36,right_pressure37,right_pressure38,right_pressure39,right_pressure40,right_pressure41,right_pressure42,right_pressure43,right_pressure44,left_foot_q0,left_foot_q1,left_foot_q2,left_foot_q3,left_pressure0,left_pressure1,left_pressure2,left_pressure3,left_pressure4,left_pressure5,left_pressure6,left_pressure7,left_pressure8,left_pressure9,left_pressure10,left_pressure11,left_pressure12,left_pressure13,left_pressure14,left_pressure15,left_pressure16,left_pressure17,left_pressure18,left_pressure19,left_pressure20,left_pressure21,left_pressure22,left_pressure23,left_pressure24,left_pressure25,left_pressure26,left_pressure27,left_pressure28,left_pressure29,left_pressure30,left_pressure31,left_pressure32,left_pressure33,left_pressure34,left_pressure35,left_pressure36,left_pressure37,left_pressure38,left_pressure39,left_pressure40,left_pressure41,left_pressure42,left_pressure43,left_pressure44,right_pressure_sum,left_pressure_sum
01:11.6,2326,-0.492,-0.596,0.498,0.394,-0.595,-0.712,-0.354,-0.119,-0.647,-0.619,-0.052,0.442,-0.271,-0.103,-0.648,-0.704,-0.484,-0.546,-0.432,-0.531,0.485,0.453,-0.641,0.386,0.574,0.608,0.678,0.912,1.088,0.615,0.338,0.012,0.701,0.756,0.762,0.596,0.306,0.333,0.363,0.059,0.001,0.706,0.894,0.759,0.291,0.055,0.02,0.237,0.426,0.001,0.001,0.459,0.328,0.07,0.004,0.002,0.252,0.131,0.001,0.001,0.001,0.419,0.293,0.001,0.001,0.016,0.001,0.001,0.001,0.673,-0.296,-0.505,-0.452,0,0.001,0,0,0.001,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0.001,0,0.002,0.001,0,0,0.001,0,0.001,0,0.001,0,0.001,0.001,0,0,0,0.001,0,0.001,0,0.001,0,0.001,0.001,0.001,0,0,0,14.074,0.02
01:11.6,2327,-0.49,-0.596,0.498,0.396,-0.595,-0.712,-0.354,-0.117,-0.646,-0.62,-0.05,0.442,-0.273,-0.111,-0.648,-0.702,-0.484,-0.546,-0.43,-0.532,0.485,0.453,-0.641,0.386,0.574,0.608,0.678,0.912,1.088,0.615,0.338,0.012,0.701,0.756,0.762,0.596,0.306,0.333,0.363,0.059,0.001,0.706,0.894,0.759,0.291,0.055,0.02,0.237,0.426,0.001,0.001,0.459,0.328,0.07,0.004,0.002,0.252,0.131,0.001,0.001,0.001,0.419,0.293,0.001,0.001,0.016,0.001,0.001,0.001,0.667,-0.313,-0.491,-0.464,0,0,0,0,0.001,0,0,0.001,0.001,0,0.118,0,0,0.001,0.001,0.001,0.001,0,0.02,0,0.001,0,0,0,0,0.001,0,0.001,0.001,0,0,0,0.001,0.001,0,0,0.001,0,0.001,0,0,0,0.001,0,0,14.074,0.154
01:11.6,2328,-0.488,-0.595,0.499,0.398,-0.596,-0.711,-0.353,-0.115,-0.645,-0.621,-0.048,0.442,-0.274,-0.12,-0.649,-0.7,-0.484,-0.546,-0.428,-0.532,0.485,0.453,-0.641,0.386,0.574,0.608,0.678,0.912,1.088,0.615,0.338,0.012,0.701,0.756,0.762,0.596,0.306,0.333,0.363,0.059,0.001,0.706,0.894,0.759,0.291,0.055,0.02,0.237,0.426,0.001,0.001,0.459,0.328,0.07,0.004,0.002,0.252,0.131,0.001,0.001,0.001,0.419,0.293,0.001,0.001,0.016,0.001,0.001,0.001,0.658,-0.339,-0.481,-0.469,0,0,0.001,0.001,0,0,0.001,0.001,0.01,0.233,0.173,0.001,0,0.001,0.001,0,0,0,0.292,0.002,0,0.001,0,0.001,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0.001,0,0.001,0.001,0.001,0,14.074,0.726
01:11.7,2329,-0.486,-0.595,0.5,0.4,-0.597,-0.711,-0.354,-0.113,-0.645,-0.622,-0.045,0.442,-0.271,-0.13,-0.651,-0.697,-0.484,-0.547,-0.427,-0.533,0.461,0.449,-0.659,0.389,0.409,0.455,0.667,0.857,1.161,0.971,0.474,0.049,0.435,0.747,0.759,0.64,0.538,0.529,0.443,0.422,0.002,0.468,0.879,0.716,0.482,0.181,0.104,0.447,0.736,0.001,0.005,0.368,0.327,0.15,0.01,0.005,0.403,0.581,0.001,0.001,0.002,0.557,0.601,0.149,0.354,0.16,0.028,0.001,0.001,0.654,-0.377,-0.454,-0.474,0.004,0.127,0.001,0,0,0,0,0.001,0.155,0.481,0.203,0,0.001,0,0,0,0,0.099,0.552,0.012,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0.001,0.001,17.276,1.642
01:11.7,2330,-0.485,-0.594,0.501,0.402,-0.598,-0.71,-0.354,-0.111,-0.644,-0.622,-0.042,0.442,-0.266,-0.14,-0.654,-0.694,-0.484,-0.548,-0.425,-0.534,0.458,0.448,-0.662,0.389,0.001,0.001,0.3,0.444,1.055,1.023,0.452,0.14,0.001,0.005,0.381,0.354,0.46,0.613,0.473,0.455,0.149,0.001,0.082,0.292,0.116,0.073,0.192,0.51,0.756,0.177,0.313,0.001,0.011,0.002,0.004,0.034,0.49,0.662,0.261,0.1,0.007,0.602,0.707,1.056,1.127,0.25,0.085,0.436,0.094,0.654,-0.4,-0.431,-0.476,0.368,0.253,0,0,0.001,0,0,0,0.65,0.629,0.236,0.001,0.001,0.001,0,0,0,0.396,0.709,0.035,0.001,0.001,0,0.001,0,0,0,0.005,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0.001,0,14.748,3.293
01:11.7,2331,-0.484,-0.593,0.502,0.403,-0.599,-0.709,-0.356,-0.109,-0.643,-0.623,-0.04,0.443,-0.258,-0.15,-0.658,-0.691,-0.484,-0.549,-0.424,-0.534,0.456,0.445,-0.664,0.391,0.001,0,0.155,0.203,1.009,0.989,0.452,0.142,0.001,0.001,0.208,0.125,0.324,0.58,0.473,0.46,0.151,0.001,0.054,0.099,0.001,0.02,0.167,0.512,0.751,0.193,0.344,0.001,0.001,0.001,0.002,0.026,0.496,0.662,0.288,0.118,0.007,0.606,0.714,1.103,1.158,0.255,0.093,0.436,0.116,0.665,-0.412,-0.409,-0.469,0.663,0.441,0.001,0.001,0.001,0.001,0.001,0.001,0.84,0.747,0.316,0,0.001,0.001,0,0,0,0.675,0.791,0.083,0.001,0,0.001,0,0,0.001,0,0.082,0,0.001,0.001,0.001,0,0,0.001,0,0,0,0,0.001,0.001,0,0.001,0,0,13.499,4.656
01:11.7,2332,-0.483,-0.591,0.504,0.405,-0.601,-0.707,-0.357,-0.106,-0.643,-0.624,-0.038,0.443,-0.249,-0.16,-0.663,-0.688,-0.483,-0.55,-0.423,-0.534,0.455,0.442,-0.665,0.393,0.001,0.001,0.06,0.044,0.842,0.988,0.443,0.145,0.001,0.001,0.137,0.022,0.167,0.527,0.47,0.459,0.156,0.001,0.044,0.027,0.001,0.002,0.109,0.52,0.75,0.206,0.348,0.001,0.001,0.001,0.002,0.005,0.49,0.662,0.321,0.147,0.006,0.611,0.716,1.125,1.188,0.261,0.107,0.451,0.154,0.678,-0.407,-0.403,-0.462,0.686,0.541,0.002,0,0,0.001,0,0,0.877,0.803,0.531,0,0.001,0.001,0.001,0,0,0.773,0.835,0.247,0,0.001,0,0,0,0.001,0.001,0.219,0.001,0.001,0.001,0.001,0,0,0,0,0.001,0,0.001,0,0.001,0.001,0,0,0,12.721,5.529
01:11.7,2333,-0.482,-0.59,0.505,0.406,-0.603,-0.705,-0.359,-0.102,-0.642,-0.626,-0.037,0.442,-0.237,-0.164,-0.669,-0.685,-0.483,-0.551,-0.423,-0.534,0.455,0.442,-0.665,0.393,0.001,0.001,0.06,0.044,0.842,0.988,0.443,0.145,0.001,0.001,0.137,0.022,0.167,0.527,0.47,0.459,0.156,0.001,0.044,0.027,0.001,0.002,0.109,0.52,0.75,0.206,0.348,0.001,0.001,0.001,0.002,0.005,0.49,0.662,0.321,0.147,0.006,0.611,0.716,1.125,1.188,0.261,0.107,0.451,0.154,0.695,-0.403,-0.382,-0.457,0.673,0.53,0.022,0,0.001,0,0.001,0.001,0.862,0.821,0.689,0,0,0.001,0.001,0,0,0.784,0.853,0.521,0,0.001,0,0,0,0.001,0.001,0.304,0.001,0.001,0.001,0,0,0.001,0,0.001,0.001,0.001,0,0,0,0,0,0,0,12.721,6.074
01:11.7,2334,-0.482,-0.588,0.506,0.408,-0.605,-0.703,-0.361,-0.098,-0.641,-0.627,-0.037,0.441,-0.226,-0.16,-0.673,-0.686,-0.482,-0.552,-0.422,-0.534,0.455,0.442,-0.665,0.393,0.001,0.001,0.06,0.044,0.842,0.988,0.443,0.145,0.001,0.001,0.137,0.022,0.167,0.527,0.47,0.459,0.156,0.001,0.044,0.027,0.001,0.002,0.109,0.52,0.75,0.206,0.348,0.001,0.001,0.001,0.002,0.005,0.49,0.662,0.321,0.147,0.006,0.611,0.716,1.125,1.188,0.261,0.107,0.451,0.154,0.706,-0.405,-0.37,-0.448,0.689,0.54,0.186,0.001,0.017,0,0,0.001,0.834,0.823,0.81,0.01,0,0,0,0.01,0.001,0.739,0.852,0.641,0.001,0.001,0.001,0,0.001,0.001,0,0.357,0.026,0.001,0.001,0,0,0,0.001,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,12.721,6.55
01:11.7,2335,-0.483,-0.585,0.507,0.41,-0.608,-0.7,-0.363,-0.094,-0.64,-0.629,-0.037,0.44,-0.219,-0.152,-0.674,-0.689,-0.48,-0.554,-0.422,-0.533,0.455,0.442,-0.665,0.393,0.001,0.001,0.06,0.044,0.842,0.988,0.443,0.145,0.001,0.001,0.137,0.022,0.167,0.527,0.47,0.459,0.156,0.001,0.044,0.027,0.001,0.002,0.109,0.52,0.75,0.206,0.348,0.001,0.001,0.001,0.002,0.005,0.49,0.662,0.321,0.147,0.006,0.611,0.716,1.125,1.188,0.261,0.107,0.451,0.154,0.705,-0.424,-0.357,-0.443,0.69,0.562,0.284,0.009,0.057,0.001,0,0,0.817,0.818,0.805,0.062,0.001,0,0.001,0.01,0.001,0.711,0.841,0.692,0,0.001,0.001,0,0,0.001,0,0.365,0.079,0.001,0.001,0,0.001,0,0,0.001,0,0,0,0,0.001,0,0,0,0,12.721,6.814
