"Time,s",Activities,Activity Names,"Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvic Tilt LT,deg","Pelvic Tilt RT,deg","Pelvic Obliquity LT,deg","Pelvic Obliquity RT,deg","Pelvic Rotation LT,deg","Pelvic Rotation RT,deg","Foot Pitch Down LT,deg","Foot Pitch Down RT,deg","Foot Roll Med LT,deg","Foot Roll Med RT,deg","Foot Rotation Ext LT,deg","Foot Rotation Ext RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,"
52.56,0,,10.6469,7.27454,0.746875,-2.33921,-0.998282,-2.50779,8.03088,0.659166,4.97569,-1.22108,0.531621,-3.47591,-2.4502,2.15148,6.26644,6.26644,1.52396,-1.52396,-8.09712,8.09712,-1.08661,1.06041,1.3184,-1.06569,-11.6394,7.72451,-116.217,15.6167,20.5002,-79.5895,381.32,83.4855,83.4904,295.426,210.448,-6.42592,4.90323,-18.9362,-57.1167,14.1623,27.8233,-55.1585,-6.31116,40.0449,-20.9889,19.3585,-12.6949,-0.40194,-0.548616,-0.408899,0.728364,-0.0365006,0.682647,-0.699629,0.054874,-0.710433,0.0156256,-0.141546,0.615257,0.0930203,-0.749778,0.0833154,0.0615276,-0.692429,-0.0458405,0.0992475,-0.0694611,0.881753
52.57,0,,11.5089,7.45269,0.546193,-2.31444,-0.963631,-2.52418,9.92725,1.03217,6.03133,-1.00984,0.745425,-3.53815,-2.4502,2.15148,6.25702,6.25702,1.63897,-1.63897,-8.49813,8.49813,-1.08661,1.06041,1.32939,-1.13161,-12.0308,8.11621,-131.834,12.2183,16.1098,-29.2889,377.907,54.1959,111.338,121.585,200.193,4.94301,-6.33334,12.6984,-48.8316,-1.92872,12.1969,-41.5271,15.0919,18.5633,-24.4234,0,-6.83573,-0.401637,-0.548741,-0.409389,0.726768,-0.0341197,0.68392,-0.699868,0.0612217,-0.709146,0.015565,-0.141672,0.615276,0.0919204,-0.750256,0.0841077,0.0631131,-0.692535,-0.0471212,0.0988798,-0.0698262,0.8818
52.58,0,,12.3829,7.61091,0.333821,-2.31105,-1.01643,-2.52554,11.8559,1.40122,7.08697,-0.793444,0.886997,-3.58603,-2.38378,2.15148,6.23043,6.23043,1.73007,-1.73007,-8.95956,8.95956,-1.09484,1.05219,1.32939,-1.2195,-12.5044,8.57365,-127.441,21.9821,3.91239,50.8009,343.268,27.8382,197.275,-14.1634,40.5024,-6.75545,-0.408602,-2.00501,-22.9304,-11.7376,31.2529,-33.2022,11.2503,-2.437,-10.6852,-0.790143,-11.2301,-0.401388,-0.548978,-0.409506,0.72515,-0.0319847,0.685047,-0.700489,0.0678148,-0.707386,0.015504,-0.141733,0.615338,0.0908244,-0.750705,0.0849037,0.064823,-0.692666,-0.0482815,0.0983937,-0.070255,0.881942
52.59,0,,13.2828,7.78084,0.129891,-2.31444,-1.13524,-2.55833,13.7865,1.76435,8.12055,-0.602811,0.959228,-3.61476,-2.25832,2.1944,6.22323,6.22323,1.80633,-1.80633,-9.49241,9.49241,-1.09484,1.07685,1.32939,-1.32937,-13.0491,9.10779,-103.038,24.8951,-20.0222,179.19,275.865,-22.9614,376.956,22.9589,-48.3349,-0.494301,-7.35484,-2.45057,-10.2517,-20.0035,-14.1606,-15.6274,4.39037,-31.7411,4.57939,-9.08665,37.1082,-0.401155,-0.549054,-0.409517,0.723448,-0.0302149,0.686092,-0.701371,0.0746477,-0.705277,0.0155039,-0.141854,0.615395,0.0897898,-0.751036,0.0857002,0.0667765,-0.692791,-0.0491973,0.0979658,-0.070987,0.882058
52.6,0,,14.2146,7.99415,-0.0324728,-2.33241,-1.20619,-2.60886,15.7534,2.12749,9.19195,-0.381265,1.05168,-3.61955,-2.19189,2.30708,6.2476,6.2476,1.86775,-1.86775,-10.1296,10.1296,-1.09484,1.06041,1.33488,-1.45022,-13.7198,9.80355,-55.6593,4.39642,-24.9083,314.947,202.15,-66.4169,621.597,132.321,-87.9098,-0.988603,-3.47312,-7.35171,0.962406,-18.5708,-54.6787,2.43418,7.77462,-50.7858,-48.4652,27.655,-6.34746,-0.400892,-0.548908,-0.409377,0.721514,-0.0288703,0.687211,-0.70217,0.0813013,-0.703085,0.0155038,-0.141975,0.615451,0.0888709,-0.751252,0.0867956,0.0688522,-0.692856,-0.049808,0.0971729,-0.0715979,0.882064
52.61,0,,15.2359,8.25433,-0.135736,-2.3596,-1.17154,-2.66623,17.7687,2.48865,10.2696,-0.087588,1.27993,-3.45676,-2.25586,2.51632,6.30965,6.30965,1.94154,-1.94154,-10.8987,10.8987,-1.08661,0.978206,1.32389,-1.73587,-14.5382,10.7239,6.34788,-17.1002,-20.9959,399.903,156.76,-83.0211,790.504,188.975,-68.8438,6.75545,-6.74194,2.89613,3.89147,-15.1542,-48.8153,17.0879,11.7077,-47.3559,-40.0696,1.58029,17.0893,-0.40047,-0.548549,-0.40926,0.719076,-0.0272835,0.68874,-0.702238,0.0873448,-0.701444,0.0155647,-0.142035,0.615445,0.088079,-0.751449,0.088079,0.070989,-0.692921,-0.0502355,0.0949143,-0.0730016,0.881879
52.62,0,,16.3588,8.51568,-0.157168,-2.38873,-1.11214,-2.74682,19.8223,2.81428,11.319,0.221546,1.60642,-3.15513,-2.34688,2.8141,6.39275,6.39275,2.02151,-2.02151,-11.8051,11.8051,-1.08661,0.871343,1.31291,-2.15336,-15.4963,11.8552,60.0523,-41.5098,-7.32909,418.459,136.738,-69.3487,650.902,219.242,111.304,-6.75545,-8.78495,-6.90615,1.96666,-21.9874,-50.779,25.8997,43.9037,-62.4894,7.63231,15.0127,10.7419,-0.400044,-0.548,-0.409138,0.715979,-0.0252088,0.690831,-0.701638,0.0930228,-0.700356,0.0155653,-0.142102,0.615469,0.0874702,-0.751523,0.0893014,0.0731837,-0.693017,-0.0504778,0.0916177,-0.0751986,0.881508
52.63,0,,17.5562,8.74422,-0.122098,-2.4198,-1.08904,-2.81102,21.9161,3.10439,12.3337,0.57705,1.97624,-2.84872,-2.4256,3.11455,6.46588,6.46588,2.12209,-2.12209,-12.8488,12.8488,-1.09484,0.706939,1.29643,-2.56535,-16.5968,13.1481,103.038,-68.3469,-16.1098,350.103,100.563,-55.6764,490.74,250.479,142.583,5.43732,-7.76344,7.35171,13.1808,-46.8954,-50.779,20.4958,72.2582,-44.4376,1.14485,-20.9388,27.3429,-0.399562,-0.54752,-0.408962,0.712255,-0.0225231,0.693455,-0.700656,0.0985765,-0.699557,0.0155645,-0.142156,0.615501,0.0869167,-0.75161,0.0902127,0.0753205,-0.693144,-0.0507223,0.0879577,-0.0771538,0.881103
52.64,0,,18.8339,8.93057,-0.0935217,-2.44262,-1.14019,-2.83697,24.1168,3.38858,13.3357,0.984077,2.35762,-2.5423,-2.46496,3.41769,6.48694,6.48694,2.2507,-2.2507,-14.0299,14.0299,-1.10308,0.493213,1.27445,-2.97186,-17.8724,14.6327,101.566,-91.7855,-43.4612,233.902,63.9894,20.0296,376.487,271.95,107.903,1.97721,0,5.3467,10.2517,-70.8114,-70.3051,19.0353,107.381,-22.9559,-29.3844,-9.08665,-50.7797,-0.399022,-0.547412,-0.408606,0.707976,-0.0190438,0.69644,-0.699564,0.104254,-0.69877,0.0155645,-0.142156,0.615501,0.0864908,-0.751743,0.0911907,0.0773353,-0.693271,-0.0510279,0.0838663,-0.0788611,0.880657
52.65,0,,20.1541,9.05363,-0.147427,-2.44213,-1.24744,-2.78506,26.4324,3.64712,14.3599,1.42717,2.73322,-2.33164,-2.46988,3.63767,6.44982,6.44982,2.40651,-2.40651,-15.3593,15.3593,-1.11131,0.230166,1.24149,-3.23553,-19.3287,16.2598,83.9941,-78.1377,-70.7948,155.768,2.95773,101.077,361.809,310.042,16.5926,4.94301,-2.04301,4.90114,6.36025,-68.8276,-58.606,6.32887,99.6066,0.481382,-98.4568,84.5453,41.0144,-0.398343,-0.547768,-0.407987,0.703522,-0.0150763,0.69931,-0.698421,0.110177,-0.697872,0.0155647,-0.142158,0.615568,0.0864312,-0.751817,0.0922909,0.0790423,-0.693314,-0.0515148,0.0802048,-0.0795334,0.880361
52.66,0,,21.5169,9.14153,-0.292255,-2.42174,-1.39925,-2.64028,28.7963,3.91355,15.3399,1.74661,3.13194,-2.13534,-2.46496,3.75839,6.3573,6.3573,2.59242,-2.59242,-16.8644,16.8644,-1.11954,0.0904224,1.20853,-3.5047,-21.0094,18.0512,48.3449,-24.8951,-82.0363,138.167,-79.1193,135.243,312.516,387.197,-100.122,2.47151,2.45161,0.891117,11.7162,-61.4985,-37.1162,9.7854,80.5816,15.6148,-277.816,163.56,124.508,-0.397485,-0.548557,-0.407129,0.698852,-0.0109262,0.702026,-0.697065,0.115974,-0.697126,0.0156257,-0.142157,0.615568,0.0866753,-0.751878,0.0936948,0.0805084,-0.693385,-0.0523701,0.077458,-0.080754,0.880176
52.67,0,,22.9084,9.22474,-0.470856,-2.39747,-1.6253,-2.43813,31.1078,4.19379,16.2254,1.64871,3.53643,-2.06352,-2.3887,3.71547,6.23818,6.23818,2.80389,-2.80389,-18.5454,18.5454,-1.12777,0.38635,1.18656,-3.7519,-22.8763,19.8728,-1.95488,25.8661,-89.3476,103.012,-158.694,111.817,157.247,396.51,11.2335,-2.96581,-2.86022,6.23782,10.2517,-75.6608,-25.8873,10.2722,21.9519,16.6077,-553.342,310.921,88.3762,-0.396563,-0.549463,-0.406268,0.69391,-0.00671447,0.704715,-0.695341,0.121648,-0.696806,0.0156262,-0.142284,0.615586,0.0869788,-0.751985,0.0951578,0.08173,-0.693392,-0.0535914,0.0783739,-0.083257,0.880181
