"Time,s",Activities,Activity Names,"Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvic Tilt LT,deg","Pelvic Tilt RT,deg","Pelvic Obliquity LT,deg","Pelvic Obliquity RT,deg","Pelvic Rotation LT,deg","Pelvic Rotation RT,deg","Foot Pitch Down LT,deg","Foot Pitch Down RT,deg","Foot Roll Med LT,deg","Foot Roll Med RT,deg","Foot Rotation Ext LT,deg","Foot Rotation Ext RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,"
22.96,0,,7.82933,1.73902,4.25922,-1.65018,1.09498,-1.59963,17.3192,7.29881,11.8837,5.60868,6.86681,-3.37686,-5.81276,-8.54576,1.96556,1.96556,0.833837,-0.833837,-0.653706,0.653706,0.2471,1.40959,0.823999,0.351571,-5.11712,-9.50596,26.8487,-21.4837,11.2264,95.214,296.394,-7.34299,339.369,380.403,-46.3914,-7.88941,3.37036,10.6553,-22.4615,63.4785,11.7113,-41.5156,127.43,36.623,-28.9094,27.2413,25.7604,-0.396511,-0.564186,-0.382961,0.712192,-0.00683626,0.70151,-0.681737,0.0394308,-0.717262,0.0263687,-0.143807,0.600377,0.123542,-0.747598,0.104131,0.0910705,-0.670455,-0.0645184,0.106509,-0.0623182,0.939778
22.97,0,,8.4474,1.74443,4.1794,-1.64175,1.03549,-1.65654,18.722,7.39829,12.7131,5.60418,7.04572,-3.56897,-5.67156,-8.73834,2.0054,2.0054,0.896307,-0.896307,-0.802026,0.802026,0.2471,1.52109,0.829492,0.422984,-5.16637,-9.60985,50.2919,-39.0587,12.2105,146.971,318.365,4.4058,439.48,384.299,-32.6848,-0.426454,-10.6296,2.58311,2.43686,71.7948,-7.81803,2.9541,104.501,-12.6984,-41.5109,47.8237,34.8523,-0.3965,-0.563865,-0.383865,0.710691,-0.00628714,0.702817,-0.681816,0.0449254,-0.715938,0.026369,-0.143809,0.600444,0.124031,-0.747785,0.104071,0.0919852,-0.670692,-0.0656775,0.107609,-0.0623804,0.940101
22.98,0,,9.1296,1.74984,4.0798,-1.61438,0.987249,-1.64547,20.2298,7.50812,13.5915,5.59069,7.25619,-3.6202,-5.56697,-8.9657,2.04953,2.04953,0.97616,-0.97616,-0.977813,0.977813,0.255337,1.64851,0.823999,0.373545,-5.27583,-9.65086,69.3426,-70.2999,29.3053,170.435,358.369,17.096,492.191,405.27,27.3511,1.91905,-10.6296,-9.68665,40.0493,92.7763,-21.0051,17.0916,74.2416,-22.4523,-25.5737,3.3295,13.259,-0.396207,-0.5637,-0.384671,0.709006,-0.0054323,0.704245,-0.681725,0.0504168,-0.714563,0.0264293,-0.143805,0.60055,0.124278,-0.747989,0.103708,0.0927764,-0.670798,-0.0670798,0.10822,-0.0634185,0.940474
22.99,0,,9.92259,1.77147,3.96556,-1.5727,0.97117,-1.62334,21.873,7.60967,14.5245,5.59519,7.50877,-3.60312,-5.51206,-9.17967,2.10772,2.10772,1.07231,-1.07231,-1.19755,1.19755,0.2471,1.76,0.823999,0.258185,-5.4537,-9.62079,67.3931,-103.51,27.337,153.308,374.986,-17.096,473.603,387.221,44.4067,6.39682,-11.6666,10.6553,44.4462,84.0022,-42.4811,16.0893,40.0615,-14.6492,-7.41266,13.318,10.6072,-0.395665,-0.563588,-0.385471,0.707006,-0.00402853,0.705908,-0.681426,0.0557885,-0.713165,0.0264302,-0.143748,0.600691,0.124337,-0.748221,0.103157,0.0935719,-0.670873,-0.0683631,0.108347,-0.0647638,0.940875
23,0,,10.8132,1.75741,3.84839,-1.52428,0.921325,-1.57908,23.6451,7.66562,15.4739,5.59069,7.78239,-3.55616,-5.48329,-9.36156,2.14013,2.14013,1.1709,-1.1709,-1.4832,1.4832,0.2471,1.85557,0.813012,0.0933862,-5.74376,-9.47863,60.5575,-109.388,0,104.041,387.233,4.89533,469.752,420.398,24.9323,-0.426454,-2.07407,0,9.74745,67.9037,-42.9835,9.75907,36.1406,9.75385,-4.07696,34.203,51.8996,-0.394983,-0.563756,-0.38595,0.704615,-0.00195319,0.70785,-0.680991,0.0610981,-0.711753,0.0264285,-0.143678,0.600774,0.124092,-0.748456,0.102179,0.0943661,-0.671123,-0.0693402,0.108101,-0.0662887,0.941287
23.01,0,,11.7695,1.71415,3.6902,-1.46238,0.839322,-1.52218,25.5243,7.68013,16.467,5.60418,8.07179,-3.44089,-5.45453,-9.4632,2.16513,2.16513,1.28308,-1.28308,-1.84576,1.84576,0.238863,1.90335,0.813012,-0.148319,-6.15422,-9.15602,50.7854,-74.2087,-15.1447,141.086,389.633,76.1789,512.704,501.946,8.31075,-8.31586,-10.3703,15.1757,4.39695,63.4785,-21.476,-10.7614,44.92,8.31838,-6.67139,19.0689,-28.4122,-0.394067,-0.564122,-0.386255,0.702063,0.000305192,0.709815,-0.680429,0.0665902,-0.710275,0.0263693,-0.143627,0.600877,0.123969,-0.748636,0.101019,0.0952226,-0.671441,-0.0700741,0.107241,-0.0681163,0.941605
23.02,0,,12.7709,1.6471,3.49394,-1.39543,0.72677,-1.42892,27.4821,7.69256,17.4709,5.71663,8.41908,-3.18048,-5.42315,-9.48994,2.16669,2.16669,1.39661,-1.39661,-2.32917,2.32917,0.238863,1.87149,0.823999,-0.538344,-6.72887,-8.59556,23.4432,-32.7178,-40.0396,208.46,353.507,102.049,503.41,544.927,-12.218,-4.90423,1.55555,18.0817,-7.31058,57.1459,-24.4274,-16.0893,81.9982,21.4953,-30.3919,36.6245,2.27297,-0.393025,-0.564726,-0.38625,0.699359,0.00238043,0.711749,-0.679422,0.0722088,-0.709026,0.0263684,-0.143683,0.600979,0.123966,-0.748743,0.0999178,0.0961352,-0.671725,-0.0708043,0.105109,-0.0704389,0.941831
23.03,0,,13.8701,1.58221,3.33283,-1.34321,0.514527,-1.27085,29.5536,7.69671,18.4858,5.91003,8.78741,-2.82187,-5.32902,-9.50332,2.17176,2.17176,1.50634,-1.50634,-2.99387,2.99387,0.2471,1.76,0.845972,-1.03274,-7.50602,-7.76717,-8.78504,3.90877,-51.7581,222.644,290.548,75.1998,411.133,524.41,-46.8875,-1.06614,7.77775,30.6744,4.39695,46.3881,-40.0321,-4.90591,70.8321,13.1769,-46.3291,122.586,17.4261,-0.391863,-0.565333,-0.386065,0.69602,0.00408957,0.714088,-0.678122,0.0783106,-0.707908,0.0264293,-0.143865,0.601098,0.123965,-0.748858,0.0986962,0.0968687,-0.672038,-0.0717817,0.101934,-0.0730019,0.942006
23.04,0,,15.1033,1.54436,3.18929,-1.28048,0.15275,-1.03059,31.7103,7.70707,19.4734,6.13941,9.12418,-2.27543,-5.11983,-9.61031,2.19012,2.19012,1.62041,-1.62041,-3.97717,3.97717,0.2471,1.60869,0.889919,-1.70292,-8.61701,-6.63258,-21.4937,48.3529,-72.2608,176.244,247.529,57.6143,306.64,503.893,-166.525,-4.47777,0,11.3011,12.1843,8.77407,-39.5611,12.7132,35.1177,-39.0522,-230.534,297.233,164.412,-0.390589,-0.565832,-0.385828,0.692054,0.00579866,0.716775,-0.676745,0.0849669,-0.706898,0.0263677,-0.144168,0.601208,0.123667,-0.748901,0.0972979,0.0971712,-0.672264,-0.0731836,0.0976608,-0.0764806,0.942304
23.05,0,,16.4225,1.50975,3.01207,-1.22658,-0.337658,-0.76188,33.902,7.73815,20.4009,5.91902,9.43989,-1.66922,-4.77468,-9.74404,2.19754,2.19754,1.74726,-1.74726,-5.55376,5.55376,0.2471,1.93521,0.933865,-2.47199,-10.3136,-4.93206,-39.5574,81.0418,-77.6371,133.315,219.219,41.4973,190.928,532.721,-148.415,4.47777,-8.29627,-5.81199,8.79389,-47.38,-57.1438,26.3759,-15.5984,-77.6259,-483.305,616.563,517.48,-0.389378,-0.566212,-0.385593,0.687847,0.00762986,0.719404,-0.675262,0.0921673,-0.706087,0.0262464,-0.144477,0.601348,0.123295,-0.748925,0.0957672,0.0974183,-0.672406,-0.074956,0.0958907,-0.0833779,0.942182
