file,subject,weight_kg,weight_N,offset_vx,offset_vy,offset_vz,scale_vy,scale_used,subject_median_scale,n_frames,n_cross_plate,force_error_N,warnings
z2_01_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,181,1,,
z2_02_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,167,3,,
z2_03_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,177,3,,
z2_04_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,177,2,,
z2_05_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,174,4,,
z2_06_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,175,1,,
z2_07_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,172,3,,
z2_08_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,177,4,,
z2_09_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,178,2,,
z2_10_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,175,1,,
z2_11_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,177,5,,
z2_12_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,172,4,,
z2_13_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,169,3,,
z2_14_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,172,4,,
z2_15_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,171,2,,
z2_16_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,165,3,,
z2_17_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,172,4,,
z2_18_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,140,2,,
z2_19_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,164,6,,
z2_20_mot_100Hz.csv,Z2,60.0,588.6,37.038968711513334,13.014437169032421,5.692338382690614,1.0,file,1.0,175,0,,
