time,ground_force_1_vx,ground_force_1_vy,ground_force_1_vz,ground_force_1_px,ground_force_1_py,ground_force_1_pz,ground_moment_1_mx,ground_moment_1_my,ground_moment_1_mz,ground_force_2_vx,ground_force_2_vy,ground_force_2_vz,ground_force_2_px,ground_force_2_py,ground_force_2_pz,ground_moment_2_mx,ground_moment_2_my,ground_moment_2_mz
75.91,-37.5251593,-1.030331679,-5.533489555,-0.00044486,1.35e-06,-0.001011555,3.99e-05,-0.020006706,0.000112294,-37.870418347513336,-1.5060535090324212,-5.570795702690614,-0.000240113,6.31e-06,-0.000263379,-3.69e-07,0.000294166,-2.02e-06
75.92,-37.54756103,-1.59090162,-5.475008767,-0.000562206,9.67e-07,-0.001037945,4.07e-05,-0.020408357,0.000114548,-37.55599487451333,-1.4725496390324206,-5.620931778690614,-0.000238477,6.29e-06,-0.000266136,-3.44e-07,0.000274458,-1.89e-06
75.93,-38.1219848,1.990389685,-6.334952611,-0.000328037,1.46e-06,-0.00103413,4.3e-05,-0.021591217,0.000121187,-37.60560201451334,-1.3900719890324211,-5.725610277690614,-0.000237024,6.32e-06,-0.000262718,-3.75e-07,0.000299184,-2.06e-06
75.94,-38.46172865,5.474603985,-6.87961023,-7.59e-05,2.17e-06,-0.000996549,4.3e-05,-0.021596406,0.000121216,-37.67608897151334,-1.4652651490324207,-5.4238288626906135,-0.000236032,6.32e-06,-0.00026316,-4.13e-07,0.000329351,-2.27e-06
75.95,-39.13405148,10.11097441,-9.078743367,-0.00018504,2.01e-06,-0.000986828,4.07e-05,-0.020426708,0.000114651,-37.637171241513336,-1.3812366890324217,-5.529390615690613,-0.000235395,6.35e-06,-0.000258447,-3.67e-07,0.000292838,-2.01e-06
75.96,-39.35198077,28.74482529,-8.648837617,-0.000185688,1.88e-06,-0.001008758,4.21e-05,-0.021124785,0.000118569,-37.610722637513334,-1.0705922190324202,-5.553765500690614,-0.000237275,6.36e-06,-0.000256718,-4.06e-07,0.000323804,-2.23e-06
75.97,-38.64917244,67.83957506,-5.156964529,-0.000203114,1.77e-06,-0.001023038,4.28e-05,-0.021468631,0.000120499,-37.891200066513335,-1.4362869690324214,-5.641145926690614,-0.000234903,6.3e-06,-0.000265796,-3.14e-07,0.000250433,-1.72e-06
75.98,-38.10742949,160.3144226,3.410636033,-0.000207689,1.78e-06,-0.001018416,4.3e-05,-0.021559623,0.00012101,-37.724029354513334,-1.4735893390324204,-5.514820054690614,-0.000233949,6.33e-06,-0.000261658,-3.23e-07,0.000257668,-1.77e-06
75.99,-37.55699926,220.4830498,8.521466124,-0.000206828,1.86e-06,-0.001005022,4.23e-05,-0.021248001,0.000119261,-37.584114298513335,-1.2030580990324218,-5.551277046690614,-0.000234577,6.37e-06,-0.000254933,-4.39e-07,0.000350146,-2.41e-06
76.0,-36.9619615,190.6399708,-0.000539786,-0.000208272,1.88e-06,-0.001000703,4.16e-05,-0.020896092,0.000117286,-37.61269941451334,-1.2285678090324215,-5.716583420690614,-0.000235892,6.34e-06,-0.000259928,-3.64e-07,0.000290671,-2e-06
