time,ground_force_1_vx,ground_force_1_vy,ground_force_1_vz,ground_force_1_px,ground_force_1_py,ground_force_1_pz,ground_moment_1_mx,ground_moment_1_my,ground_moment_1_mz,ground_force_2_vx,ground_force_2_vy,ground_force_2_vz,ground_force_2_px,ground_force_2_py,ground_force_2_pz,ground_moment_2_mx,ground_moment_2_my,ground_moment_2_mz
1.12,-38.77854669,4.209979357,-7.235351933,-0.000345351,7.26e-07,-0.001157885,5.15e-05,-0.025849939,0.000145091,-38.220641179410784,-1.761157965496043,-5.995161650505195,-0.000224247,6.44e-06,-0.000247509,-3.57e-07,0.000284503,-1.96e-06
1.13,-39.42707404,19.29571939,-6.293150981,-0.00013366,1.69e-06,-0.001061317,4.66e-05,-0.023378664,0.00013122,-38.27545659741078,-1.8839680905465492,-6.081510584505195,-0.00022076,6.46e-06,-0.000244877,-3.69e-07,0.000294578,-2.03e-06
1.14,-38.15497809,41.3146611,-1.69594423,-0.00023377,1.16e-06,-0.001120726,4.99e-05,-0.025045478,0.000140575,-38.280769387410785,-1.5905959974975676,-6.121277916505195,-0.000218205,6.48e-06,-0.000243154,-4.75e-07,0.000379073,-2.61e-06
1.15,-37.01409625,71.95649575,0.947296146,-0.000202891,1.41e-06,-0.001086769,4.76e-05,-0.023866708,0.000133959,-38.14258474241078,-1.784257347092252,-6.105372293505195,-0.000219735,6.48e-06,-0.000242391,-4.49e-07,0.000358085,-2.46e-06
1.16,-36.68955199,98.98701165,-0.358051282,-0.000222282,1.38e-06,-0.001085786,4.69e-05,-0.02355698,0.000132221,-38.21063435841078,-1.5842156046522007,-5.824626091505195,-0.000221223,6.45e-06,-0.000246416,-4.38e-07,0.000349216,-2.4e-06
1.17,-36.72807619,116.7641772,-2.640024842,-0.000215972,1.46e-06,-0.00107381,4.58e-05,-0.022998712,0.000129087,-38.28640346741078,-1.4753942015802917,-5.938950899505195,-0.000219895,6.45e-06,-0.000246421,-4.67e-07,0.000372438,-2.56e-06
1.18,-36.47735402,125.8147567,-3.688387369,-0.000216639,1.49e-06,-0.001068064,4.53e-05,-0.022722251,0.000127536,-38.03225483441078,-1.5749014777713661,-5.931793983505195,-0.000221463,6.49e-06,-0.000240335,-4.6e-07,0.000366664,-2.52e-06
1.19,-36.35381267,130.3107242,-5.353405767,-0.000216714,1.51e-06,-0.001063609,4.47e-05,-0.022441128,0.000125958,-38.13104272041078,-1.687580635759911,-5.957713411505195,-0.000219199,6.46e-06,-0.000244671,-4.07e-07,0.000324889,-2.23e-06
1.2,-36.63831774,131.9430436,-7.461807524,-0.000214828,1.54e-06,-0.001058848,4.4e-05,-0.022104639,0.000124069,-38.41934110341078,-1.6284521427230931,-6.255724284505195,-0.000221097,6.44e-06,-0.000248127,-3.86e-07,0.000307713,-2.12e-06
1.21,-37.12320394,142.292125,-7.906879714,-0.000212843,1.57e-06,-0.001054819,4.38e-05,-0.021968084,0.000123303,-38.237302498410784,-1.5854770636697477,-6.0858804845051955,-0.000222066,6.46e-06,-0.0002441,-4.53e-07,0.00036168,-2.49e-06
1.22,-40.42168782,173.9364896,-10.765046,-0.000205555,1.68e-06,-0.001037782,4.23e-05,-0.021220263,0.000119105,-38.13402380041078,-1.6759186073034957,-5.905307968505195,-0.000219509,6.46e-06,-0.000245801,-4.66e-07,0.000372,-2.56e-06
1.23,-43.13654441,209.2844626,-16.40784267,-0.00020325,1.74e-06,-0.001026856,4.08e-05,-0.02049283,0.000115022,-38.20852051141078,-1.813479663768634,-5.943847421505195,-0.000222067,6.46e-06,-0.000245156,-4.19e-07,0.000334128,-2.3e-06
1.24,-46.1837532,257.6529099,-17.95783844,-0.00020113,1.79e-06,-0.00101976,3.99e-05,-0.020027193,0.000112409,-38.17055438341078,-1.716417936232956,-5.962839358505195,-0.000222088,6.45e-06,-0.000245638,-3.93e-07,0.000313879,-2.16e-06
1.25,-50.76253109,317.5836792,-20.18317915,-0.000199286,1.82e-06,-0.001014547,3.9e-05,-0.019552149,0.000109742,-38.16235322741078,-1.7309955718414614,-6.038859368505195,-0.000223299,6.45e-06,-0.000245545,-3.79e-07,0.000302656,-2.08e-06
1.26,-54.95513218,384.5201516,-22.75151639,-0.000198801,1.84e-06,-0.001010759,3.8e-05,-0.019064749,0.000107007,-38.11266453741078,-1.932509263229024,-5.996927269505195,-0.000221574,6.44e-06,-0.000247369,-4.05e-07,0.000323136,-2.22e-06
1.27,-58.43585362,452.2601569,-24.21530011,-0.00019902,1.86e-06,-0.001007322,3.71e-05,-0.018626823,0.000104549,-38.27164820441078,-1.571145131362881,-6.017569026505195,-0.000225115,6.42e-06,-0.000249761,-4.34e-07,0.000346437,-2.38e-06
1.28,-61.86118112,518.7646853,-27.03887791,-0.000199552,1.88e-06,-0.00100355,3.64e-05,-0.018258523,0.000102482,-38.17839909441078,-1.5156635931949776,-6.201546980505195,-0.000221732,6.44e-06,-0.000247838,-3.51e-07,0.000280219,-1.93e-06
1.29,-64.67785052,584.3850253,-30.49141094,-0.000200252,1.91e-06,-0.000999031,3.53e-05,-0.017713964,9.94e-05,-38.272179345410784,-1.544350156428127,-6.142816218505195,-0.000224696,6.46e-06,-0.000244731,-3.73e-07,0.000297319,-2.04e-06
1.3,-66.2982327,642.3850406,-33.21451469,-0.000200327,1.93e-06,-0.00099501,3.46e-05,-0.017341738,9.73e-05,-38.146677446410784,-1.574251030775212,-6.060470163505195,-0.000224177,6.44e-06,-0.000247949,-4.45e-07,0.000354623,-2.44e-06
1.31,-67.58685635,691.8318624,-34.80864671,-0.00020037,1.95e-06,-0.000991051,3.41e-05,-0.017092851,9.59e-05,-38.19705337541078,-1.8605633630004235,-5.977820240505195,-0.000221787,6.44e-06,-0.000248012,-3.19e-07,0.000254398,-1.75e-06
1.32,-69.06390286,734.6909435,-36.03994078,-0.000199967,1.97e-06,-0.000987368,3.35e-05,-0.016813949,9.44e-05,-38.20327572841078,-1.8165718379690503,-6.003038249505195,-0.00022404,6.46e-06,-0.00024505,-3.07e-07,0.000245013,-1.69e-06
1.33,-70.4750111,769.0993844,-37.02083326,-0.000199529,1.99e-06,-0.000984221,3.3e-05,-0.016547159,9.29e-05,-38.15566963541078,-1.6375460859929571,-6.113647212505195,-0.000221137,6.47e-06,-0.000243329,-3.37e-07,0.000268866,-1.85e-06
1.34,-71.50392304,794.9554456,-37.41910938,-0.000199432,2.01e-06,-0.000981483,3.26e-05,-0.016335388,9.17e-05,-38.29206286841078,-1.8522336599377436,-6.168881239505195,-0.000222052,6.42e-06,-0.000250293,-3.45e-07,0.000275299,-1.89e-06
1.35,-72.50246371,816.1266261,-37.1364751,-0.000199341,2.02e-06,-0.000979524,3.24e-05,-0.016240014,9.12e-05,-38.17791262241078,-1.8253916071259706,-6.388131825505195,-0.000222435,6.46e-06,-0.000244472,-3.36e-07,0.00026836,-1.85e-06
1.36,-73.26042126,834.3807808,-36.25762907,-0.00019938,2.02e-06,-0.000978362,3.22e-05,-0.016151154,9.07e-05,-37.99053137641078,-1.8273624055030435,-6.039431879505195,-0.000219286,6.44e-06,-0.000247613,-3.25e-07,0.000259275,-1.78e-06
1.37,-74.02519068,850.9905813,-34.74485051,-0.000199481,2.03e-06,-0.000977716,3.2e-05,-0.016057719,9.01e-05,-37.98725571141078,-1.841011998703273,-6.014675348505195,-0.000218388,6.45e-06,-0.00024762,-3.87e-07,0.000309034,-2.13e-06
1.38,-75.04452693,863.624715,-33.34191913,-0.000199576,2.03e-06,-0.000977408,3.21e-05,-0.016094369,9.03e-05,-38.05235835341078,-1.622838220932037,-6.117273157505195,-0.000220486,6.45e-06,-0.000245862,-3.16e-07,0.000252428,-1.74e-06
