time,ground_force_1_vx,ground_force_1_vy,ground_force_1_vz,ground_force_1_px,ground_force_1_py,ground_force_1_pz,ground_moment_1_mx,ground_moment_1_my,ground_moment_1_mz,ground_force_2_vx,ground_force_2_vy,ground_force_2_vz,ground_force_2_px,ground_force_2_py,ground_force_2_pz,ground_moment_2_mx,ground_moment_2_my,ground_moment_2_mz
85.53,-38.0814357,-0.005039297,-5.489618283,-0.000769068,-1.77e-07,-0.001168329,4.81e-05,-0.024114457,0.00013535,-38.11842158241078,-0.7999061365077846,-5.988706972505195,-0.000229241,6.38e-06,-0.000255346,-4.79e-07,0.000382122,-2.63e-06
85.54,-38.16820156,-2.102658433,-5.550457579,-0.000759495,-1.05e-08,-0.001142071,4.63e-05,-0.023234397,0.00013041,-38.12718608641078,-0.6443653225363697,-5.839897798505195,-0.00023128,6.4e-06,-0.0002516,-4.21e-07,0.00033582,-2.31e-06
85.55,-38.42329767,5.897819003,-6.024213445,-0.000254762,1.52e-06,-0.00104873,4.5e-05,-0.022593582,0.000126813,-38.15706294941078,-0.5360166289678361,-5.780276054505195,-0.000232507,6.38e-06,-0.000254577,-3.55e-07,0.000282839,-1.95e-06
85.56,-38.08502194,28.85445396,-2.583381442,-0.00012685,1.83e-06,-0.001039308,4.55e-05,-0.022854133,0.000128276,-38.17832408741078,-0.600962821176692,-5.698818022505195,-0.000230508,6.38e-06,-0.000254234,-4.23e-07,0.000337277,-2.32e-06
85.57,-37.51472951,73.06129176,1.775880534,-0.000196063,1.77e-06,-0.001025398,4.38e-05,-0.021988091,0.000123415,-38.15429025841078,-0.8539122844213995,-5.811963749505195,-0.000224765,6.4e-06,-0.000253749,-3.93e-07,0.000313334,-2.15e-06
85.58,-37.80818289,138.8924299,4.276004344,-0.000161258,1.92e-06,-0.001010566,4.36e-05,-0.021860358,0.000122698,-38.18295660441078,-0.8367794485191595,-5.870637222505195,-0.000226412,6.36e-06,-0.000258242,-2.63e-07,0.000210123,-1.45e-06
85.59,-37.79376344,166.5813001,2.736896082,-0.000181748,1.93e-06,-0.001000953,4.27e-05,-0.021406678,0.000120151,-38.33191295141078,-0.7316729461174258,-5.678006363505195,-0.000231274,6.38e-06,-0.000254901,-2.59e-07,0.000206852,-1.42e-06
85.6,-40.42791745,180.2858988,-0.671951298,-0.000165086,2.05e-06,-0.00098598,4.2e-05,-0.021089712,0.000118372,-38.19950068841078,-0.6893142911406098,-5.924847038505195,-0.000228356,6.41e-06,-0.000251142,-3.88e-07,0.000309722,-2.13e-06
85.61,-43.21068776,185.7337316,-8.183637166,-0.000166907,2.13e-06,-0.000971707,4.06e-05,-0.020357378,0.000114262,-38.33799831641078,-0.3532868404470353,-6.050815956505195,-0.000230387,6.42e-06,-0.000249243,-3.97e-07,0.000317024,-2.18e-06
85.62,-42.71089194,179.3888182,-10.95260768,-0.000164118,2.16e-06,-0.000966912,3.97e-05,-0.019904945,0.000111723,-38.42182206041078,-0.6936473365407032,-5.932487955505195,-0.000229107,6.38e-06,-0.000254891,-3.35e-07,0.000267505,-1.84e-06
85.63,-43.52947948,182.2737129,-10.11469941,-0.000162893,2.18e-06,-0.000962765,3.96e-05,-0.019854254,0.000111438,-38.12409873641078,-1.0195250930610147,-6.065991193505195,-0.000228428,6.37e-06,-0.000257326,-3.42e-07,0.000272762,-1.88e-06
85.64,-44.47588693,191.9011036,-12.44496555,-0.000162217,2.2e-06,-0.000959795,3.93e-05,-0.019717003,0.000110668,-38.29962351841078,-0.44000602057672467,-5.994153982505195,-0.000224642,6.43e-06,-0.000248083,-3.68e-07,0.000293359,-2.02e-06
85.65,-45.89954139,219.3480002,-15.40400563,-0.000160383,2.23e-06,-0.000955076,3.86e-05,-0.01935186,0.000108618,-38.30723556441078,-0.8295365881664658,-5.817240997505195,-0.000229693,6.37e-06,-0.000256264,-4.09e-07,0.000326284,-2.24e-06
85.66,-48.89257019,262.2350397,-18.87807601,-0.000159418,2.26e-06,-0.000951432,3.81e-05,-0.019124243,0.000107341,-38.33724646341078,-0.7572978067212173,-6.003349873505195,-0.000228932,6.36e-06,-0.00025775,-3.83e-07,0.00030553,-2.1e-06
85.67,-51.84220246,316.5251267,-20.43902921,-0.000158555,2.26e-06,-0.000950445,3.78e-05,-0.01896135,0.000106426,-38.16425432141078,-0.524348808311931,-5.952219604505195,-0.000226617,6.38e-06,-0.000255159,-2.92e-07,0.000232893,-1.6e-06
85.68,-53.98212859,377.0882682,-19.7812696,-0.000159143,2.26e-06,-0.000951003,3.76e-05,-0.018854936,0.000105829,-38.43566206541078,-0.9461547119100775,-5.905371676505195,-0.000229849,6.37e-06,-0.000256656,-2.82e-07,0.000224861,-1.55e-06
85.69,-55.73507983,439.4339529,-19.1523568,-0.00015922,2.26e-06,-0.000951515,3.78e-05,-0.018947546,0.000106349,-38.501612044410784,-0.7861192211618118,-5.954980679505195,-0.000227008,6.35e-06,-0.000259696,-3e-07,0.000239654,-1.65e-06
85.7,-58.062015,501.309017,-19.95389848,-0.000159143,2.26e-06,-0.000951087,3.77e-05,-0.018921891,0.000106205,-38.20487017741078,-0.538147508132857,-6.120090465505195,-0.000228116,6.39e-06,-0.000254192,-3.64e-07,0.000290495,-2e-06
85.71,-60.6638751,557.7540296,-21.29341637,-0.000158792,2.26e-06,-0.000950562,3.76e-05,-0.018846088,0.000105779,-38.380753741410786,-0.7073579629172393,-6.187562344505195,-0.000232158,6.39e-06,-0.000253127,-4.11e-07,0.000327973,-2.26e-06
85.72,-62.7896541,605.8854217,-22.19858325,-0.000158379,2.26e-06,-0.00095036,3.75e-05,-0.018793517,0.000105484,-38.345547235410784,-0.6878029872487321,-6.065361122505195,-0.000228647,6.38e-06,-0.000255938,-3.13e-07,0.000249416,-1.72e-06
85.73,-64.88313928,648.660419,-21.86324099,-0.000157911,2.26e-06,-0.000950962,3.75e-05,-0.018837644,0.000105732,-37.92979151641078,-0.6202410917711685,-6.061612836505195,-0.000228601,6.4e-06,-0.000253014,-3.74e-07,0.000298718,-2.05e-06
85.74,-67.20003948,689.8538715,-20.74538152,-0.000157481,2.26e-06,-0.00095164,3.76e-05,-0.018876317,0.000105949,-38.087252936410785,-0.8616743019151638,-5.793770082505195,-0.000226283,6.37e-06,-0.000257014,-3.28e-07,0.000261814,-1.8e-06
85.75,-69.38404401,726.5680579,-19.41779088,-0.000156991,2.26e-06,-0.000951755,3.77e-05,-0.01891278,0.000106154,-38.34161445241078,-0.8169075725131556,-6.108854576505195,-0.000226717,6.39e-06,-0.000254203,-3.27e-07,0.000261102,-1.8e-06
85.76,-71.00917134,757.4716061,-18.25146885,-0.000156415,2.26e-06,-0.000951189,3.77e-05,-0.018899637,0.00010608,-38.179493400410784,-0.7628071688075106,-6.145792995505195,-0.000229319,6.37e-06,-0.000256388,-2.76e-07,0.00022018,-1.51e-06
85.77,-72.51737337,782.5511652,-17.89187687,-0.000155646,2.27e-06,-0.000949978,3.78e-05,-0.018959014,0.000106413,-38.13708269341078,-0.7775701147844671,-6.061291985505195,-0.000228922,6.38e-06,-0.00025487,-2.68e-07,0.000213647,-1.47e-06
85.78,-73.73350148,801.8184998,-17.54243121,-0.00015494,2.28e-06,-0.000948201,3.79e-05,-0.019032272,0.000106824,-38.278154326410785,-0.7045047794694845,-6.166679763505195,-0.000226679,6.41e-06,-0.000250581,-2.74e-07,0.000218445,-1.5e-06
85.79,-74.6245165,815.7908254,-17.77264365,-0.000154227,2.3e-06,-0.000946194,3.78e-05,-0.018963925,0.000106441,-38.189577488410784,-0.7459522284313564,-5.980473464505195,-0.000227346,6.39e-06,-0.000253415,-2.88e-07,0.000229646,-1.58e-06
85.8,-75.44729986,824.8093093,-17.65897331,-0.00015351,2.31e-06,-0.000944635,3.79e-05,-0.018998497,0.000106635,-38.07457600141078,-0.6315440638820586,-6.052515498505195,-0.000227563,6.39e-06,-0.000253915,-3.22e-07,0.000256713,-1.77e-06
85.81,-75.54534305,830.6662286,-16.26905456,-0.00015318,2.31e-06,-0.000943965,3.8e-05,-0.019045613,0.000106899,-38.04853717941078,-0.8418892788900969,-5.925504278505195,-0.000225928,6.38e-06,-0.000256173,-2.66e-07,0.000211936,-1.46e-06
85.82,-74.9387209,834.4233519,-13.97231374,-0.000153278,2.31e-06,-0.0009439,3.81e-05,-0.019101166,0.000107211,-38.04749408841078,-0.9958328163229861,-5.890383839505195,-0.000227459,6.34e-06,-0.000261716,-2.69e-07,0.000214411,-1.47e-06
85.83,-73.69926784,834.8124683,-11.37310688,-0.000153646,2.31e-06,-0.000944125,3.82e-05,-0.019178775,0.000107647,-37.92248210141078,-0.8146929815600092,-5.8042111615051954,-0.00022839,6.37e-06,-0.000257185,-3.88e-07,0.000309693,-2.13e-06
85.84,-72.05504146,831.7658528,-9.360560662,-0.00015402,2.31e-06,-0.000944443,3.84e-05,-0.01927033,0.000108161,-37.913748139410785,-0.5240754945256825,-5.795438055505195,-0.000228505,6.4e-06,-0.00025272,-3.51e-07,0.000280298,-1.93e-06
85.85,-70.36358281,827.6807813,-7.557788964,-0.000154535,2.3e-06,-0.000944602,3.86e-05,-0.019373903,0.000108742,-38.08459751041078,-0.688740513258244,-6.124987363505195,-0.000225051,6.41e-06,-0.000252066,-2.79e-07,0.000222887,-1.53e-06
