"Time,s",Activities,Activity Names,"Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvic Tilt LT,deg","Pelvic Tilt RT,deg","Pelvic Obliquity LT,deg","Pelvic Obliquity RT,deg","Pelvic Rotation LT,deg","Pelvic Rotation RT,deg","Foot Pitch Down LT,deg","Foot Pitch Down RT,deg","Foot Roll Med LT,deg","Foot Roll Med RT,deg","Foot Rotation Ext LT,deg","Foot Rotation Ext RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,"
16.57,0,,14.1678,12.4963,3.07384,-6.8309,8.55377,-10.8647,17.888,9.60976,10.7577,1.69583,3.49403,-9.35301,-1.88296,11.7875,6.99029,6.99029,0.403235,-0.403235,2.83496,-2.83496,-0.435091,2.37766,0.950624,2.97655,9.68869,-2.73101,-36.1301,14.6518,-39.0604,-9.7656,432.131,-44.9217,317.872,438.962,3.41815,-74.2729,16.598,5.33895,26.3724,-57.6246,-19.0441,-1.94353,32.2171,15.6329,15.7046,17.0513,-26.3906,-0.42459,-0.589702,-0.386501,-0.678259,-0.247084,-0.666967,-0.64202,-0.192887,-0.640494,0.102422,-0.0821573,0.926742,-0.688392,-0.0444971,-0.723733,0.191108,-0.721094,0.0117192,0.0946083,-0.0341811,0.663113
16.58,0,,15.3642,12.5908,3.03498,-6.70637,8.51495,-10.942,19.8811,9.55885,11.6374,1.90473,3.39365,-9.54641,-1.97287,11.9806,7.10545,7.10545,0.476424,-0.476424,2.86927,-2.86927,-0.389957,2.1904,1.09371,2.9701,9.61477,-2.6114,-41.9954,11.7141,-60.5472,120.599,364.267,-42.4808,479.5,266.098,12.2114,-129.946,-92.7645,-50.2683,2.45018,-58.6019,-14.6474,0.971764,83.9926,0,-13.2508,1.43422,-43.9235,-0.422941,-0.590066,-0.3865,-0.677849,-0.250996,-0.668327,-0.641152,-0.188244,-0.638893,0.101872,-0.0833164,0.926978,-0.688618,-0.0449842,-0.72347,0.192824,-0.721549,0.0130014,0.0931433,-0.0335096,0.663356
16.59,0,,16.6294,12.6996,2.97206,-6.57877,8.36742,-10.9714,21.9099,9.48051,12.3814,2.10575,3.33472,-9.73659,-1.93766,12.1467,7.25024,7.25024,0.538365,-0.538365,2.90638,-2.90638,-0.214837,2.00533,1.13478,2.9632,9.56605,-2.47062,-1.95016,20.0152,-76.6658,303.714,298.815,-52.2443,638.186,82.0367,-108.389,-48.3343,-115.725,31.7052,13.173,-37.5987,9.28336,37.0985,114.735,-72.2578,0,10.2786,4.83981,-0.421051,-0.590374,-0.38638,-0.67754,-0.254596,-0.669727,-0.640599,-0.183116,-0.637303,0.102664,-0.084658,0.92721,-0.688944,-0.0452297,-0.723126,0.194406,-0.722018,0.0142218,0.0916784,-0.0328382,0.663661
16.6,0,,17.9132,12.8426,2.92144,-6.45675,8.13604,-10.9242,23.922,9.40218,12.9898,2.30775,3.437,-9.89388,-1.81459,12.285,7.43383,7.43383,0.575653,-0.575653,2.94787,-2.94787,0.0992945,1.82679,1.02757,2.95952,9.53749,-2.28634,43.9456,17.0897,-70.3087,350.09,232.415,-136.234,787.1,100.581,-332.03,-12.1468,-5.85541,55.6894,21.472,-30.7574,35.1612,30.2676,84.9663,-111.324,-6.87078,-2.47005,-18.0808,-0.418915,-0.590558,-0.386075,-0.677215,-0.257335,-0.671416,-0.639817,-0.177686,-0.636033,0.105105,-0.0859398,0.927393,-0.689364,-0.0454733,-0.722691,0.195747,-0.722315,0.0151983,0.0902734,-0.0321664,0.663897
16.61,0,,19.2112,12.9961,2.91003,-6.35762,7.94866,-10.8358,25.9613,9.30622,13.537,2.50483,3.66778,-10.0547,-1.66383,12.3818,7.63119,7.63119,0.588904,-0.588904,2.99895,-2.99895,0.501889,1.63736,0.833903,2.95998,9.60301,-2.11407,62.9857,18.5525,-39.0604,278.319,142.093,-145.508,641.101,213.866,-334.952,25.9386,58.0931,155.24,45.8948,-13.6636,62.4963,25.8661,73.7265,-117.668,-21.9211,-8.28661,-15.6152,-0.416782,-0.590624,-0.385651,-0.676665,-0.259472,-0.673491,-0.638519,-0.172432,-0.634796,0.108587,-0.0871627,0.927721,-0.689782,-0.0457169,-0.722253,0.196844,-0.722675,0.0160527,0.0888083,-0.0314339,0.6642
16.62,0,,20.5325,13.1312,2.87456,-6.26855,7.82184,-10.7143,28.032,9.19459,13.5562,2.65756,3.68869,-10.2199,-1.5623,12.4629,7.82355,7.82355,0.611554,-0.611554,3.0576,-3.0576,1.43887,1.4893,0.788512,2.97839,9.72145,-1.9338,49.3197,46.3811,-27.3494,226.57,63.9622,-47.8521,550.792,324.714,-359.871,-189.921,228.038,812.013,40.5202,0,84.9572,29.2958,93.2571,-130.857,-17.0134,5.33849,-19.5419,-0.414565,-0.590779,-0.385206,-0.675963,-0.26162,-0.675597,-0.636812,-0.16755,-0.633516,0.114139,-0.0928984,0.927702,-0.690103,-0.0459011,-0.721904,0.197765,-0.723061,0.0167856,0.0877099,-0.0307015,0.664446
16.63,0,,21.9132,13.2454,2.85994,-6.19651,7.65155,-10.546,30.2098,9.10058,12.2141,2.78566,2.97962,-10.3543,-1.61324,12.4827,7.98711,7.98711,0.637594,-0.637594,3.12025,-3.12025,3.78041,1.36084,1.2234,2.98575,9.76261,-1.77585,22.4641,85.9361,-44.4286,145.013,42.4789,-23.926,478.029,393.564,-367.177,-385.283,454.601,953.619,22.4732,20.0258,83.5,14.1477,117.183,-75.2031,-10.7969,-0.956147,0.456586,-0.41257,-0.59099,-0.384796,-0.674732,-0.264912,-0.677601,-0.634995,-0.162243,-0.632492,0.124396,-0.111273,0.925771,-0.690293,-0.0462677,-0.721667,0.198251,-0.723483,0.0170906,0.0867355,-0.0301529,0.664646
16.64,0,,23.3673,13.3346,2.8742,-6.11637,7.49729,-10.3365,32.5198,8.99875,9.52296,2.86843,2.01961,-10.448,-1.78211,12.418,8.12272,8.12272,0.685976,-0.685976,3.18409,-3.18409,7.5193,1.25415,1.60729,2.98069,9.79537,-1.66139,7.81553,110.352,-64.4462,68.8495,106.441,-63.4764,310.543,325.676,-236.322,-246.1,507.346,956.083,0.500575,8.29779,83.0101,-9.7748,130.371,-42.9663,-9.32463,0.478074,6.84878,-0.410808,-0.591246,-0.384621,-0.67276,-0.270032,-0.679352,-0.633276,-0.156686,-0.631323,0.142337,-0.138675,0.921102,-0.690409,-0.0468777,-0.721478,0.19807,-0.723977,0.0169687,0.0858816,-0.029787,0.664835
16.65,0,,24.8589,13.4421,2.88365,-6.0569,7.43621,-10.1143,34.8738,8.94,5.6491,3.00146,1.10562,-10.587,-1.97663,12.2934,8.24831,8.24831,0.750229,-0.750229,3.23596,-3.23596,12.4497,1.10391,1.62544,2.98943,9.89785,-1.57955,-30.2796,120.116,-50.2912,104.99,167.965,-94.7251,183.116,70.8076,-52.7334,571.281,510.251,1086.44,2.45018,5.36577,75.6864,16.6057,176.749,10.2601,-49.2406,8.76468,-104.01,-0.409272,-0.591415,-0.384734,-0.670425,-0.276617,-0.680557,-0.63181,-0.151376,-0.629673,0.168524,-0.171454,0.91324,-0.690271,-0.0476701,-0.721522,0.197645,-0.724656,0.0164195,0.0847215,-0.0291764,0.665015
16.66,0,,26.3037,13.5287,2.90433,-6.00496,7.44449,-9.82961,37.2047,8.90866,2.84603,3.10098,-0.674092,-10.7075,-1.9486,12.0873,8.33218,8.33218,0.840675,-0.840675,3.24514,-3.24514,16.2626,0.984158,2.59595,2.98161,10.1087,-1.47825,-37.6038,138.668,-77.6405,158.211,184.572,-118.651,145.999,-141.615,-100.092,1234.8,-755.855,1319.3,9.27381,17.5729,76.6663,48.331,111.341,15.1312,-41.0611,-10.2786,17.5329,-0.407991,-0.591722,-0.384979,-0.667749,-0.283946,-0.681483,-0.631078,-0.146309,-0.627232,0.183055,-0.20277,0.906241,-0.689951,-0.0484015,-0.72175,0.196667,-0.725506,0.0152597,0.0837421,-0.0288092,0.665115
16.67,0,,27.6719,13.5812,2.94051,-5.97369,7.55785,-9.41235,39.458,8.92041,3.21012,3.167,-1.61889,-10.7189,-1.72297,11.7547,8.38267,8.38267,0.935436,-0.935436,3.26948,-3.26948,16.8259,0.925369,3.26472,2.91856,10.459,-1.39298,-22.9553,148.932,-112.308,149.405,147.945,-100.586,159.186,-293.465,-178.709,207.509,-50.3012,1193.87,2.92441,-3.90935,56.1524,37.0985,-30.2696,-88.3762,1.47231,9.24276,44.4714,-0.40689,-0.592146,-0.385221,-0.664904,-0.291159,-0.682361,-0.630973,-0.141858,-0.623892,0.182195,-0.2107,0.906033,-0.689495,-0.048648,-0.722151,0.194948,-0.726265,0.0130006,0.0830708,-0.0291145,0.665116
16.68,0,,28.9948,13.6402,2.98881,-5.94772,7.91553,-8.99423,41.6568,8.95371,4.37703,3.25174,-2.00175,-10.7218,-1.51922,11.3837,8.44109,8.44109,1.02496,-1.02496,3.29382,-3.29382,16.575,0.862227,3.47352,2.86886,10.9798,-1.34548,2.93268,127.929,-121.094,150.876,131.338,-56.6433,242.665,-324.233,-187.502,-225.096,448.239,468.76,0.500575,-6.84136,77.1436,-3.42976,-83.9926,-65.914,-23.3934,14.1829,-36.1616,-0.405972,-0.592385,-0.385646,-0.662078,-0.297804,-0.683258,-0.63067,-0.138501,-0.619744,0.1797,-0.210341,0.908143,-0.689062,-0.0484645,-0.722572,0.193063,-0.7269,0.0104375,0.0823998,-0.0292977,0.665119
16.69,0,,30.3115,13.7006,3.00539,-5.92678,8.50511,-8.63007,43.845,8.97329,5.53829,3.34338,-2.12645,-10.6757,-1.4888,11.0599,8.51118,8.51118,1.1057,-1.1057,3.31815,-3.31815,16.3529,0.792552,3.41602,2.75841,11.5317,-1.30427,20.0226,119.628,-104.976,166.505,118.172,-2.9304,265.124,-184.093,-170.907,-403.376,779.784,-57.5785,-1.94961,-46.8739,64.4559,-3.91564,-45.4044,-41.5098,-29.7734,2.47005,-12.2365,-0.405179,-0.592448,-0.386196,-0.659533,-0.303611,-0.684132,-0.629816,-0.136059,-0.615105,0.178845,-0.208449,0.910277,-0.688686,-0.0477313,-0.722989,0.19135,-0.727559,0.00805686,0.081488,-0.0299705,0.665028
16.7,0,,31.625,13.7622,3.00307,-5.8849,9.1656,-8.29014,45.9913,8.99679,6.55141,3.36604,-2.12341,-10.5831,-1.56538,10.7254,8.59505,8.59505,1.1889,-1.1889,3.3421,-3.3421,16.2681,0.805616,3.21457,2.61483,12.0315,-1.30541,16.1074,85.4485,-104.976,166.015,120.122,26.3669,145.499,96.1854,-111.807,-560.526,1087.4,-0.492826,16.598,-36.1423,56.1524,12.2042,-40.0349,-27.3495,14.2323,-4.38234,51.7768,-0.404509,-0.592327,-0.38699,-0.657138,-0.308609,-0.685093,-0.628805,-0.133794,-0.610494,0.179449,-0.206549,0.911894,-0.688459,-0.0464507,-0.723312,0.189653,-0.728212,0.00549364,0.0811208,-0.0311909,0.664958
16.71,0,,32.9136,13.8173,3.01929,-5.84357,9.77019,-7.9672,48.0097,9.01442,6.68484,3.34338,-2.46749,-10.4805,-1.85596,10.3814,8.67684,8.67684,1.26148,-1.26148,3.36643,-3.36643,16.9812,0.853517,3.20679,2.4938,12.286,-1.33918,18.5488,54.6822,-87.4021,101.558,92.7601,53.7129,0.97166,345.215,-18.0562,-506.372,857.426,592.788,28.7962,-38.0778,62.0063,11.7183,-24.9001,-34.1788,4.41693,16.0951,13.6976,-0.404025,-0.592089,-0.387849,-0.654706,-0.312887,-0.686263,-0.627781,-0.131721,-0.606478,0.182995,-0.211318,0.910888,-0.688323,-0.0445575,-0.723602,0.187821,-0.728759,0.00292993,0.0811211,-0.0323508,0.6649
16.72,0,,34.2052,13.8685,2.99755,-5.7612,10.2257,-7.67401,49.8706,9.03008,6.40894,3.35816,-2.69941,-10.3754,-2.17594,10.0492,8.7678,8.7678,1.34622,-1.34622,3.38998,-3.38998,17.9525,0.886177,3.06154,2.34332,12.3557,-1.38153,10.7482,27.8287,-71.7779,35.1602,41.016,102.048,-80.5645,466.81,50.2807,-294.434,750.507,540.548,21.9726,-26.3689,59.0794,27.3523,0.500784,-22.4622,-31.2457,16.5732,-42.4625,-0.403541,-0.59179,-0.388891,-0.65239,-0.316856,-0.687304,-0.627037,-0.129582,-0.603476,0.18861,-0.216932,0.908746,-0.688393,-0.0421166,-0.723735,0.18617,-0.729361,0.000305197,0.0808746,-0.0336926,0.664819
16.73,0,,35.511,13.9,2.93427,-5.68749,10.4157,-7.35702,51.6309,9.03008,6.5729,3.37393,-2.72831,-10.1809,-2.37934,9.70748,8.85167,8.85167,1.43004,-1.43004,3.41272,-3.41272,18.346,0.907951,2.83761,2.1215,12.2499,-1.40557,-0.982523,23.928,-57.6229,-4.8828,-30.7484,123.533,-114.267,444.32,71.2853,-493.592,863.788,305.142,11.724,2.43376,62.0063,27.3523,-28.3221,-51.7537,7.85232,-18.0871,0,-0.403051,-0.591544,-0.389866,-0.650178,-0.320938,-0.688021,-0.627311,-0.126597,-0.601246,0.191787,-0.218156,0.90748,-0.688449,-0.0390644,-0.723912,0.184335,-0.729893,-0.00238048,0.0803264,-0.0355853,0.664707
16.74,0,,36.8292,13.9236,2.81431,-5.5758,10.3375,-6.99414,53.2989,9.03204,6.82957,3.33353,-2.8264,-9.98753,-2.48088,9.33948,8.92594,8.92594,1.53389,-1.53389,3.43467,-3.43467,18.5121,0.988512,2.67506,1.92592,11.9315,-1.41243,-1.95016,18.5525,-71.2835,11.2366,-72.7668,81.5416,-146.471,364.272,53.2292,-680.603,837.416,410.196,-17.0986,27.8254,79.1033,-34.6691,-161.614,-18.5621,58.0744,-42.9469,39.9969,-0.402499,-0.591419,-0.390902,-0.648047,-0.325336,-0.688333,-0.629002,-0.122626,-0.599582,0.193553,-0.218273,0.906114,-0.688606,-0.0355839,-0.724007,0.182203,-0.730398,-0.00537147,0.0803266,-0.0374776,0.664465
16.75,0,,38.1568,13.9721,2.67065,-5.45489,10.0093,-6.69033,54.8535,9.04771,6.94604,3.35915,-2.9781,-9.97574,-2.47438,8.96957,9.01523,9.01523,1.63297,-1.63297,3.45581,-3.45581,18.7017,1.00375,2.5056,1.88864,11.4435,-1.47024,-15.6311,9.76381,-50.2912,41.0237,-84.4702,2.9304,-218.263,281.241,34.6772,-703.631,723.166,383.337,-43.9452,62.013,70.7998,3.91564,-263.19,-65.4285,-11.7785,1.99197,-69.8576,-0.401994,-0.591149,-0.392045,-0.646041,-0.329613,-0.688402,-0.631944,-0.117684,-0.598494,0.195505,-0.218517,0.904159,-0.68882,-0.0319232,-0.724039,0.180371,-0.730884,-0.00811822,0.0803287,-0.0378449,0.664421
16.76,0,,39.4063,14.0101,2.5145,-5.32003,9.46375,-6.55945,56.1774,9.07513,6.97544,3.40447,-3.1682,-9.96358,-2.36601,8.75776,9.09284,9.09284,1.74129,-1.74129,3.47656,-3.47656,18.7974,1.01464,2.34911,1.82836,10.821,-1.54063,-37.1126,-13.1891,-70.8032,39.5527,-87.8837,-79.1008,-286.612,239.244,38.5651,-711.476,566.407,329.126,-47.3702,97.6571,75.1965,41.5,-256.846,-68.8431,-34.1903,-8.76468,4.83981,-0.401642,-0.590866,-0.393341,0.644191,0.333388,0.688382,-0.636026,-0.112312,-0.598121,0.196913,-0.218277,0.901917,-0.689051,-0.0283213,-0.724025,0.179447,-0.731279,-0.01001,0.080205,-0.0383934,0.664286
