"Time,s",Activities,Activity Names,"Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvic Tilt LT,deg","Pelvic Tilt RT,deg","Pelvic Obliquity LT,deg","Pelvic Obliquity RT,deg","Pelvic Rotation LT,deg","Pelvic Rotation RT,deg","Foot Pitch Down LT,deg","Foot Pitch Down RT,deg","Foot Roll Med LT,deg","Foot Roll Med RT,deg","Foot Rotation Ext LT,deg","Foot Rotation Ext RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,"
12.23,0,,17.4215,14.7283,3.18912,-6.01966,4.90192,-8.93165,17.5221,10.887,7.88042,3.17841,3.00283,-9.17498,-3.6594,12.6321,7.7114,7.7114,-0.481355,0.481355,2.61126,-2.61126,-0.0564434,1.1409,0.716366,3.36112,4.38502,0.247567,-8.78611,-14.1562,-34.1813,-16.5889,354.021,36.1325,391.599,419.932,13.6806,-103.942,-42.4561,-28.3201,0,-3.41706,-79.0992,-33.1976,46.865,-4.88459,-34.1208,-13.6546,-21.953,-0.411348,-0.592575,-0.384856,-0.687433,-0.23183,-0.666802,-0.647705,-0.187823,-0.62921,0.0956442,-0.0939352,0.926351,-0.686783,-0.0482799,-0.724443,0.219439,-0.714658,0.0280785,0.0855157,-0.0264299,0.688032
12.24,0,,18.4784,14.7495,3.22083,-5.89442,5.15743,-8.70936,19.5107,10.9061,8.63624,3.87013,2.7122,-9.13909,-4.00051,12.5251,7.76612,7.76612,-0.422391,0.422391,2.63653,-2.63653,0.173093,0.552809,0.871513,3.10077,4.3721,0.420675,0.48925,-11.2351,-49.7997,144.52,346.668,40.5261,755.867,470.71,-287.603,-125.523,-83.5225,112.336,-31.2451,-43.9534,-41.9909,-38.5654,-20.0246,-25.3948,-35.6372,-38.0623,195.287,-0.410254,-0.592948,-0.3848,-0.686387,-0.234818,-0.668991,-0.647087,-0.184219,-0.625906,0.0960128,-0.096318,0.926435,-0.68716,-0.0487079,-0.724027,0.219375,-0.715134,0.0267962,0.0798986,-0.0263684,0.687958
12.25,0,,19.6156,14.8118,3.2611,-5.81046,5.2925,-8.48131,21.5553,10.8976,9.11121,4.22064,2.40913,-9.18471,-4.26172,12.449,7.86829,7.86829,-0.417892,0.417892,2.66276,-2.66276,0.711186,0.28699,1.0322,2.97294,4.34925,0.585245,20.5077,-13.6671,-21.9728,208.498,277.335,-107.42,828.607,464.822,-336.418,-101.593,-85.4681,171.894,-9.76786,-66.3985,5.8592,8.29364,-42.9783,-87.4051,17.1867,-28.3334,120.539,-0.409021,-0.593053,-0.384422,-0.685472,-0.237321,-0.67125,-0.646276,-0.180003,-0.622959,0.0980881,-0.100774,0.926252,-0.687596,-0.0491358,-0.723548,0.219557,-0.715681,0.0258195,0.0773334,-0.0264289,0.687944
12.26,0,,20.7654,14.9019,3.32926,-5.76477,5.35778,-8.28572,23.6221,10.9082,9.36522,4.43157,2.16524,-9.3246,-4.47953,12.4255,7.98117,7.98117,-0.441189,0.441189,2.68948,-2.68948,1.50328,0.164667,1.21664,2.95475,4.32639,0.746022,17.083,-13.1781,12.2084,169.92,199.693,-71.2872,622.553,475.091,-267.584,-160.611,101.589,150.869,35.1583,-72.7469,51.2718,69.3441,-17.5744,-124.021,14.6593,7.79453,-10.2357,-0.40769,-0.593131,-0.383762,-0.684358,-0.239574,-0.673677,-0.644671,-0.175542,-0.620683,0.101448,-0.107003,0.925854,-0.687908,-0.0495636,-0.723189,0.220229,-0.716171,0.0252702,0.0762993,-0.0261249,0.688036
12.27,0,,21.934,14.9973,3.3769,-5.7177,5.26999,-8.10945,25.7409,10.9273,9.19175,4.66215,1.9564,-9.43093,-4.49413,12.4459,8.08258,8.08258,-0.455328,0.455328,2.7162,-2.7162,2.73374,0.0141143,1.32587,2.91682,4.38104,0.936203,3.914,20.5139,26.3721,160.153,117.198,8.78719,483.416,529.308,-232.905,-205.535,300.806,380.347,69.8199,-66.3985,82.0287,45.8915,90.3221,-127.933,-9.85711,4.89292,-3.90574,-0.406272,-0.593354,-0.383016,-0.683024,-0.242507,-0.675882,-0.643041,-0.170176,-0.618931,0.107795,-0.115608,0.925109,-0.688134,-0.0499284,-0.722925,0.221016,-0.716518,0.0250253,0.0749548,-0.0258801,0.688082
12.28,0,,23.1327,15.0238,3.44059,-5.67861,5.00716,-7.93318,27.9179,10.9167,8.27485,4.8617,1.53044,-9.50641,-4.28749,12.4267,8.13424,8.13424,-0.469306,0.469306,2.74292,-2.74292,4.67727,-0.131733,1.49566,2.88148,4.53009,1.08702,-24.911,52.2497,-10.2532,132.815,83.4872,4.39359,339.369,512.209,-238.286,-238.274,363.76,369.105,68.8416,-34.6736,83.9818,-3.40961,205.091,-115.236,-14.1538,-5.34807,30.7072,-0.405132,-0.59375,-0.38218,-0.681255,-0.246902,-0.677776,-0.642012,-0.16383,-0.617474,0.117742,-0.129217,0.923501,-0.688371,-0.049989,-0.722673,0.221515,-0.716795,0.0247823,0.0736712,-0.0256354,0.688249
12.29,0,,24.358,15.0132,3.52612,-5.62549,4.63797,-7.71828,30.1189,10.8976,6.65684,4.98474,1.05812,-9.56545,-3.85101,12.3236,8.15796,8.15796,-0.461433,0.461433,2.76867,-2.76867,7.27555,-0.211714,1.56215,2.85186,4.82819,1.19183,-22.954,105.464,-52.7325,97.6471,99.1111,-82.5187,185.545,388.184,-167.97,-278.794,381.34,457.498,29.7852,-22.9481,67.3808,-20.9875,288.569,-83.0127,-17.945,13.1995,7.81149,-0.404199,-0.594214,-0.381554,-0.678943,-0.252948,-0.679309,-0.641588,-0.156872,-0.616134,0.131905,-0.146432,0.920893,-0.688609,-0.0499886,-0.722423,0.221504,-0.717188,0.0240487,0.07294,-0.0255748,0.688443
12.3,0,,25.5645,14.9536,3.61205,-5.582,4.20406,-7.41216,32.2899,10.8765,4.45235,5.07366,0.613307,-9.61946,-3.21476,12.0583,8.14534,8.14534,-0.425926,0.425926,2.79393,-2.79393,10.4063,-0.270524,1.45925,2.84511,5.24851,1.22835,-34.1863,144.536,-102.055,65.4254,118.154,-119.14,82.9954,188.463,-100.595,-37.1431,607.449,992.662,20.9956,-20.988,66.4042,-5.85163,334.955,-60.5461,-28.3076,20.482,-37.1719,-0.403533,-0.594771,-0.381193,-0.676299,-0.26051,-0.680267,-0.641899,-0.149488,-0.614737,0.149852,-0.166088,0.917056,-0.68869,-0.0499289,-0.722322,0.22059,-0.717742,0.0224619,0.0724521,-0.0253918,0.688753
12.31,0,,26.7174,14.878,3.66206,-5.53328,3.78872,-6.9877,34.3767,10.8722,2.17042,5.17499,-0.346423,-9.6265,-2.56906,11.633,8.11128,8.11128,-0.367443,0.367443,2.81725,-2.81725,13.569,-0.343447,1.78775,2.80249,5.62312,1.2293,-27.3368,166.993,-128.415,95.2182,82.0167,-88.8677,51.7527,2.44941,-90.3349,119.651,568.814,979.016,34.6616,-19.531,78.1226,36.6303,273.924,-18.5539,-66.9778,12.2323,-84.0408,-0.40311,-0.595326,-0.381136,-0.673757,-0.268575,-0.680654,-0.642985,-0.142038,-0.612954,0.164989,-0.188672,0.912168,-0.688686,-0.0497456,-0.722318,0.218694,-0.718524,0.0197759,0.0717207,-0.0254532,0.689007
12.32,0,,27.7995,14.7587,3.64508,-5.46666,3.43303,-6.45559,36.3693,10.8553,0.674255,5.21635,-1.80939,-9.56377,-1.96159,11.0792,8.04049,8.04049,-0.299482,0.299482,2.8396,-2.8396,15.8963,-0.374028,2.66797,2.71675,5.9083,1.20843,11.2324,192.384,-155.276,136.225,5.8452,-47.8527,27.8534,-129.866,-124.512,-248.11,198.731,598.669,64.9435,-6.83412,85.4505,55.6596,85.4497,-5.85645,-62.9338,-1.47925,-10.7745,-0.402924,-0.595994,-0.381133,-0.671621,-0.276693,-0.680411,-0.644691,-0.134834,-0.610692,0.172,-0.209232,0.907914,-0.68877,-0.0491368,-0.72228,0.215899,-0.719479,0.0162977,0.0711706,-0.0260023,0.689244
