pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_adduction_r,knee_rotation_r,ankle_angle_r,ankle_adduction_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_adduction_l,knee_rotation_l,ankle_angle_l,ankle_adduction_l,Left_pressure1,Left_pressure2,Left_pressure3,Left_pressure4,Left_pressure5,Left_pressure6,Left_pressure7,Left_pressure8,Left_pressure9,Left_pressure10,Left_pressure11,Left_pressure12,Left_pressure13,Left_pressure14,Left_pressure15,Left_pressure16,Left_totalForce,Left_cop_x,Left_cop_y,Right_pressure1,Right_pressure2,Right_pressure3,Right_pressure4,Right_pressure5,Right_pressure6,Right_pressure7,Right_pressure8,Right_pressure9,Right_pressure10,Right_pressure11,Right_pressure12,Right_pressure13,Right_pressure14,Right_pressure15,Right_pressure16,Right_totalForce,Right_cop_x,Right_cop_y,Left_GRF_ML,Left_GRF_V,Left_GRF_AP,Right_GRF_ML,Right_GRF_V,Right_GRF_AP,Left_GRM_y,Left_GRM_x,Left_GRM_z,Right_GRM_y,Right_GRM_x,Right_GRM_z,time
-1.115075697,1.316082336,197.5684308,0,0.991623107,0,25.64990161,-0.816782403,-0.421331457,-83.5312771,2.154788622,-0.983014877,16.53159038,0.142563072,18.15278854,5.543710331,-5.022980777,-47.25099469,-0.119565836,5.149513105,30.00173555,-10.17560481,63.46032783,68.29719447,47.05640385,43.43143478,55.23429258,25.76060817,18.19402935,32.46285741,19.90852265,15.64425698,20.49880671,19.24574863,35.29754337,38.64492446,20.74912234,54.21528182,1620.047409,-0.056599159,-0.077145811,-2.34e-05,-1.63e-05,-3.07e-06,-1.1e-05,-5.51e-07,-1.3e-06,-1.78e-06,1.06e-05,0.174491648,-0.006201639,0.97933344,0.001096998,0.000477242,-0.00229233,-0.000552553,-0.000307179,3.427944627,1.03e-05,1.4e-06,56.27373522,1157.707396,101.4223393,2.734472505,-7.040161769,-10.16013749,137.4439079,5.209383829,-134.1823589,3.959113812,2.667888632,-3.51612817,1
-1.074736768,0.983332958,197.2466245,0,0.992968975,0,27.08733202,-0.461212065,-0.377796028,-80.99068478,2.451823549,-0.731438052,17.17992837,0.279798242,16.00221622,5.415831027,-5.545233523,-46.28240763,-0.485729072,5.062104071,31.03456537,-10.43694776,56.69097224,60.3494513,44.24738842,37.44416895,55.56397951,24.75770166,20.99560855,33.3949454,25.43877686,21.64211087,27.38247403,24.82690232,38.93662156,47.26447898,23.69718968,59.75226296,1685.600103,-0.018989852,-0.072410025,-3.77e-05,-3.21e-05,-1.33e-05,-1.63e-05,3.92e-07,-2.12e-06,-6.58e-07,2.8e-06,0.056383088,-0.067606029,0.988434923,0.001072131,2.22e-05,-0.00112275,-0.000245975,-5.49e-05,2.92742882,-2.88e-05,-4.57e-06,86.28562547,1057.93833,83.94543661,8.151512125,-7.832121385,-10.17454427,125.8469127,-0.665293026,-148.2340158,4.235498608,3.732009484,-3.52990824,2
-1.138685616,0.618392769,196.8623467,0,0.995356453,0,28.43629502,-0.031660404,-0.527522861,-77.9416078,2.412253474,-0.399611985,17.75321455,0.660749111,13.86658059,5.286305875,-5.686817589,-45.02625913,-0.644597151,4.785436771,31.65530428,-10.47089567,49.74364712,52.80084532,40.05081791,31.09669345,53.21347757,22.58459134,22.47548648,33.18193134,30.17224187,27.1161408,33.91804434,29.5667661,41.13880624,56.26952525,26.37476365,64.6505674,1712.702353,0.015757757,-0.068022423,-2.97e-05,-7.56e-06,-1.4e-05,-1.13e-05,7.07e-07,-4.68e-06,3.1e-08,-2.74e-06,-0.005273467,-0.064260335,0.98192184,0.000654069,-0.000180991,-0.000306094,-4.98e-05,5.2e-05,2.738115135,-3.22e-05,-5.09e-06,111.4730928,961.0784836,66.46382612,12.43441702,-4.327135905,-10.13979353,114.771144,-6.242666998,-155.4200857,3.244190451,4.52851883,-0.400579136,3
-1.279797607,0.241072089,196.3962079,0,0.99845644,0,29.63388911,0.453979918,-0.787831045,-74.35480211,2.175749547,-0.097723881,18.20302654,1.240734519,11.74705643,5.142559343,-5.562054509,-43.54973899,-0.6614344,4.35755336,31.84745558,-10.19782152,42.41141341,45.36187852,34.60760641,24.97054667,49.02925663,19.61515069,22.71865161,32.14556274,33.83585669,31.38275841,39.29657301,33.05881634,42.15994562,65.32494985,28.73396176,68.72719802,1700.549072,0.048696183,-0.064367514,2.75e-05,9.19e-05,2.38e-06,1.37e-05,3.58e-07,-8.18e-06,2.93e-07,-5.38e-06,-0.024783155,-0.039625528,0.940988315,0.000247389,-0.00021948,8.89e-05,3.58e-05,6.8e-05,2.632410115,-2.24e-05,-3.62e-06,127.684492,865.4465873,50.88220111,13.12512163,1.494496473,-10.12318232,104.0468489,-10.2118698,-155.2777623,1.572935198,4.511953923,4.220448769,4
-1.467497346,-0.124955117,195.8859848,0,1.00220362,0,30.60728758,0.978795922,-1.05541557,-70.20907216,1.888046949,0.013122035,18.46928529,1.967466663,9.651823994,4.974766107,-5.302726984,-41.94131405,-0.614579774,3.820301084,31.59517279,-9.51360658,34.80346328,37.85440336,28.16643718,19.39181187,43.59206233,16.13572387,21.92887526,30.58382539,36.39966863,34.32122527,43.34631359,35.35016906,42.26134336,73.8626244,30.7481063,71.72315186,1653.407148,0.081125849,-0.061586993,0.000162933,0.000289445,4.52e-05,6.9e-05,-8.34e-07,-9.84e-06,2.04e-07,-4.01e-06,-0.022514256,-0.016587836,0.860370179,3.49e-06,-0.000142559,0.000191739,5.1e-05,4.5e-05,2.467174931,-1.2e-05,-2.09e-06,134.0858841,767.4144347,38.06131007,9.820155573,6.451037192,-10.10165233,92.93905797,-12.30087087,-149.5282235,0.121975908,3.679458513,7.763670852,5
-1.679157851,-0.459351343,195.4135401,0,1.006822639,0,31.30233583,1.530195132,-1.242203609,-65.49157418,1.641242617,-0.217967488,18.50564174,2.797136391,7.58974892,4.778629224,-5.012032459,-40.28239043,-0.564758438,3.204478316,30.881701,-8.330189065,27.42767794,30.38227655,21.22211643,14.4729217,37.25612768,12.43835071,20.20835903,28.62379371,37.96383146,36.13461282,46.22854093,36.59981413,41.53158953,81.26508064,32.46288032,73.37967171,1578.040781,0.113724252,-0.059508427,0.000380166,0.00055422,0.000118093,0.000153614,-3.02e-06,-4.1e-06,-2.09e-07,3.78e-06,-0.013503364,-0.002520977,0.765063026,-5.24e-05,6.26e-05,0.000154063,3.56e-05,1.63e-05,2.251753414,-5.25e-06,-1.01e-06,131.5100558,663.7310482,28.15205014,4.299135889,7.736767512,-10.05529723,80.58254972,-12.74018147,-140.5532886,-0.278209969,2.462335727,8.192763832,6
-1.900509494,-0.752690743,194.8972448,0,1.011727374,0,31.67921198,2.095724066,-1.300773001,-60.18526851,1.454092519,-0.853078788,18.29192397,3.69169857,5.561988972,4.550884424,-4.742353074,-38.59738044,-0.543775568,2.528591723,29.69135092,-6.624650365,20.91874851,23.34627911,14.47800456,10.28119297,30.28894968,8.812800294,17.49742635,26.25291879,38.65094387,37.06263276,48.05174319,36.91232066,39.95057191,87.08944808,33.96614505,73.62535647,1481.740567,0.146214032,-0.05786638,0.000604417,0.000731333,0.000201314,0.000234572,-5.86e-06,1.7e-05,-9.32e-07,2.07e-05,-0.005440956,0.003288066,0.712478985,6.75e-05,0.000438768,8.08e-05,1.58e-05,-8.56e-07,2.137635244,-9.33e-07,-1.98e-08,122.3119572,554.6071333,21.05582195,-0.346293311,4.724285583,-10.1038405,66.84856997,-12.3911097,-129.9923417,0.569548019,1.449065331,5.227937858,7
-2.124577155,-1.008581668,194.4655619,0,1.017344091,0,31.75492827,2.655759091,-1.228321756,-54.41059134,1.302627735,-1.829437052,17.89083269,4.620640862,3.584075392,4.296392134,-4.51335482,-36.94958214,-0.562997262,1.81491654,28.04254059,-4.453698981,15.67685778,17.23660142,8.657715644,6.934691727,23.00084252,5.530737149,13.79451203,23.43401321,38.58588541,37.28733453,48.81205652,36.39385868,37.53746437,91.1179083,35.30865021,72.64172285,1372.224457,0.177584348,-0.056441362,0.000613716,0.000470053,0.000227974,0.000220641,-7.69e-06,5.99e-05,-1.81e-06,4.63e-05,-0.000653688,0.004104169,0.742055126,0.000337493,0.00097213,2.45e-05,4.97e-06,2.09e-06,2.244207945,4.55e-06,1.64e-06,110.0298109,443.981868,16.29989901,-1.425875457,-0.582762801,-10.26008476,52.47002856,-12.10221418,-118.0758423,2.118952081,1.232469735,0.664000588,8
-2.340541928,-1.237686567,194.1086757,0,1.023202084,0,31.55003689,3.173012305,-1.047594621,-48.34004818,1.171998523,-2.976857433,17.42044853,5.540681508,1.672222604,4.021345015,-4.335035805,-35.39225818,-0.629248313,1.099807156,25.95919043,-1.945849711,11.72237087,12.37672042,4.332037889,4.505253071,15.8606764,2.893740976,9.473249526,20.19874476,37.89998571,36.93379163,48.54579558,35.16780155,34.45009,93.32298209,36.44907305,70.79005998,1258.342722,0.206441224,-0.054916833,-4.61e-06,-0.000776881,6.47e-05,-5.12e-05,-4.83e-06,0.000120562,-2.31e-06,7.05e-05,0.001248132,0.002888435,0.827905379,0.000676955,0.001450178,3.66e-06,8.65e-06,3.03e-05,2.499761849,1.5e-05,4.62e-06,97.65941055,338.4451097,13.15074367,1.611533168,-4.952887485,-10.43330898,38.72389581,-12.15162278,-103.7669284,3.459865309,2.037954088,-2.931935835,9
-2.536172753,-1.45214896,193.8801423,0,1.029057423,0,31.09289441,3.600944324,-0.788693739,-42.19948205,1.081114612,-4.09425319,17.03283324,6.408732034,-0.148098193,3.734343827,-4.220910547,-34.00147365,-0.751396263,0.430915506,23.4687415,0.747444252,8.736783875,8.783501535,1.772430876,2.865847014,9.54845257,1.139777961,5.320626959,16.7079757,36.71480242,36.07979559,47.41446412,33.31816541,31.00923617,93.86188058,37.24243801,68.4718702,1149.049572,0.231538984,-0.052752279,-0.001778314,-0.003547991,-0.00047276,-0.00077927,8.48e-06,0.000168426,-1.26e-06,6.56e-05,0.001458679,0.001416868,0.912411028,0.000862566,0.00129801,2.04e-05,2.77e-05,8.33e-05,2.734272582,3.14e-05,8.68e-06,85.1967068,245.0345982,11.15083063,7.002345253,-5.919264406,-10.57932489,26.93279781,-12.19850494,-85.97341027,3.819832478,3.443088759,-3.70540962,10
