pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_adduction_r,knee_rotation_r,ankle_angle_r,ankle_adduction_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_adduction_l,knee_rotation_l,ankle_angle_l,ankle_adduction_l,Left_pressure1,Left_pressure2,Left_pressure3,Left_pressure4,Left_pressure5,Left_pressure6,Left_pressure7,Left_pressure8,Left_pressure9,Left_pressure10,Left_pressure11,Left_pressure12,Left_pressure13,Left_pressure14,Left_pressure15,Left_pressure16,Left_totalForce,Left_cop_x,Left_cop_y,Right_pressure1,Right_pressure2,Right_pressure3,Right_pressure4,Right_pressure5,Right_pressure6,Right_pressure7,Right_pressure8,Right_pressure9,Right_pressure10,Right_pressure11,Right_pressure12,Right_pressure13,Right_pressure14,Right_pressure15,Right_pressure16,Right_totalForce,Right_cop_x,Right_cop_y,Left_GRF_ML,Left_GRF_V,Left_GRF_AP,Right_GRF_ML,Right_GRF_V,Right_GRF_AP,Left_GRM_y,Left_GRM_x,Left_GRM_z,Right_GRM_y,Right_GRM_x,Right_GRM_z,time
-0.60342939,4.079261359,178.8680691,0,0.88589716,0,5.678902298,-1.753767515,-11.124713,-98.7831374,2.827248073,-2.629500895,-5.840221155,6.133939967,16.44922809,12.94599604,-8.115861036,-45.5926284,-3.206752034,5.2942825,29.40383996,-0.149719898,23.02650568,23.73912839,36.48832655,29.62082573,40.26610797,38.09441709,12.22233621,43.94741142,36.82668506,32.91098578,30.5692031,25.44507169,38.00610766,57.96108867,16.76628572,23.58833698,1245.217634,0.041079373,-0.080064012,1.479409457,0.774839506,2.604382134,0.826121304,2.104317586,0.056155048,1.002792459,1.107807457,-0.000933899,-0.000125634,-0.000312962,0.079411038,2.387305816,0.214533214,0.002656788,0.450691933,32.42161533,8.04e-06,-0.000184731,79.17007406,794.7733469,60.5500747,17.24156636,236.4089417,-22.85332212,28.77517297,-0.797725621,-24.35272442,-0.50576392,0.752038486,1.921817271,1
-0.51171305,4.328275917,178.0991225,0,0.884658646,0,7.048690641,-1.849695916,-10.7999391,-99.47334945,2.253790582,-1.674423889,-2.981631354,5.034436081,15.08497343,12.65075798,-8.439474079,-46.00019479,-3.02453182,5.251381275,31.02307616,0.344273897,16.68051016,18.24271667,30.37684917,23.36890354,37.21170484,35.39039351,13.04196138,44.0464118,41.61332808,38.8980466,36.74625387,30.99491088,42.02415483,65.9324379,19.47211495,27.8455901,1268.393767,0.080871234,-0.077465636,1.11411678,0.787983507,2.640438136,1.028370916,2.027817077,0.122986999,1.002372373,1.180897369,-0.000553888,-2.58e-05,-0.000314973,0.001641961,2.420966043,0.137096501,0.002260844,0.504139538,32.18744431,-1.46e-05,-0.000122153,80.92636794,678.1109041,56.78059757,28.74887043,210.6062108,-24.91325131,24.70108066,-0.727825267,-30.48759406,-0.008702492,-0.019307629,-3.707358396,2
-0.553164233,4.427274492,177.2964528,0,0.885288702,0,8.489691301,-1.67468835,-10.38750367,-99.50592246,1.749710906,-0.776683153,-0.087684725,4.120439913,13.42480789,12.21829632,-8.756665889,-45.59342417,-2.832642622,5.178559926,32.16332299,0.93543021,11.62516895,13.94400174,24.17441161,17.74224509,32.23894141,31.94352209,13.07716808,43.02268339,44.9646992,43.19862104,41.41378196,35.08366001,44.82176585,71.46160705,21.33031626,31.29978095,1259.442068,0.111579667,-0.076508897,0.773263685,0.800209481,2.861216221,1.399085851,1.813364349,0.217598401,1.000228212,1.219716469,-0.000219466,1.83e-05,-0.000200628,-0.033773671,2.423811215,0.060932444,0.001297383,0.451540861,32.44869109,-1.72e-05,-5.58e-05,76.01442259,558.9997866,52.35923838,37.93015773,177.3712755,-25.8507915,20.68814172,0.116108549,-31.97520976,1.013382558,-0.414416528,-9.301181141,3
-0.694588064,4.399901065,176.4229863,0,0.887433354,0,9.962803589,-1.292814463,-9.924569763,-98.89067777,1.311646526,-0.003970403,2.760058335,3.343603635,11.56543248,11.67835167,-9.070322095,-44.54821296,-2.61145607,5.069857306,32.72041239,1.609322899,7.747979124,10.40942344,18.22366503,12.93132511,26.12884091,27.88025808,12.53809833,41.30235247,47.31281483,45.9423223,44.66832416,37.72056844,46.37663196,74.71138939,22.69085831,34.00286161,1226.069707,0.137509931,-0.076262296,0.568615799,0.841570037,3.186509534,1.87125542,1.566839988,0.314587042,0.995510174,1.195072422,-2.3e-05,2.7e-05,-8.76e-05,-0.044603314,2.407042651,0.012196661,0.000488535,0.37003747,33.38030713,-1.18e-05,-1.23e-05,66.31582472,442.3750134,47.4857737,44.31595252,140.2117143,-25.74688078,16.48113431,1.450926892,-30.57594373,2.182103395,-0.189858751,-13.45706319,4
-0.898063883,4.27429468,175.489146,0,0.890981862,0,11.42489358,-0.783242862,-9.451777746,-97.65861861,0.929036938,0.551574188,5.459869326,2.68742106,9.626638127,11.06346223,-9.379978257,-43.07650304,-2.339889079,4.922289175,32.56734547,2.350098936,4.75864995,7.304508294,12.71642604,8.882591645,19.47861882,23.26240746,11.59155156,39.05493546,48.9377914,47.47690371,46.72237733,39.13809199,46.67821276,76.01539491,23.83937085,35.8596159,1174.025265,0.161903693,-0.07577331,0.56728386,0.99117444,3.504122228,2.333243152,1.395149738,0.424512523,0.987774742,1.125554838,5.36e-05,2.01e-05,-1.63e-05,-0.04037134,2.465228432,-0.009202021,2.89e-05,0.322538434,35.31017,-5.58e-06,7.29e-06,54.09908273,333.7913699,42.38120558,47.65197016,103.2226614,-24.66077178,11.95397489,2.789897792,-28.14332372,3.09970161,0.547896488,-14.85971403,5
-1.134097335,4.072185371,174.5480336,0,0.896107661,0,12.84590797,-0.210571879,-9.002878504,-95.8479973,0.583779291,0.810655119,7.932846692,2.17713881,7.705277407,10.39832393,-9.687757602,-41.35412753,-2.003049866,4.732487424,31.58852104,3.140998372,2.480031149,4.545810663,7.884352945,5.498189984,12.96730093,18.18639647,10.3479706,36.18067999,49.94512902,48.16150115,47.72742733,39.53994741,45.75376492,75.7719697,24.81234254,36.757326,1107.85712,0.185965355,-0.073946373,0.73839213,1.287001536,3.748470281,2.633522907,1.334944805,0.545990444,0.978880294,1.053445444,6.07e-05,1.04e-05,1.45e-05,-0.016375762,2.657864403,-0.013280399,-0.000141394,0.29271575,37.99791356,-1.36e-06,1.15e-05,42.39323238,238.4072415,36.84206705,47.25614398,70.55295006,-22.78011381,7.261249026,3.498381376,-25.68556176,3.41750666,1.625590571,-12.88398554,6
-1.382639091,3.805854407,173.5158806,0,0.902240848,0,14.19726802,0.387954155,-8.589665597,-93.43629829,0.254227017,0.752649354,10.14375995,1.849624349,5.845276812,9.691845293,-9.990244942,-39.45928089,-1.596397858,4.487449364,29.72880895,3.964926204,0.915801198,2.307035807,4.067019952,2.824611385,7.434255948,12.93427541,8.891690463,32.44354596,50.3624908,48.25465621,47.77428893,39.04934066,43.64695254,74.39573498,25.37964336,36.69251798,1032.753456,0.208778888,-0.069592047,0.945523036,1.649937638,3.88794605,2.645271005,1.377097563,0.65175611,0.975598962,1.003322339,4.1e-05,3.35e-06,2e-05,0.04378559,2.894084487,-0.009847332,-0.000148833,0.234346058,40.35427065,6.62e-07,8.75e-06,33.86550301,160.0804817,30.84916108,42.45763367,44.80909595,-20.15237231,2.861061742,3.217094302,-23.22475308,3.045376484,2.583888098,-8.071327775,7
-1.628819299,3.489127222,172.4975024,0,0.909704787,0,15.45126736,1.002763597,-8.217904872,-90.48189443,-0.069995181,0.430170978,12.09914315,1.730710404,4.051689942,8.962121879,-10.29563337,-37.45910741,-1.127272176,4.152670478,27.02036961,4.813119564,0.068144948,0.812438825,1.509642529,0.996505357,3.527708091,8.014180741,7.310261533,27.64775797,50.24786547,47.9065232,46.97840052,37.76950391,40.45097495,72.2783903,25.27711527,35.79561897,954.2167335,0.228661096,-0.061786752,1.0314806,1.956592931,3.910106551,2.357802537,1.519204425,0.74021747,0.991730445,0.978033688,1.93e-05,-1.86e-07,1.47e-05,0.155859786,2.958450902,-0.005056639,-9.69e-05,0.146254149,41.34924083,1.17e-06,4.63e-06,29.38530205,100.2498977,24.77508462,34.04394642,26.4305202,-16.77934786,-0.644697588,1.998391818,-20.50653901,2.173543331,3.069531942,-1.951593708,8
-1.850734275,3.14135213,171.4725608,0,0.917946123,0,16.55154184,1.629468774,-7.879763451,-87.00217497,-0.385474009,-0.042872106,13.81906258,1.796302877,2.30464168,8.227495364,-10.60581102,-35.40339088,-0.611640072,3.66778679,23.54420696,5.665210934,-0.2059058,0.085624666,0.141999285,0.013629825,1.345206904,4.007689147,5.744817914,21.85031206,49.7141502,47.20623644,45.50764661,35.76428095,36.38763572,69.73801519,24.5232359,34.30282011,876.6799455,0.244734526,-0.050278186,0.927994,2.152591762,3.837735537,1.906873216,1.735414112,0.832681957,1.04671342,0.97438769,4.86e-06,-1.2e-06,7.44e-06,0.308830806,2.712075631,-0.001543773,-4.33e-05,0.064291243,40.89024812,8.94e-07,1.5e-06,28.09119357,57.78023473,19.02999518,23.64687823,14.54675559,-13.19413854,-2.812902937,0.197395101,-17.15646914,1.196267895,2.934918532,3.724539126,9
-2.022826067,2.786687655,170.4737039,0,0.926596059,0,17.42915476,2.26268143,-7.568029418,-83.04132842,-0.672101423,-0.54075578,15.31718274,1.992398045,0.584766687,7.512154221,-10.92300774,-33.36162355,-0.06784609,2.960662107,19.38847141,6.480734291,-0.137560339,-0.093030391,-0.37008691,-0.333060409,0.490973927,1.307645932,4.406237608,15.55548536,48.82755823,46.21845519,43.53177885,33.02934566,31.84798463,66.99507419,23.43493112,32.50716979,803.2857322,0.257177573,-0.035794312,0.700321467,2.212386947,3.724398709,1.504576181,1.932451385,0.91560146,1.15570544,0.993469368,-1.75e-06,-1.13e-06,1.98e-06,0.443212589,2.267520295,0.000241448,-8.98e-06,0.012311527,39.65059175,2.77e-07,-2.15e-07,27.01198984,30.15932672,14.48476112,13.60886117,7.817115698,-10.31524219,-3.552298498,-1.494631607,-12.74627774,0.49631926,2.218358451,7.529174389,10
