"Time,s",Activities,Activity Names,"Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvic Tilt LT,deg","Pelvic Tilt RT,deg","Pelvic Obliquity LT,deg","Pelvic Obliquity RT,deg","Pelvic Rotation LT,deg","Pelvic Rotation RT,deg","Foot Pitch Down LT,deg","Foot Pitch Down RT,deg","Foot Roll Med LT,deg","Foot Roll Med RT,deg","Foot Rotation Ext LT,deg","Foot Rotation Ext RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,",,,,,,,,,,,,,,,,,,,,,
113.35,0,,7.42449,2.48844,-1.27565,-10.0086,9.78833,-4.27069,18.2965,11.2326,4.66439,9.69019,5.09362,-14.2066,3.93425,6.23679,-0.530202,-0.530202,0.865353,-0.865353,7.76978,-7.76978,5.58207,-1.32119,-0.38751,3.83778,21.5821,-6.11164,154.891,0.642434,0.785732,145.113,7.86618,-1.85475,144.384,-10.2773,6.46763,140.988,-5.19125,1.67127,150.724,3.92103,10.5369,148.714,-7.13197,10.0981,156.547,1.31263,-3.97864,-6.34384,14.1563,-58.5978,127.927,385.273,-38.0891,397.479,203.602,-107.929,-64.383,-24.5114,34.0531,5.87112,-51.7572,-13.1749,45.4192,-66.4055,-50.7679,-56.49,-30.9115,-6.41211,-0.387955,-0.601953,-0.370865,-0.69273,-0.132271,-0.70036,-0.675255,-0.141545,-0.667076,0.114324,-0.121282,0.930582,0.169745,-0.735441,0.172492,0.193371,-0.731002,0.139962,0.0786165,-0.0497457,0.717071
113.36,0,,8.71738,2.72289,-1.65875,-9.97623,9.88509,-4.00403,20.3917,11.365,5.39483,9.65078,4.98057,-14.2906,3.76332,6.07699,-0.33331,-0.33331,0.849202,-0.849202,7.91002,-7.91002,5.90299,-1.15314,0.0249113,3.82857,21.5747,-6.16657,154.748,0.446911,0.795296,144.866,8.87972,-2.42559,144.077,-11.3034,6.90678,140.977,-5.48929,2.20221,150.845,3.90975,10.5292,148.797,-7.27174,10.2382,156.487,1.14521,-3.95277,27.3395,-0.976294,-50.7896,239.729,344.728,-18.5641,388.182,220.227,-111.823,-129.876,3.38775,182.624,19.038,-86.9233,-60.5455,56.1612,-84.9679,-113.774,-12.0597,-39.7001,-4.80908,-0.386497,-0.601475,-0.37081,-0.693019,-0.136785,-0.700649,-0.673741,-0.135932,-0.666355,0.114079,-0.12653,0.930085,0.168829,-0.73562,0.171515,0.193735,-0.731665,0.138251,0.0799002,-0.0504794,0.717332
113.37,0,,10.0272,2.96037,-2.06858,-9.96955,9.94058,-3.76882,22.5339,11.5019,5.7102,9.62305,4.31621,-14.4317,3.45269,5.98173,-0.141481,-0.141481,0.810737,-0.810737,8.05026,-8.05026,6.71015,-0.990889,0.805467,3.87669,21.4083,-6.19099,154.578,0.253622,0.782969,144.63,9.90556,-3.04542,143.802,-12.3524,7.31383,141.087,-6.24521,3.26409,150.911,3.90975,10.5234,148.824,-7.40453,10.373,156.437,0.985078,-3.98439,62.9869,-21.9666,-42.4866,322.252,293.451,17.5827,349.098,275.427,-75.6687,-220.623,54.6025,538.534,33.6726,-94.7333,-105.479,59.081,-64.4638,-128.415,8.88607,-14.5466,-30.7247,-0.385043,-0.601005,-0.370516,-0.693392,-0.140632,-0.700961,-0.672467,-0.130013,-0.665386,0.114572,-0.13789,0.92836,0.167919,-0.735827,0.170543,0.194407,-0.732216,0.136909,0.0813038,-0.0507233,0.717512
113.38,0,,11.3494,3.1747,-2.4614,-9.96669,9.94912,-3.52951,24.703,11.6251,4.99471,9.66392,2.91981,-14.5589,2.86153,5.90644,0.046129,0.046129,0.782048,-0.782048,8.19222,-8.19222,8.63568,-0.898174,1.94585,3.92892,20.9937,-6.18081,154.38,0.06564,0.780631,144.405,10.9533,-3.63481,143.55,-13.3948,7.69608,141.361,-8.05782,5.05943,150.949,3.89153,10.5324,148.829,-7.54081,10.4735,156.393,0.892878,-4.02464,88.8589,-13.6681,-15.6163,352.036,237.785,40.0313,321.303,286.156,-13.1714,-263.082,395.569,1021.59,27.3266,-100.601,-110.835,22.9619,28.8145,-96.6742,-8.88607,-5.45497,-9.88533,-0.383393,-0.600696,-0.370086,-0.693345,-0.14387,-0.701707,-0.671336,-0.124025,-0.664256,0.119085,-0.159553,0.923929,0.167431,-0.736014,0.169751,0.195203,-0.732531,0.135751,0.08222,-0.0506627,0.717701
113.39,0,,12.6315,3.36488,-2.81696,-9.991,9.89932,-3.21772,26.843,11.7301,2.82207,9.75586,1.53458,-14.6581,2.376,5.7789,0.2163,0.2163,0.754846,-0.754846,8.33588,-8.33588,12.075,-0.860509,2.52989,3.95247,20.7255,-6.14216,154.155,-0.104465,0.778081,144.212,11.9901,-4.1733,143.341,-14.416,8.00684,141.339,-11.2847,6.85842,151.037,3.85594,10.5735,148.884,-7.67709,10.566,156.35,0.856484,-4.04476,82.041,-6.34591,-25.3856,343.75,165.996,69.8197,303.706,254.871,-4.88678,-46.8997,902.337,1078.71,21.4987,-77.1291,-99.6149,11.7153,116.19,-37.105,-21.8978,-5.75803,-44.8847,-0.381672,-0.600555,-0.369464,-0.69286,-0.146373,-0.702871,-0.670621,-0.118047,-0.662808,0.134043,-0.187209,0.91694,0.167369,-0.736251,0.169261,0.195688,-0.732884,0.134345,0.0825834,-0.0505999,0.71792
113.4,0,,13.8704,3.50676,-3.13405,-10.021,9.73853,-2.78012,29.0055,11.8282,0.169523,9.85363,0.144455,-14.7777,2.38395,5.53921,0.345967,0.345967,0.748684,-0.748684,8.47783,-8.47783,15.9909,-0.83733,2.88972,4.00059,20.8124,-6.08926,153.924,-0.231835,0.79147,144.124,13.046,-4.63045,143.242,-15.4454,8.2184,140.823,-14.9235,8.70302,151.235,3.79172,10.6454,149.049,-7.83259,10.655,156.311,0.832221,-4.08788,64.951,-5.36962,-36.6213,282.726,103.986,87.8931,284.164,180.67,-47.3788,360.767,1183.52,951.29,9.75642,-45.4247,-58.5907,36.6238,130.869,-22.4642,-24.4367,-17.5771,-27.2515,-0.379952,-0.600721,-0.368721,-0.691795,-0.148503,-0.704491,-0.670585,-0.111581,-0.661002,0.152478,-0.216142,0.909129,0.167665,-0.736518,0.169069,0.195564,-0.733365,0.132207,0.0829515,-0.0502958,0.718119
113.41,0,,15.0693,3.63153,-3.43616,-10.0177,9.47813,-2.23723,31.1903,11.9468,-1.47834,9.94849,-3.00425,-14.8654,2.73149,5.19349,0.451445,0.451445,0.782473,-0.782473,8.61978,-8.61978,18.8371,-0.802562,5.25906,4.06101,21.0111,-6.04043,153.682,-0.329038,0.841415,144.146,14.1102,-5.00482,143.275,-16.4976,8.29791,140.214,-17.5435,12.2335,151.537,3.72055,10.7257,149.318,-8.01953,10.7061,156.262,0.795826,-4.14538,24.4046,12.2037,-44.9243,232.899,73.2196,118.172,242.661,106.96,-97.1629,382.413,1022.9,663.212,19.5128,-7.81001,-30.2861,46.3925,41.4743,-53.2267,-17.4548,-20.0016,-10.1525,-0.378131,-0.601164,-0.368059,-0.690202,-0.150272,-0.706499,-0.671423,-0.104559,-0.658666,0.155834,-0.252277,0.900822,0.167849,-0.736828,0.168887,0.194899,-0.733757,0.129404,0.0834373,-0.0499281,0.718342
113.42,0,,16.2451,3.73517,-3.73381,-9.97194,9.2092,-1.65604,33.3729,12.0769,-2.16766,10.0506,-8.72035,-14.9506,3.15342,4.8155,0.533296,0.533296,0.849415,-0.849415,8.76174,-8.76174,20.6459,-0.770692,10.4545,4.13473,21.1799,-5.98754,153.446,-0.397751,0.920902,144.179,15.1921,-5.33306,143.346,-17.54,8.28259,139.714,-19.1935,18.2088,151.877,3.64852,10.795,149.619,-8.21696,10.7422,156.218,0.766711,-4.21437,-14.6518,42.491,-53.7039,180.665,68.3542,128.906,218.756,52.2517,-134.768,163.178,-705.648,954.586,3.8853,8.78099,1.95481,21.484,-48.309,-54.2046,-11.7423,-20.0016,-9.88533,-0.376247,-0.601848,-0.367457,-0.688158,-0.152049,-0.708729,-0.672777,-0.0976021,-0.655869,0.140388,-0.301469,0.88939,0.167731,-0.73715,0.168464,0.19404,-0.734105,0.126349,0.0839273,-0.0494408,0.71854
113.43,0,,17.3947,3.81768,-4.05293,-9.89041,8.99718,-1.13092,35.5263,12.2115,-1.96074,10.182,-13.8551,-14.9837,3.60602,4.47131,0.601646,0.601646,0.954184,-0.954184,8.90369,-8.90369,21.4822,-0.767794,15.3315,4.17978,21.3711,-5.94888,153.243,-0.446631,1.03567,144.201,16.2672,-5.6513,143.429,-18.5645,8.22569,139.336,-19.9413,23.4945,152.196,3.5843,10.8605,149.91,-8.41265,10.7475,156.196,0.764284,-4.26037,-25.3979,72.268,-100.589,144.05,68.8312,136.225,268.559,-16.1342,-120.604,-240.604,-2013.72,991.11,-7.81377,10.7229,5.38242,-21.484,-97.6277,0.474989,-11.7423,-27.2749,-3.47322,-0.374412,-0.602636,-0.367148,-0.6859,-0.153941,-0.710926,-0.674285,-0.0908243,-0.652861,0.121344,-0.341388,0.878709,0.167183,-0.737583,0.167549,0.193253,-0.734251,0.123484,0.0841103,-0.0490745,0.718661
113.44,0,,18.5319,3.88309,-4.38702,-9.75979,8.87766,-0.681014,37.6081,12.3438,-1.40729,10.3425,-15.1455,-15.0498,4.22671,4.18706,0.661276,0.661276,1.07893,-1.07893,9.04906,-9.04906,21.8842,-0.79387,16.4802,4.24122,21.7957,-5.91836,153.051,-0.483501,1.16956,144.152,17.3341,-5.98571,143.456,-19.5204,8.17609,138.787,-20.2475,24.9633,152.459,3.52789,10.8907,150.14,-8.5961,10.7599,156.179,0.790974,-4.32361,-3.90564,99.1161,-145.514,139.628,69.3559,135.734,291.99,-114.249,-114.267,-307.207,-1266.62,954.586,-21.9735,13.6781,-36.6326,8.29081,-79.6089,22.4642,-34.5922,-7.2733,-40.0757,-0.372587,-0.6035,-0.366971,-0.683456,-0.156016,-0.71306,-0.675578,-0.084783,-0.649881,0.11811,-0.352315,0.876269,0.166208,-0.737957,0.166147,0.192764,-0.734372,0.120981,0.0841127,-0.0484655,0.718742
