Subject_ID,Speed,Height,Weight,Insole_Size,Cycle_ID,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_adduction_r,knee_rotation_r,ankle_angle_r,ankle_adduction_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_adduction_l,knee_rotation_l,ankle_angle_l,ankle_adduction_l,Left_pressure1,Left_pressure2,Left_pressure3,Left_pressure4,Left_pressure5,Left_pressure6,Left_pressure7,Left_pressure8,Left_pressure9,Left_pressure10,Left_pressure11,Left_pressure12,Left_pressure13,Left_pressure14,Left_pressure15,Left_pressure16,Left_totalForce,Left_cop1,Left_cop2,Right_pressure1,Right_pressure2,Right_pressure3,Right_pressure4,Right_pressure5,Right_pressure6,Right_pressure7,Right_pressure8,Right_pressure9,Right_pressure10,Right_pressure11,Right_pressure12,Right_pressure13,Right_pressure14,Right_pressure15,Right_pressure16,Right_totalForce,Right_cop1,Right_cop2,Left_Fx,Left_Fy,Left_Fz,Right_Fx,Right_Fy,Right_Fz,Left_Mx,Left_My,Left_Mz,Right_Mx,Right_My,Right_Mz,time
12,0.9,1.79,69,42,1,-0.269904279,0.844761254,168.9601559,0,1.044543493,0,-4.328609797,4.717026884,-5.423515962,-3.330115821,0.631411923,-1.682544442,9.199781304,-2.873303796,16.62657729,-4.480831774,-6.581412234,-4.163621974,1.208954692,-0.440075608,-2.03910419,10.61991966,1.93E-07,-0.006612472,1.43E-08,-2.40E-07,-2.21E-12,9.22E-09,5.71E-11,-4.08E-10,2.18E-09,1.19E-09,-1.48E-09,-2.34E-09,-1.50E-10,-7.33E-09,-3.28E-09,-1.25E-09,-0.019837124,-1.01E-08,-2.78E-09,20.97497542,26.17959699,17.93084003,19.01789305,12.9833255,28.89428668,2.963211746,22.99310309,5.649595268,1.177195475,3.006644993,5.980706082,20.07167307,9.399733287,2.335139901,9.021603452,608.2918984,-0.105885531,-0.149714136,1.048294997,-1.425769713,6.164026397,25.2873116,677.7235621,-23.8083419,-1.03117434,-0.736733294,-0.252630258,-78.89422277,5.47429449,30.25499402,70
12,0.9,1.79,69,42,1,-0.271419398,0.797399059,168.9035728,0,1.044404849,0,-4.490009882,4.730404051,-5.346556084,-3.343803166,0.620672637,-1.693521246,9.349292915,-2.86366697,16.57807889,-4.470694074,-6.719573534,-3.960506674,1.187647923,-0.480919611,-1.928487989,10.64927011,1.69E-07,-0.001423288,3.36E-08,-5.70E-07,-3.35E-12,-1.01E-08,4.68E-11,5.37E-09,-4.44E-09,-7.15E-10,-6.92E-10,-1.50E-09,-8.38E-10,1.34E-09,-3.48E-09,-4.35E-10,-0.004270623,-9.53E-09,-2.65E-09,20.81234007,25.84367095,17.9977646,18.87059306,12.98150704,28.822484,2.967517013,22.98920971,6.145990547,1.221273863,3.001394852,5.948896993,19.9452152,9.763270355,2.224574433,8.730748449,608.1205102,-0.104069315,-0.147698748,1.828870481,-0.698804016,6.139388922,26.60204528,677.1144143,-24.84719229,-0.979837167,-0.647255035,0.011029496,-78.94806205,5.858056346,28.83467993,71
12,0.9,1.79,69,42,1,-0.269599431,0.744321023,168.7885155,0,1.043914771,0,-4.663887762,4.746956951,-5.259124367,-3.344587175,0.609730875,-1.714124923,9.494737824,-2.848776479,16.51206519,-4.471284651,-6.871651384,-3.83559726,1.178171507,-0.513387219,-1.810794959,10.66809269,-7.78E-08,0.000901324,5.39E-08,-9.19E-07,-3.12E-12,-5.50E-08,2.50E-11,1.63E-08,-5.12E-09,-1.11E-09,-1.65E-10,-6.64E-10,-1.33E-09,3.87E-09,-2.28E-09,8.61E-12,0.002700982,1.47E-09,3.19E-10,20.68230069,25.34966631,18.19453888,18.75892054,12.97611756,28.78357169,3.01740758,23.00229792,6.334888627,1.351876716,2.999045478,5.925557436,19.82135003,10.1290254,2.174011497,8.476586551,607.9677656,-0.102468767,-0.146098987,3.688370625,1.448610338,6.228658158,27.64589656,676.5282561,-26.1955226,-0.780258009,-0.674534256,0.741735782,-78.95531808,5.964173481,27.5725844,72
12,0.9,1.79,69,42,1,-0.265516494,0.685900152,168.7036785,0,1.043618227,0,-4.851147829,4.768486854,-5.16521451,-3.33582116,0.599393487,-1.743229681,9.642025712,-2.830242105,16.43671884,-4.483696599,-7.040003909,-3.79047247,1.17842596,-0.536580334,-1.68601381,10.67766819,-7.06E-07,0.00138259,5.55E-08,-9.59E-07,8.37E-13,-1.26E-07,6.21E-12,3.07E-08,-3.48E-09,-8.46E-10,7.80E-11,-1.27E-10,-1.68E-09,3.34E-09,-1.03E-09,1.60E-10,0.004141465,3.09E-08,8.29E-09,20.48822749,24.69219685,18.51206223,18.69451573,12.97040646,28.80681624,3.142357095,23.04016433,6.297614345,1.520011177,2.998572367,5.940247905,19.75510411,10.34243091,2.202798537,8.342168398,607.9678895,-0.100890324,-0.145153835,6.977998184,5.723938291,6.639344986,28.47540113,676.0346767,-27.49246401,-0.335870533,-1.075308214,1.968947697,-78.98624439,5.795827039,26.39226988,73
12,0.9,1.79,69,42,1,-0.260938277,0.622238798,168.6053229,0,1.043238551,0,-5.047164035,4.792143116,-5.066345305,-3.320470308,0.590373761,-1.775683412,9.790888284,-2.807858571,16.34773165,-4.503452838,-7.220434958,-3.819069375,1.181951383,-0.551036851,-1.550799922,10.66731967,-1.77E-06,0.001049547,1.96E-09,-6.61E-08,1.13E-11,-1.99E-07,-5.01E-12,3.98E-08,-1.64E-09,-4.44E-10,1.33E-10,1.20E-10,-1.48E-09,1.95E-09,-2.20E-10,1.54E-10,0.003139379,8.27E-08,2.23E-08,20.21492739,23.99570316,18.86499806,18.68611994,12.97684959,28.87269101,3.350757428,23.10496951,6.179078013,1.675958148,2.998957304,6.043798891,19.77266188,10.39892475,2.272266062,8.360577904,608.6194914,-0.099140985,-0.144744075,11.26568751,12.17167639,7.579442352,29.44495061,675.5610468,-28.51784318,0.402244187,-1.862037818,3.651027096,-79.07440425,5.692770822,25.16728277,74
12,0.9,1.79,69,42,1,-0.258068005,0.553633623,168.4943052,0,1.042773366,0,-5.247717094,4.816133744,-4.966072037,-3.30291345,0.583777514,-1.805820251,9.943744296,-2.782285702,16.24526319,-4.526885523,-7.409983712,-3.917909652,1.181252359,-0.55786741,-1.401069425,10.62782818,-2.98E-06,0.000556914,-1.54E-07,2.57E-06,2.96E-11,-1.99E-07,-8.03E-12,2.42E-08,-4.04E-10,-1.42E-10,1.03E-10,1.92E-10,2.49E-10,7.75E-10,1.43E-10,9.59E-11,0.001662674,1.45E-07,3.92E-08,19.92448802,23.42748635,19.09662627,18.71344604,13.01694712,28.93768291,3.601945467,23.17829239,6.073542112,1.773052197,2.999565287,6.292920555,19.84259594,10.41569717,2.346857213,8.473824119,609.9931126,-0.097179878,-0.144671049,15.07910831,19.64748604,8.923036154,30.72485133,674.7153082,-29.38310997,1.320860646,-2.776451323,5.542338486,-79.14607406,5.878381939,23.87214459,75
12,0.9,1.79,69,42,1,-0.258852091,0.480280141,168.4154726,0,1.042493753,0,-5.451048029,4.840339733,-4.86850033,-3.287571325,0.580673103,-1.829437955,10.10551959,-2.754731723,16.13329793,-4.552198996,-7.608506733,-4.085670161,1.170380742,-0.557796305,-1.233848233,10.55352157,-3.31E-06,0.000187271,-4.41E-07,7.46E-06,5.11E-11,1.10E-08,-1.82E-12,-4.62E-08,1.75E-10,1.49E-11,5.54E-11,1.93E-10,4.73E-09,8.52E-11,2.17E-10,4.07E-11,0.000565651,1.71E-07,4.65E-08,19.64178045,23.0527364,19.08333653,18.75348006,13.11462567,28.9773223,3.822773666,23.21778416,6.010050557,1.795938855,3.000118643,6.699584532,19.91233455,10.49278928,2.4246588,8.583672356,611.4628464,-0.095030613,-0.14485283,16.72434316,26.58779412,10.21683073,32.22937999,672.9991291,-30.22431263,2.204692285,-3.462997338,7.242979405,-79.12462889,6.372394097,22.59416076,76
12,0.9,1.79,69,42,1,-0.264058358,0.402338756,168.2811903,0,1.041853193,0,-5.652347821,4.861374881,-4.772747361,-3.274819832,0.580982936,-1.843314613,10.27191723,-2.724098943,16.00308199,-4.574828826,-7.810734682,-4.312154258,1.146305582,-0.550149888,-1.049960749,10.43286151,-7.98E-07,-1.41E-05,-8.04E-07,1.37E-05,5.92E-11,6.03E-07,1.59E-11,-2.00E-07,3.12E-10,6.40E-11,2.30E-11,1.65E-10,1.26E-08,-2.25E-10,1.63E-10,6.53E-12,-8.29E-06,6.62E-08,1.86E-08,19.29924944,22.80563023,18.83135168,18.78520351,13.27626036,28.99291983,3.964360329,23.19411865,5.981358768,1.779026257,3.000517002,7.175099946,19.95916675,10.61371078,2.491756061,8.639160367,611.996648,-0.092799252,-0.145318867,15.46651929,32.50693341,11.00691821,33.66585999,670.0080798,-31.01920314,2.95582979,-3.546457573,8.655493181,-78.97123239,7.022656018,21.39111101,77
12,0.9,1.79,69,42,1,-0.274026375,0.321471658,168.1804179,0,1.041397609,0,-5.853326429,4.880438529,-4.68275554,-3.268671115,0.584268654,-1.848190607,10.44884748,-2.691624823,15.85912084,-4.593308166,-8.021382829,-4.573075539,1.112427048,-0.528786983,-0.865626784,10.25572844,7.27E-06,-0.000106107,-1.00E-06,1.72E-05,2.03E-11,1.67E-06,4.60E-11,-4.33E-07,2.46E-10,5.77E-11,1.32E-11,8.12E-11,2.19E-08,-3.71E-10,8.51E-11,-8.13E-12,-0.000233157,-3.03E-07,-8.11E-08,18.83677719,22.58041301,18.45904805,18.76147459,13.47355355,28.99910153,4.027459962,23.12643442,5.969688217,1.753925336,3.000644204,7.564959856,19.99601942,10.67478314,2.512435016,8.639599368,610.7395203,-0.090777451,-0.146099731,12.35418409,38.63699703,10.88231137,34.63163486,665.5577643,-31.68969625,3.654232613,-2.999726018,10.24041134,-78.67313605,7.559355452,20.35832694,78
12,0.9,1.79,69,42,1,-0.288556349,0.240241625,168.0702586,0,1.0408546,0,-6.051169014,4.89425098,-4.599080002,-3.27159281,0.588701359,-1.844458082,10.63412697,-2.656261466,15.69058686,-4.600157481,-8.239906499,-4.816093818,1.075577484,-0.481695213,-0.710614553,9.994114797,2.28E-05,-0.000163172,-5.18E-07,9.24E-06,-1.13E-10,2.99E-06,8.08E-11,-6.47E-07,1.33E-10,3.44E-11,2.06E-11,-1.36E-10,2.58E-08,-5.13E-10,2.67E-11,-1.11E-11,-0.000346784,-1.05E-06,-2.83E-07,18.30868658,22.32013269,18.10784878,18.63827811,13.6756789,29.01501705,4.039164657,23.05776417,5.961147941,1.703105862,3.000237718,7.77182669,20.05340371,10.59413942,2.497828444,8.59542499,607.819357,-0.089272974,-0.147108454,8.914231022,47.22014286,9.718001791,35.06799241,659.555518,-32.22678579,4.430371793,-2.084735641,12.57643972,-78.22461089,7.883850527,19.53443508,79
