Subject_ID,Speed,Height,Weight,Insole_Size,Cycle_ID,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_adduction_r,knee_rotation_r,ankle_angle_r,ankle_adduction_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_adduction_l,knee_rotation_l,ankle_angle_l,ankle_adduction_l,Left_pressure1,Left_pressure2,Left_pressure3,Left_pressure4,Left_pressure5,Left_pressure6,Left_pressure7,Left_pressure8,Left_pressure9,Left_pressure10,Left_pressure11,Left_pressure12,Left_pressure13,Left_pressure14,Left_pressure15,Left_pressure16,Left_totalForce,Left_cop1,Left_cop2,Right_pressure1,Right_pressure2,Right_pressure3,Right_pressure4,Right_pressure5,Right_pressure6,Right_pressure7,Right_pressure8,Right_pressure9,Right_pressure10,Right_pressure11,Right_pressure12,Right_pressure13,Right_pressure14,Right_pressure15,Right_pressure16,Right_totalForce,Right_cop1,Right_cop2,Left_Fx,Left_Fy,Left_Fz,Right_Fx,Right_Fy,Right_Fz,Left_Mx,Left_My,Left_Mz,Right_Mx,Right_My,Right_Mz,time
7,1.8,1.82,80.8,43,1,-2.171742314,2.375803204,199.9763768,0,1.040070491,0,-5.377311059,2.040214196,-8.575049127,-6.875613488,0.866644993,0.396914693,13.59793291,-6.878430106,14.84691832,-0.975087089,0.056418886,-2.071362077,1.951712591,-1.662238793,6.451351103,9.011389795,-0.002056934,-0.001150553,-2.35E-05,-0.000196548,1.57E-05,1.36E-05,6.08E-09,2.27E-06,5.95E-09,-3.09E-09,0.731088041,-3.45E-05,2.06E-06,-8.89E-07,5.21E-07,1.30E-10,2.18391936,2.96E-05,-3.03E-07,0.373470203,2.561782075,3.288809325,2.260600219,9.009683077,6.041461901,14.70000904,7.473258968,30.8837568,16.9061486,24.53945449,18.44555792,19.76372868,34.2915522,10.01339597,5.01393448,605.1771396,0.186187881,-0.007962666,-0.217625245,-4.883452843,2.454927443,24.46112726,760.376352,-52.15248415,-0.73061536,1.443922568,0.418866456,-83.1078537,0.67311351,-55.75895296,77
7,1.8,1.82,80.8,43,1,-2.276714353,2.393951891,199.9493001,0,1.039561294,0,-5.662541754,1.96574625,-8.200037283,-6.757152835,0.925908085,0.086420454,13.75357242,-6.808182249,14.77357419,-0.803545187,0.170854958,-0.969661443,1.880367553,-1.397273356,6.083498832,9.786991382,-0.003183925,-0.00251778,-0.000320369,-0.000664245,1.41E-05,1.86E-05,1.44E-08,4.89E-06,-2.94E-09,-6.39E-09,0.677607238,-3.98E-05,6.36E-06,-9.19E-07,5.80E-09,4.52E-11,2.014476219,4.72E-05,9.29E-07,0.095228963,2.140063572,2.544938968,1.871074098,8.632578137,5.042402136,14.46240566,7.225648923,30.902704,17.02595514,25.16833148,18.55646553,19.6474153,34.49457178,10.03680841,4.978798044,596.5700167,0.193743823,-0.006416183,1.255049269,-4.075530053,2.378704672,26.19231542,759.0757834,-53.0890236,-0.584760129,1.196733487,0.39447189,-82.93326,1.034551212,-58.39960012,78
7,1.8,1.82,80.8,43,1,-2.373696573,2.408432171,199.8988658,0,1.038944981,0,-5.931302688,1.885214899,-7.795976198,-6.684315134,0.981277933,-0.233747239,13.9266565,-6.734307025,14.78444326,-0.616730034,0.437272229,-0.256542349,1.797538095,-1.306622722,5.743364759,10.50875239,-0.003080469,-0.00380518,-0.000837547,-0.001311636,-5.28E-06,1.35E-05,2.31E-08,7.28E-06,-5.47E-09,-5.64E-09,0.657828665,-2.71E-05,1.21E-05,-4.44E-07,-1.72E-07,1.27E-11,1.948487,4.83E-05,3.49E-06,-0.03628918,1.656815115,1.842582774,1.595668626,8.110042009,4.210899049,14.22924826,7.091635001,31.02388136,17.28131794,25.82127904,18.88212539,19.40704979,34.53289879,10.0323621,5.118147801,590.1765485,0.200633602,-0.005492904,4.813563943,-0.239650357,2.296316096,27.86776806,757.0788197,-53.72044462,-0.016742938,0.387749852,0.70411913,-82.69993372,1.434277493,-61.06325708,79
7,1.8,1.82,80.8,43,1,-2.446274933,2.420115203,199.8256646,0,1.038227506,0,-6.19758607,1.799077607,-7.379133713,-6.662543327,1.031256998,-0.550809558,14.11701294,-6.660524054,14.86536431,-0.411093434,0.801021,0.039787468,1.678497872,-1.269910172,5.481600576,11.09611212,0.000453466,-0.003510416,-0.001445187,-0.001795732,-5.54E-05,-1.53E-05,2.40E-08,6.52E-06,-5.32E-09,-2.08E-09,0.680044399,-1.28E-05,1.59E-05,1.14E-06,-1.60E-07,7.39E-12,2.022109327,7.01E-07,7.20E-06,-0.068758516,1.126128664,1.237415773,1.336813797,7.347945467,3.496075737,14.03495463,7.005773082,31.39836181,17.64675297,26.47913237,19.4443061,19.08890756,34.51175858,10.02031201,5.312343464,585.9005238,0.207431078,-0.004529197,10.83225823,8.4892653,2.453483955,29.40096005,754.0555019,-53.93939793,1.17506203,-0.79299296,1.6795581,-82.37295162,1.692551193,-63.81367581,80
7,1.8,1.82,80.8,43,1,-2.47854054,2.430553991,199.782569,0,1.037685754,0,-6.477142561,1.708212117,-6.966491979,-6.700009912,1.074597897,-0.852836236,14.32897367,-6.592262067,15.00862924,-0.181942195,1.21254229,-0.117602363,1.503835874,-1.17358152,5.352315324,11.47149755,0.010141811,0.001025487,-0.001674635,-0.001301542,-0.000141388,-8.21E-05,1.34E-09,-2.54E-06,-4.60E-09,4.67E-09,0.753476784,-3.12E-06,1.00E-05,4.41E-06,-7.83E-08,-6.35E-12,2.281269886,-0.000136857,1.03E-05,-0.054932272,0.626144574,0.76611355,1.00022294,6.38221206,2.876447956,13.86648106,6.866210293,32.11945215,18.06843512,27.12641115,20.15590064,18.74668512,34.49998532,10.00995327,5.446642312,583.2116768,0.214335192,-0.002889542,18.427531,23.45969397,2.699145214,30.95391373,749.3358832,-53.79535915,3.1290124,-1.978323359,3.562214524,-81.82266084,1.867845849,-66.56737515,81
7,1.8,1.82,80.8,43,1,-2.459619047,2.439187251,199.6653439,0,1.036780534,0,-6.775371493,1.612307605,-6.564135734,-6.795471817,1.110035792,-1.132015707,14.55483749,-6.528141894,15.19642829,0.073303504,1.637754484,-0.737382545,1.264518683,-0.948805582,5.38192463,11.58234224,0.027353623,0.012994853,-0.000575223,0.001487319,-0.000240149,-0.000187844,-6.53E-08,-2.59E-05,-3.46E-09,1.52E-08,0.843806541,1.38E-06,-1.73E-05,9.16E-06,1.33E-09,-6.53E-11,2.642068585,-0.000388737,8.39E-06,-0.030060826,0.247466633,0.43330336,0.611918002,5.339791877,2.37293257,13.69841202,6.579182072,33.13303743,18.48659067,27.72969051,20.86334532,18.42976473,34.49934414,10.00246188,5.508993466,581.4952587,0.220945328,-0.000417124,24.48614723,44.47578579,3.033239604,32.64122761,742.0788028,-53.3001942,5.830783136,-2.767284764,6.213252132,-80.96466075,1.976529202,-69.10189967,82
7,1.8,1.82,80.8,43,1,-2.38959833,2.447733922,199.5736076,0,1.036061046,0,-7.0979964,1.511307613,-6.178410715,-6.953019437,1.137222088,-1.386489773,14.80165815,-6.466233807,15.41887229,0.351466574,2.060458812,-1.774758849,0.969619389,-0.5883322,5.553516732,11.42677895,0.048122553,0.033770206,0.003191382,0.007946415,-0.000271917,-0.000294745,-1.88E-07,-6.59E-05,-3.99E-10,2.75E-08,0.885755648,2.43E-06,-7.78E-05,1.32E-05,3.81E-08,-1.95E-10,2.90995693,-0.000704817,-5.91E-06,-0.010433879,0.028203323,0.210856218,0.274913105,4.354784671,1.988408872,13.51811708,6.111372172,34.28304201,18.8686258,28.26344633,21.41640515,18.18874276,34.51906348,9.994644182,5.574391332,580.3339989,0.226772823,0.002637517,24.62671841,69.67084351,3.781210291,34.48244491,731.2722291,-52.38626755,8.99850605,-2.71222693,9.473286869,-79.75520832,1.954875493,-71.08486511,83
7,1.8,1.82,80.8,43,1,-2.275550004,2.456173617,199.4438914,0,1.035268153,0,-7.441354111,1.40225382,-5.806120768,-7.165730132,1.154551998,-1.61769684,15.06340263,-6.390420771,15.63366056,0.641074306,2.463875502,-3.080526027,0.645677504,-0.127576052,5.787834709,11.03653457,0.057302946,0.058047746,0.01067249,0.01817634,-7.76E-05,-0.000292568,-3.45E-07,-0.000111752,7.06E-09,3.35E-08,0.83769769,1.89E-06,-0.000169973,1.10E-05,-1.40E-09,-3.83E-10,2.908858567,-0.000873482,-4.08E-05,0.000200805,-0.058328476,0.071064664,0.059418116,3.521413405,1.671739653,13.26795298,5.505717683,35.48006692,19.22520217,28.72648561,21.7357152,18.05062918,34.6190806,9.982424373,5.692208936,579.588072,0.231716532,0.00599796,18.18922552,98.62633334,4.7612585,36.71168223,716.0404565,-51.0657893,12.54048623,-1.78366816,13.57082004,-78.18250523,1.915831373,-72.36522004,84
7,1.8,1.82,80.8,43,1,-2.128435579,2.465305569,199.2598414,0,1.034421942,0,-7.802271218,1.281335435,-5.445094268,-7.426259094,1.159580317,-1.828273515,15.33687257,-6.279486888,15.78558531,0.924465684,2.827007873,-4.441261078,0.330547919,0.38115444,5.970891748,10.46191072,0.023505916,0.066892583,0.020978025,0.028504784,0.000562805,2.11E-05,-4.32E-07,-0.000126154,2.07E-08,1.58E-08,0.713120701,9.38E-07,-0.000256593,-6.85E-06,-1.50E-07,-5.29E-10,2.530873681,-0.000440934,-9.84E-05,0.003824771,-0.067107553,-0.001825391,-0.037205072,2.872590495,1.363216349,12.81998121,4.836833824,36.74092636,19.59030167,29.11483142,21.84602149,17.99822775,34.88617731,9.964626566,5.830042955,579.1208511,0.236078314,0.009485113,9.056335643,134.1051542,5.746518304,39.35774751,695.9481212,-49.69185128,16.81423151,-0.537169237,18.94192675,-76.19701342,1.91015769,-72.93415233,85
7,1.8,1.82,80.8,43,1,-1.958433522,2.476692559,199.0566,0,1.033812926,0,-8.181067482,1.144588774,-5.09447478,-7.730269468,1.149552556,-2.021227032,15.62366377,-6.11340445,15.82338537,1.184547998,3.129286883,-5.650403376,0.059872837,0.8932776,5.991998698,9.751923453,-0.098400929,0.022055445,0.02858048,0.028265468,0.001813578,0.000901055,-2.29E-07,-3.50E-05,3.84E-08,-5.15E-08,0.581491139,1.53E-07,-0.000236161,-5.10E-05,-4.21E-07,-3.97E-10,1.712433427,0.001266467,-0.000160601,0.003687664,-0.045648056,-0.026499999,-0.057208101,2.385609405,1.039594048,12.11810053,4.171285628,38.05585032,19.99179616,29.41308509,21.85243059,17.98446385,35.41572347,9.947889681,5.927057636,578.9330864,0.240214274,0.012954515,-0.37477201,179.2763898,6.4619766,42.01799873,671.2905777,-48.5735788,22.26420382,0.752427632,25.81616048,-73.78578438,1.932549266,-72.78615885,86
