file,subject,weight_kg,weight_N,offset_vx,offset_vy,offset_vz,scale_vy,scale_used,subject_median_scale,n_frames,n_cross_plate,force_error_N,warnings
z3_01_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,176,0,,
z3_02_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,178,0,,
z3_03_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,168,0,,
z3_04_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,176,1,,
z3_05_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,195,0,,
z3_06_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,171,0,,
z3_07_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,182,0,,
z3_08_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,172,0,,
z3_09_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,177,0,,
z3_10_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,173,3,,
z3_11_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,161,0,,
z3_12_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,171,0,,
z3_13_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,172,0,,
z3_14_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,182,0,,
z3_15_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,172,2,,
z3_16_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,151,0,,
z3_17_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,175,0,,
z3_18_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,174,0,,
z3_19_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,170,0,,
z3_20_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,177,0,,
z3_21_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,156,0,,
z3_22_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,163,0,,
z3_23_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,162,0,,
z3_24_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,170,0,,
z3_25_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,155,0,,
z3_26_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,165,0,,
z3_27_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,156,0,,
z3_28_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,163,0,,
z3_29_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,161,0,,
z3_30_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,166,0,,
z3_31_mot_100Hz.csv,Z3,75.5,740.6550000000001,36.32227991593176,12.706204322310551,3.599173833528571,1.0,file,1.0,160,0,,
