time,ground_force_1_vx,ground_force_1_vy,ground_force_1_vz,ground_force_1_px,ground_force_1_py,ground_force_1_pz,ground_moment_1_mx,ground_moment_1_my,ground_moment_1_mz,ground_force_2_vx,ground_force_2_vy,ground_force_2_vz,ground_force_2_px,ground_force_2_py,ground_force_2_pz,ground_moment_2_mx,ground_moment_2_my,ground_moment_2_mz,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87
135.85,-24.59640828,21.7565336,-13.05275785,0.000316521,6.42e-06,-0.000378941,1.64e-05,-0.008223061,4.62e-05,-8.58728743593176,924.7944819776894,-173.02915453352855,-0.000286886,6.35e-06,-0.000248943,-2.15e-07,0.00017188,-1.18e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.86,-24.04352338,11.60741522,-11.5000786,-0.000915654,-9.59e-07,-0.001255685,3.11e-05,-0.015631171,8.77e-05,-12.172228675931759,937.4949125776894,-169.18588883352857,-0.000286694,6.36e-06,-0.000247352,1.69e-07,-0.000135059,9.29e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.87,-23.86478186,1.874049136,-11.4089891,0.000936685,9.91e-06,2.24e-05,1.01e-05,-0.005092186,2.86e-05,-14.019533045931759,934.5662999776895,-165.08080433352856,-0.00028692,6.37e-06,-0.000245419,2.51e-07,-0.000199977,1.38e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.88,-23.9568238,-1.745419375,-11.85456709,-0.001297928,-3.86e-06,-0.001637251,4.08e-05,-0.020449855,0.000114781,-13.31366509593176,917.6692920776894,-159.71069313352857,-0.00028768,6.39e-06,-0.000243131,3.9e-07,-0.000311445,2.14e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.89,-24.03977091,0.078298378,-11.39629524,0.002091736,1.24e-05,5.12e-05,3.5e-05,-0.017541516,9.85e-05,-11.306295205931757,899.7056223776895,-154.19766013352856,-0.000288565,6.4e-06,-0.000240798,6.07e-07,-0.000484343,3.33e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.9,-24.08039261,-0.352144838,-11.3750908,-0.000805536,-2.53e-06,-0.001575104,4.89e-05,-0.024527079,0.000137666,-9.37460128593176,884.5273321776895,-148.09142003352858,-0.000289433,6.42e-06,-0.000238349,7.63e-07,-0.000608811,4.19e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.91,-24.02414045,-0.28859982,-11.36066207,-0.007086254,-3.29e-05,-0.004763707,5.92e-05,-0.029683298,0.000166607,-8.075099685931757,865.2788524776895,-142.31600073352857,-0.00029054,6.44e-06,-0.000235605,9.75e-07,-0.00077761,5.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.92,-24.21310152,-0.341011522,-11.32723976,0.037234826,0.00022404,0.025286264,-0.0004038,0.20263314,-0.00113734,-6.916412055931758,847.4405333776895,-137.06866543352857,-0.000291707,6.46e-06,-0.000232719,1.03e-06,-0.000822248,5.65e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.93,-24.12020522,-0.214111852,-11.31540538,-0.072151874,-0.000383341,-0.044090752,0.000473358,-0.237538462,0.001333257,-6.354288495931758,831.0780398776894,-130.88368023352857,-0.000292887,6.47e-06,-0.000230178,9.69e-07,-0.000773243,5.32e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.94,-24.17909285,-0.343341033,-11.39873196,-0.059331345,-0.000318779,-0.037139812,0.000435299,-0.218439559,0.001226059,-5.8521955059317605,814.4903956776894,-124.43550453352857,-0.000294029,6.49e-06,-0.000227908,8.05e-07,-0.000642252,4.42e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.95,-24.4064714,-0.535988485,-11.25764521,0.017584333,0.000101793,0.010482892,-0.000115343,0.057881012,-0.000324875,-4.917501855931757,797.7941647776894,-117.31460633352857,-0.000295117,6.5e-06,-0.000225929,5.11e-07,-0.000407887,2.81e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.96,-24.13867585,-0.216502797,-11.1739408,-0.011336051,-5.79e-05,-0.007708122,0.000106092,-0.053238468,0.000298817,-3.7502786559317585,782.3164702776894,-109.62265323352857,-0.000296289,6.51e-06,-0.000224315,3.02e-07,-0.00024077,1.66e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.97,-24.25935862,-0.248150676,-11.19082867,0.004052932,2.37e-05,0.0013664,1.43e-05,-0.007162721,4.02e-05,-2.3220817359317607,767.0128018776894,-101.77259051352857,-0.000297398,6.52e-06,-0.000222905,-8.09e-08,6.45e-05,-4.44e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.98,-24.40436026,-0.238786385,-11.15555842,-0.005499697,-2.63e-05,-0.004151657,7.04e-05,-0.03534773,0.0001984,-1.8111155559317567,750.5071370776894,-94.32872512352857,-0.000298364,6.52e-06,-0.000221596,-4.28e-07,0.000341304,-2.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.99,-24.38165148,-0.060206001,-11.21054519,0.005313384,3.69e-05,0.003277741,-5.14e-05,0.025807681,-0.000144853,-2.8907845059317623,732.6877166776894,-87.49614760352857,-0.00029906,6.53e-06,-0.000220385,-9.08e-07,0.000724096,-4.98e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,-24.50644009,-0.307064276,-11.27512862,0.008494984,5.43e-05,0.005240402,-7.82e-05,0.039239827,-0.000220245,-5.62629888593176,715.4714127776895,-80.20610208352856,-0.000299476,6.54e-06,-0.000219293,-1.47e-06,0.001174318,-8.08e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.01,-24.38750548,-0.314514044,-11.17082785,-0.002541349,-8.83e-06,-0.00208022,3.51e-05,-0.017602125,9.88e-05,-8.258734355931757,699.1259463776895,-73.25740488352857,-0.000299998,6.54e-06,-0.000218318,-2.03e-06,0.001623361,-1.12e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.02,-24.43958518,-0.389916552,-11.2424239,-0.000711027,4.27e-07,-0.001081386,2.72e-05,-0.013635942,7.65e-05,-9.671394205931758,683.3027143776894,-67.15732395352858,-0.000300569,6.55e-06,-0.000217269,-2.58e-06,0.002057994,-1.42e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.03,-24.42447244,-0.470534026,-11.26070968,-0.001584048,-6.63e-06,-0.002028692,5.33e-05,-0.026725516,0.000150005,-9.625767495931758,668.8744170776895,-61.89821746352857,-0.000301235,6.56e-06,-0.000216043,-3e-06,0.002390619,-1.64e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.04,-24.48616956,-0.555494817,-10.93750441,-0.000309915,2.21e-06,-0.000906225,2.77e-05,-0.01388908,7.8e-05,-9.514949475931758,655.6883160776895,-57.30351977352858,-0.000301964,6.57e-06,-0.000214858,-3.4e-06,0.002714657,-1.87e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.05,-24.4578799,-0.511971245,-10.94598932,-0.00184988,-4.19e-06,-0.001499687,2.23e-05,-0.011185798,6.28e-05,-9.94962846593176,644.5950241776894,-52.614415143528575,-0.000302511,6.57e-06,-0.000213913,-3.83e-06,0.003059229,-2.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.06,-24.31186112,-0.18354717,-11.18074048,-0.00054247,1.21e-06,-0.001001469,2.61e-05,-0.013100413,7.35e-05,-10.937363005931758,636.5528537776894,-48.118617993528574,-0.000302748,6.58e-06,-0.000213206,-4.13e-06,0.003293413,-2.27e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.07,-24.40227199,-0.1849339,-11.00607272,-0.001282054,-2.1e-06,-0.001329166,2.67e-05,-0.01341982,7.53e-05,-12.82373574593176,630.1887855776895,-43.56331368352858,-0.000302844,6.58e-06,-0.000212626,-4.3e-06,0.00343343,-2.36e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.08,-24.52452768,-0.115722779,-10.89930244,-0.00308633,-1.11e-05,-0.002290887,3.51e-05,-0.017603299,9.88e-05,-14.403652905931757,625.3453253776894,-39.482964213528575,-0.000302787,6.58e-06,-0.000212011,-4.68e-06,0.003736883,-2.57e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.09,-24.47975581,-0.23203323,-10.96147497,0.023851093,0.000100707,0.008064523,0.000119347,-0.059890187,0.000336152,-15.86238779593176,621.9391989776894,-36.190079843528565,-0.000302775,6.59e-06,-0.000211187,-4.99e-06,0.003981804,-2.74e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.1,-24.47992109,-0.345429973,-11.11829033,0.008134844,3.69e-05,0.002278392,5.62e-05,-0.028224507,0.000158419,-16.655722005931757,618.6984253776894,-33.587104963528574,-0.000302908,6.6e-06,-0.000209812,-5.24e-06,0.004178481,-2.87e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.11,-24.52558727,-0.44334992,-10.87958655,-0.005615023,-2.02e-05,-0.00300723,1.4e-05,-0.007023887,3.94e-05,-17.15185090593176,615.2553950776894,-31.52897112352857,-0.000303228,6.61e-06,-0.000208069,-5.51e-06,0.004397122,-3.02e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.12,-24.4751062,-0.269020014,-10.89425591,0.001556245,1.17e-05,0.000114655,1.82e-05,-0.009144612,5.13e-05,-17.44058296593176,611.8627491776895,-29.84452669352857,-0.000303714,6.62e-06,-0.000206081,-5.71e-06,0.004558917,-3.14e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.13,-24.44906624,-0.298847861,-10.86360616,-0.002829301,-8.22e-06,-0.001869329,1.86e-05,-0.009336386,5.24e-05,-17.50761007593176,609.3826389776895,-29.15536782352857,-0.00030406,6.64e-06,-0.00020373,-6.1e-06,0.00486388,-3.35e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.14,-24.64569003,-0.345875067,-10.77528917,-0.000133582,2.97e-06,-0.000834086,2.82e-05,-0.014158062,7.95e-05,-17.52203495593176,609.4416992776894,-29.13939681352857,-0.000304476,6.66e-06,-0.00020136,-6.48e-06,0.005169295,-3.56e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.15,-24.6207439,-0.371931235,-11.04647378,-0.002287678,-7.61e-06,-0.001953627,3.51e-05,-0.017613283,9.89e-05,-17.33513377593176,613.3901157776894,-29.06856793352857,-0.000304679,6.67e-06,-0.000199226,-6.78e-06,0.005407216,-3.72e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.16,-24.66389747,-0.390520195,-10.92918709,-0.002383306,-8.3e-06,-0.002042171,3.79e-05,-0.019000351,0.000106645,-17.07011837593176,621.4448320776894,-28.12994561352857,-0.000304851,6.68e-06,-0.000197308,-7.2e-06,0.005743881,-3.95e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.17,-24.52857838,-0.12199596,-10.86505752,0.001773092,1.42e-05,0.00049573,4.46e-06,-0.002240285,1.26e-05,-16.23892459593176,633.1457153776895,-26.79290298352857,-0.00030519,6.7e-06,-0.000195319,-7.5e-06,0.005986037,-4.12e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.18,-24.47173336,-0.222884543,-10.85191172,-0.00196116,-6.19e-06,-0.001816423,3.61e-05,-0.018097914,0.00010158,-14.80928655593176,648.2419019776894,-25.63546067352857,-0.000305538,6.71e-06,-0.00019311,-7.94e-06,0.006337113,-4.36e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.19,-24.61094798,-0.213822534,-10.85810892,-0.002015973,-4.99e-06,-0.001583706,2.37e-05,-0.011887146,6.67e-05,-12.890076155931759,665.5070127776894,-24.72433059352857,-0.000306179,6.73e-06,-0.000190712,-8.28e-06,0.006602669,-4.54e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.2,-24.60310242,-0.22020156,-10.85081645,0.002195228,1.57e-05,0.000612633,7.41e-06,-0.003717311,2.09e-05,-9.75981513593176,683.6718094776894,-23.13586825352857,-0.000307035,6.75e-06,-0.000187841,-8.51e-06,0.006786584,-4.67e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.21,-24.60068426,-0.462052804,-10.78513558,-0.002842341,-1.12e-05,-0.002396684,4.57e-05,-0.02293359,0.000128722,-5.926624655931757,702.6139612776894,-21.23886332352857,-0.000308058,6.77e-06,-0.00018459,-8.74e-06,0.006974294,-4.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.22,-24.5313418,-0.310779405,-10.64898891,0.00313866,2.5e-05,0.001935583,-3.58e-05,0.01795856,-0.000100798,-2.1571300459317584,721.7556189776894,-18.97554771352857,-0.000309378,6.79e-06,-0.000181069,-8.85e-06,0.007060385,-4.86e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.23,-24.59864444,-0.13531264,-10.73547951,0.002943581,2.23e-05,0.001510282,-1.83e-05,0.009171928,-5.15e-05,1.9592927540682439,740.5193240776895,-16.06374420352857,-0.000310722,6.81e-06,-0.000177379,-8.97e-06,0.007153913,-4.92e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.24,-24.35992864,-0.460730053,-10.80788073,-0.00345796,-1.33e-05,-0.002547149,4.11e-05,-0.020609284,0.000115676,6.210410324068242,757.8184772776895,-13.741969123528571,-0.000312079,6.84e-06,-0.000173517,-8.84e-06,0.007049623,-4.85e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.25,-24.51354627,-0.346611248,-10.71556505,-9.96e-05,3.55e-06,-0.000741388,2.04e-05,-0.010258368,5.76e-05,9.55253775406824,773.0771121776894,-12.015626266528571,-0.000313305,6.86e-06,-0.000169538,-8.81e-06,0.007027495,-4.83e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.26,-24.5790375,-0.327750617,-10.76991742,0.000505216,1.15e-05,0.000452797,-1.96e-05,0.009826295,-5.52e-05,12.195982094068242,785.5089375776895,-10.364756559528571,-0.000314312,6.89e-06,-0.000165648,-8.79e-06,0.00701207,-4.82e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.27,-24.49173061,-0.398373505,-10.75549572,-0.004126929,-2.34e-05,-0.004117261,9.8e-05,-0.049185213,0.000276067,13.869096484068244,795.5908476776895,-7.389717302528571,-0.000315192,6.91e-06,-0.000161998,-8.76e-06,0.006986504,-4.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.28,-24.36233798,-0.378557968,-10.69446529,-0.024416628,-0.000130171,-0.015932841,0.000241054,-0.120964454,0.00067895,15.146726124068238,803.9573522776894,-4.245636468528571,-0.00031608,6.94e-06,-0.000158531,-8.61e-06,0.006866174,-4.72e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.29,-24.53168495,-0.426547135,-10.70397106,-0.007315498,-3.04e-05,-0.00423258,4.51e-05,-0.022634076,0.000127041,16.655155724068244,811.0974361776895,-1.098541998528571,-0.000316798,6.96e-06,-0.000155263,-8.35e-06,0.00665913,-4.58e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.3,-24.72887866,-0.394900059,-10.5146933,-0.004346092,-1.67e-05,-0.002844152,3.79e-05,-0.018997628,0.00010663,17.91003361406824,817.5134085776895,3.806385411471429,-0.000317314,6.98e-06,-0.000152379,-8.03e-06,0.006408416,-4.41e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.31,-24.50419876,-0.457421932,-10.37663345,-0.001695932,2.94e-06,-0.000283645,-3.07e-05,0.015387299,-8.64e-05,18.743437874068242,820.7210620776895,9.754771936471428,-0.000317864,6.99e-06,-0.000149702,-7.67e-06,0.006117373,-4.21e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.32,-24.52274213,-0.189906251,-10.54342732,-0.013483082,-6.51e-05,-0.008229852,0.000115825,-0.058122985,0.000326233,18.706632584068238,821.9045809776894,15.58183191647143,-0.000318205,7.01e-06,-0.000147249,-7.44e-06,0.005932305,-4.08e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.33,-24.44499465,-0.266754393,-10.58282523,-0.034439665,-0.000177177,-0.020749054,0.00028992,-0.145486269,0.000816586,18.594376244068243,821.3705215776895,22.862878666471428,-0.000318469,7.02e-06,-0.000145178,-7.13e-06,0.005691524,-3.91e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.34,-24.43341074,-0.491527597,-10.49149538,-2.59e-05,5.1e-06,-0.000491909,1.26e-05,-0.006329229,3.55e-05,18.58777943406824,817.6053586776894,32.25501640647143,-0.00031871,7.04e-06,-0.000143577,-6.74e-06,0.005376729,-3.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.35,-24.645774,-0.424020858,-10.43783552,-0.000886618,-7.11e-08,-0.001107735,2.54e-05,-0.01273575,7.15e-05,17.03798791406824,810.5721539776895,43.740765676471426,-0.000318607,7.04e-06,-0.000142629,-6.52e-06,0.005202787,-3.58e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.36,-24.57364937,-0.353849736,-10.39810905,-0.003989644,-1.65e-05,-0.002939699,5.1e-05,-0.025576791,0.000143558,15.00277045406824,797.3971878776895,54.67106345647143,-0.000318357,7.05e-06,-0.000141784,-6.21e-06,0.004957466,-3.41e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.37,-24.59915421,-0.390215171,-10.57592409,-0.001642172,-3.72e-06,-0.001489804,2.76e-05,-0.013859454,7.78e-05,11.591636874068243,774.6796424776894,63.64506886647143,-0.000317852,7.06e-06,-0.000140676,-5.94e-06,0.00473692,-3.26e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.38,-24.59654706,-0.282085344,-10.42589638,-0.005009797,-1.9e-05,-0.003013274,3.24e-05,-0.016239493,9.11e-05,7.078499184068242,740.8941708776895,70.19911365647144,-0.000316947,7.07e-06,-0.000139529,-5.77e-06,0.004602584,-3.17e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.39,-24.44401175,-0.163003351,-10.52980833,-0.003047315,-1.28e-05,-0.002601313,5.52e-05,-0.027704183,0.000155498,1.8116247340682392,699.4875145776895,75.23291480647143,-0.000315715,7.08e-06,-0.0001382,-5.58e-06,0.004452271,-3.06e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.4,-24.49663712,-0.217693417,-10.68859995,0.002220924,1.56e-05,0.000587967,5.84e-06,-0.002930342,1.64e-05,-4.120190155931759,650.3449115776895,79.42954597647143,-0.000314231,7.09e-06,-0.000136879,-5.48e-06,0.004369148,-3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.41,-24.55315582,-0.079034042,-10.54128535,-0.008806529,-3.7e-05,-0.004874512,4.6e-05,-0.02308585,0.000129576,-9.513068655931757,595.1096269776895,79.25124825647143,-0.000312707,7.1e-06,-0.000135369,-5.24e-06,0.004180965,-2.88e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.42,-24.53005126,-0.221866959,-10.59881515,-0.006761253,-3.01e-05,-0.004363854,6.61e-05,-0.033173453,0.000186196,-15.622683135931759,533.8062449776894,77.81719609647143,-0.000310919,7.11e-06,-0.000133728,-5.12e-06,0.004083579,-2.81e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.43,-24.49932729,-0.3211605,-10.5386919,0.004037674,2.46e-05,0.001546768,-4.35e-06,0.002183867,-1.23e-05,-22.05117868593176,464.23350077768947,78.09889965647143,-0.000308757,7.12e-06,-0.000133282,-4.81e-06,0.0038405,-2.64e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.44,-24.51117736,-0.150564047,-10.74487465,-0.003561737,-1.15e-05,-0.002192842,2.33e-05,-0.011695851,6.56e-05,-28.505187975931758,388.68205407768943,75.26531145647144,-0.000306404,7.12e-06,-0.000133061,-4.32e-06,0.003444664,-2.37e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.45,-24.59772764,-0.362784196,-10.82350565,-0.000618708,1.59e-06,-0.0009064,2.04e-05,-0.010230235,5.74e-05,-34.10841345293176,308.60930357768945,65.42086423647143,-0.000304176,7.13e-06,-0.000132609,-3.93e-06,0.003131683,-2.15e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.46,-24.6710947,-0.40333328,-10.88301223,-0.001798288,-3.86e-06,-0.001458312,2.22e-05,-0.01114224,6.25e-05,-36.38887718293176,226.27301127768945,47.28152770647142,-0.000301615,7.14e-06,-0.00013137,-3.3e-06,0.002632401,-1.81e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.47,-24.75931413,-0.331238125,-10.92326214,-0.001708447,-3.41e-06,-0.001410658,2.24e-05,-0.011247578,6.31e-05,-32.71820310393176,148.48765937768945,20.069604586471428,-0.00030273,7.19e-06,-0.000123861,-2.37e-06,0.001890981,-1.3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.48,-24.80534559,-0.369503456,-10.98181699,-0.000350273,2.87e-06,-0.000774592,2.08e-05,-0.010456971,5.87e-05,-25.485478645931757,87.88404037768944,-9.07157103252857,-0.000308622,7.28e-06,-0.000109438,-1.39e-06,0.001107447,-7.62e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
