"Time,s",Activities,Activity Names,"Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvic Tilt LT,deg","Pelvic Tilt RT,deg","Pelvic Obliquity LT,deg","Pelvic Obliquity RT,deg","Pelvic Rotation LT,deg","Pelvic Rotation RT,deg","Foot Pitch Down LT,deg","Foot Pitch Down RT,deg","Foot Roll Med LT,deg","Foot Roll Med RT,deg","Foot Rotation Ext LT,deg","Foot Rotation Ext RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,",,,,,,,,,,,,,,,,,,,,,
43.65,0,,26.2754,6.83125,1.7545,-3.2912,-3.90005,-6.30548,43.3625,10.0836,22.7247,12.2842,-0.904381,-13.0302,-1.31754,2.75544,5.00981,5.00981,3.05768,-3.05768,-8.5313,8.5313,-0.122499,-3.65854,-0.252553,2.77882,-13.0043,6.09333,152.266,-5.40737,2.27922,157.497,20.5123,5.65017,155.87,-22.6266,-1.22723,156.715,0.119037,-0.225145,146.259,2.01949,5.37282,144.867,-7.93797,10.5301,149.813,3.63802,-2.39083,167.969,78.1342,-216.805,131.876,225.127,138.683,-92.7375,-346.683,-151.401,-1009.81,92.2172,317.373,17.0515,231.971,-4.40142,0.526355,151.413,-14.6732,32.3175,-2.28737,24.2875,-0.355056,-0.589502,-0.376725,0.663979,0.138619,0.724834,-0.727257,0.087283,-0.649495,0.133248,0.0270402,0.901117,0.277593,-0.704421,0.313788,0.285177,-0.754388,0.066411,-0.0215461,-0.148443,0.743555
43.66,0,,27.2867,6.6657,1.49139,-3.13477,-3.01278,-5.85737,44.4184,10.086,23.0001,12.4261,-0.984314,-13.0128,-1.49161,2.60862,4.93195,4.93195,3.29976,-3.29976,-8.60215,8.60215,-0.489995,-3.66419,-0.642364,2.80422,-12.5395,6.50071,151.947,-5.36957,2.52418,156.426,21.6368,5.39884,155.019,-22.5514,-1.66159,155.859,0.478577,-0.538279,146.407,1.85798,5.48842,145.005,-8.10171,10.529,149.835,3.6403,-2.38805,119.129,77.6353,-188.47,91.3123,199.253,152.352,-73.7469,-224.604,-165.561,-988.684,-62.8443,363.27,-6.87561,186.507,-2.42837,1.49134,168.994,12.698,18.0759,-14.1054,-25.482,-0.352323,-0.591417,-0.376251,0.659698,0.144416,0.726717,-0.730308,0.0800806,-0.645711,0.132517,0.0321068,0.903875,0.27699,-0.705658,0.311171,0.284994,-0.754329,0.06458,-0.0216074,-0.148444,0.743441
43.67,0,,28.3367,6.48762,1.22513,-3.00905,-1.83228,-5.41432,45.3221,10.0352,23.1955,12.5475,-0.954625,-13.0388,-1.80185,2.43734,4.88541,4.88541,3.5168,-3.5168,-8.67056,8.67056,-0.95549,-3.66702,-1.06512,2.88043,-11.9653,6.87599,151.651,-5.35949,2.7393,155.043,22.7973,4.95793,153.909,-22.3068,-1.99828,154.925,0.93286,-0.866939,146.572,1.65684,5.60586,145.164,-8.25326,10.5202,149.846,3.6403,-2.44093,68.37,57.1247,-164.544,94.7365,187.029,118.635,-52.2242,-54.6433,-133.818,-905.765,-95.6326,456.041,4.85876,119.137,-14.1655,11.7553,182.635,1.48143,17.5281,14.4867,43.7972,-0.349762,-0.593008,-0.375826,0.65543,0.149422,0.728493,-0.732762,0.0704989,-0.642548,0.131173,0.0379052,0.906857,0.276146,-0.70709,0.307826,0.28462,-0.754306,0.0627469,-0.021486,-0.148021,0.743403
43.68,0,,29.4223,6.29072,0.968302,-2.87364,-0.43604,-5.01001,46.0784,9.91673,23.3529,12.6933,-0.745658,-13.0128,-2.2057,2.26605,4.86214,4.86214,3.72828,-3.72828,-8.74141,8.74141,-1.53532,-3.72069,-1.5812,2.90779,-11.3036,7.22411,151.381,-5.37209,2.94521,153.44,23.9771,4.37256,152.613,-21.9084,-2.24336,153.926,1.50861,-1.281,146.72,1.41304,5.70495,145.323,-8.38042,10.5092,149.857,3.69045,-2.43815,31.2602,29.2969,-135.75,90.3465,166.553,82.9819,-42.9663,105.449,-31.7429,-753.924,-54.6472,408.679,13.6595,44.9476,-52.7158,-18.0715,156.263,22.9269,14.5155,4.57474,40.2138,-0.347318,-0.594347,-0.37558,0.650979,0.153268,0.73039,-0.734538,0.0590853,-0.640051,0.129405,0.0449866,0.909865,0.275342,-0.708467,0.30403,0.284139,-0.754325,0.0611005,-0.0219126,-0.147895,0.74338
43.69,0,,30.5224,6.08253,0.770497,-2.75601,1.03616,-4.61582,46.6988,9.74504,23.682,12.8147,-0.605205,-12.9766,-2.62502,2.06924,4.86467,4.86467,3.91192,-3.91192,-8.80981,8.80981,-2.40914,-3.77155,-2.02043,2.92538,-10.5653,7.53272,151.145,-5.40611,3.12004,151.755,25.1402,3.71576,151.257,-21.3929,-2.45811,152.894,2.37102,-1.57861,146.884,1.13571,5.78997,145.504,-8.48842,10.496,149.868,3.73832,-2.4298,5.84967,22.9497,-125.982,66.377,124.991,69.8256,-36.6361,204.136,38.5895,-653.841,-40.9854,199.701,-7.33398,-22.9388,-64.4529,-15.1766,137.166,19.0469,7.94243,-6.48088,2.38894,-0.345115,-0.595376,-0.375391,0.646251,0.155825,0.732556,-0.735882,0.0466946,-0.637976,0.124946,0.0529206,0.913079,0.27492,-0.709639,0.300251,0.283406,-0.754447,0.0594524,-0.0223398,-0.147834,0.74338
43.7,0,,31.6403,5.86682,0.614765,-2.63676,2.50837,-4.24015,47.1671,9.52257,24.2472,12.9183,-0.677144,-12.9549,-3.00102,1.84582,4.90741,4.90741,4.08931,-4.08931,-8.87578,8.87578,-3.6423,-3.81675,-2.27847,2.96446,-9.7669,7.79937,150.948,-5.47918,3.28268,150.075,26.266,3.02299,149.939,-20.7621,-2.68924,151.84,3.58811,-1.65624,147.066,0.813689,5.86031,145.713,-8.59119,10.4762,149.868,3.78163,-2.4465,-6.8401,43.9592,-123.531,-0.965804,70.7979,38.5578,-14.6386,285.187,98.1075,-694.244,-58.0627,-2.9296,-24.9355,-75.636,-45.4307,-16.5802,116.705,20.0346,4.92978,12.1993,29.4636,-0.343036,-0.59604,-0.375447,0.641332,0.157418,0.734904,-0.736975,0.0338152,-0.636262,0.116765,0.0612817,0.91654,0.275168,-0.710504,0.296654,0.282482,-0.754607,0.0577415,-0.0226447,-0.147587,0.743429
43.71,0,,32.7695,5.66491,0.466568,-2.52802,3.90309,-3.88133,47.4855,9.25416,24.8544,13.0308,-0.826732,-12.8898,-3.31203,1.61496,4.98907,4.98907,4.27192,-4.27192,-8.94174,8.94174,-5.01428,-3.8902,-2.47063,2.9586,-8.96849,8.04626,150.772,-5.59215,3.44432,148.483,27.3403,2.31302,148.747,-20.023,-2.96769,150.814,4.95339,-1.6873,147.252,0.465256,5.93799,145.932,-8.67306,10.4575,149.874,3.85229,-2.4131,-12.1946,70.7892,-120.111,-69.3623,15.1782,11.2199,35.6074,357.923,163.538,-742.569,-40.9854,-75.193,-15.5847,-111.801,-37.1338,-16.5802,94.273,7.3366,11.2289,3.43105,28.2691,-0.34096,-0.596405,-0.375751,0.636401,0.158459,0.737239,-0.737961,0.0209364,-0.634866,0.107185,0.0699507,0.919797,0.276026,-0.711185,0.293362,0.281384,-0.754853,0.0560937,-0.0233164,-0.14765,0.74344
43.72,0,,33.902,5.47428,0.320255,-2.39584,5.23856,-3.57642,47.654,8.95915,25.2399,13.1599,-0.847287,-12.8015,-3.56347,1.3607,5.10628,5.10628,4.46078,-4.46078,-9.00282,9.00282,-6.26377,-3.98908,-2.7726,2.94492,-8.17554,8.22156,150.662,-5.74081,3.60647,147.007,28.3618,1.57835,147.693,-19.1843,-3.27404,149.869,6.19963,-1.88139,147.45,0.096505,5.98998,146.174,-8.75145,10.429,149.885,3.94803,-2.37135,-23.4296,92.2976,-107.909,-116.687,-46.859,-15.1498,57.6049,405.804,237.761,-676.287,39.9608,-4.88266,-3.39197,-136.186,-16.1385,-11.7553,43.499,1.48143,-10.6812,-20.5863,-28.6673,-0.339135,-0.596355,-0.376552,0.631631,0.159251,0.739364,-0.738743,0.00830117,-0.633941,0.0991879,0.0788009,0.922417,0.277419,-0.711523,0.29042,0.280107,-0.755111,0.0543856,-0.0242332,-0.147719,0.743477
43.73,0,,35.0635,5.31124,0.166407,-2.27175,6.41906,-3.31025,47.7172,8.6593,25.4248,13.2482,-0.775347,-12.7566,-3.76385,1.07558,5.26453,5.26453,4.64374,-4.64374,-9.0639,9.0639,-7.39076,-4.04841,-3.1679,2.97228,-7.4865,8.31785,150.618,-5.92979,3.75593,145.738,29.35,0.852816,146.852,-18.2634,-3.60587,149.079,7.32441,-2.1997,147.669,-0.282404,6.03402,146.437,-8.83506,10.3927,149.874,4.0073,-2.38526,-36.1194,98.1459,-106.939,-131.876,-77.623,-53.195,47.3974,440.436,289.577,-571.187,113.393,-24.4133,-11.7344,-132.776,0,3.42131,-3.48598,9.31184,-6.84692,-4.95596,-30.2599,-0.337551,-0.595873,-0.377716,0.627043,0.160102,0.741184,-0.739357,-0.00347918,-0.633578,0.0926596,0.0875932,0.924215,0.279376,-0.711593,0.287982,0.278708,-0.755368,0.0525553,-0.0246587,-0.147464,0.743607
43.74,0,,36.2202,5.15949,-0.00251181,-2.14846,7.37774,-3.0643,47.6611,8.35704,25.5769,13.3044,-0.771921,-12.7393,-3.90388,0.781948,5.44266,5.44266,4.82356,-4.82356,-9.12497,9.12497,-8.56675,-4.07383,-3.54124,3.01723,-6.94237,8.38204,150.596,-6.13809,3.89868,144.723,30.293,0.186889,146.265,-17.2622,-3.9826,148.469,8.5002,-2.4973,147.894,-0.667408,6.0695,146.701,-8.92216,10.3619,149.852,4.03009,-2.42145,-60.0443,104.992,-89.8362,-137.671,-89.8471,-79.5647,-6.80497,441.898,321.786,-503.056,152.671,-92.2823,-22.9187,-112.317,13.6596,10.2639,-41.5286,3.38612,-10.1334,3.43105,-27.4728,-0.336075,-0.595181,-0.379046,0.62266,0.161021,0.742724,-0.739948,-0.0142215,-0.633744,0.0856989,0.0962586,0.925352,0.281699,-0.711481,0.28585,0.277295,-0.75565,0.0506615,-0.0247208,-0.147104,0.74376
