"Time,s",Activities,Activity Names,"Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvic Tilt LT,deg","Pelvic Tilt RT,deg","Pelvic Obliquity LT,deg","Pelvic Obliquity RT,deg","Pelvic Rotation LT,deg","Pelvic Rotation RT,deg","Foot Pitch Down LT,deg","Foot Pitch Down RT,deg","Foot Roll Med LT,deg","Foot Roll Med RT,deg","Foot Rotation Ext LT,deg","Foot Rotation Ext RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,",,,,,,,,,,,,,,,,,,,,,
34.16,0,,40.2931,3.73587,-0.474154,-4.82261,-1.09658,-9.44977,60.5085,9.15523,2.87053,10.0684,-4.4244,-11.1364,2.66076,3.72148,2.12742,2.12742,0.663656,-0.663656,4.94089,-4.94089,19.4727,-2.76906,4.3055,-0.424924,6.61459,-10.0157,147.11,-2.06227,0.844475,149.2,38.2059,1.4629,147.793,-22.2869,1.30292,145.044,-19.3377,6.63905,137.752,2.57929,5.31699,136.461,-6.45288,10.933,142.026,2.72635,-0.0560044,-46.8607,29.7899,-127.922,-149.879,96.6821,104.974,-357.401,323.751,214.374,-704.999,-333.09,143.119,-6.84145,68.3604,37.1129,-24.9194,118.644,37.089,7.88179,15.6573,-8.92693,-0.277362,-0.546911,-0.394984,0.620401,0.263383,0.733079,-0.737958,0.0421167,-0.626379,0.24715,-0.0903389,0.893561,0.309404,-0.724039,0.271683,0.171396,-0.714029,0.0686683,0.00170905,-0.176338,0.817477
34.17,0,,41.1024,3.69351,-0.853477,-4.71694,-1.65759,-9.21638,60.1496,9.19907,3.14501,10.257,-3.72936,-11.2362,3.20753,3.70729,2.22119,2.22119,0.835793,-0.835793,5.05248,-5.05248,18.1223,-2.77777,3.17542,-0.422101,6.22172,-9.86588,146.863,-2.13894,1.0282,149.864,38.9235,1.80748,148.726,-21.2105,0.441067,145.378,-18.0125,5.2068,137.752,2.45283,5.42347,136.439,-6.62,11.0397,142.043,2.73703,-0.0534587,-62.4919,47.3666,-129.4,-189.47,80.0759,119.619,-324.216,166.959,129.435,-530.775,-45.3339,339.881,5.87013,76.1806,45.9103,-12.1865,98.6129,75.6832,-8.71146,3.78807,-1.94064,-0.274862,-0.547587,-0.394622,0.618079,0.268083,0.732832,-0.741184,0.0390033,-0.62741,0.244094,-0.0744063,0.894524,0.310567,-0.72423,0.270953,0.172617,-0.713908,0.0674477,0.00158695,-0.176335,0.817402
34.18,0,,41.9232,3.63161,-1.25675,-4.63254,-2.22751,-8.98431,59.6635,9.20564,3.65202,10.4429,-3.14888,-11.3217,3.89612,3.67773,2.3261,2.3261,0.985802,-0.985802,5.16614,-5.16614,16.4222,-2.79302,2.12707,-0.424924,5.94251,-9.73407,146.643,-2.22785,1.19144,150.566,39.6371,2.13708,149.703,-19.9947,-0.425858,145.619,-16.3317,3.87406,137.774,2.29356,5.53413,136.445,-6.78226,11.1369,142.065,2.75197,-0.0483674,-61.9973,63.4938,-118.166,-196.763,52.7037,130.854,-281.263,97.185,62.4801,-462.849,165.057,459.545,17.1036,68.3604,65.933,-3.9081,87.4069,64.4353,-10.1634,2.52538,3.10502,-0.272538,-0.548068,-0.394311,0.615761,0.271379,0.732895,-0.744292,0.0355239,-0.628748,0.238167,-0.0573139,0.896025,0.31185,-0.724415,0.269977,0.173654,-0.713781,0.0661654,0.00140389,-0.176341,0.817307
34.19,0,,42.7368,3.54473,-1.63314,-4.54559,-2.74273,-8.8159,59.0647,9.14646,4.37633,10.5813,-3.36205,-11.3917,4.44727,3.68482,2.43611,2.43611,1.11177,-1.11177,5.28289,-5.28289,14.4086,-2.78867,1.83988,-0.440453,5.60893,-9.63115,146.445,-2.32323,1.33133,151.231,40.3387,2.44542,150.626,-18.6621,-1.24779,145.937,-14.3381,3.27695,137.752,2.10436,5.62117,136.417,-6.91044,11.2306,142.087,2.74984,-0.0254565,-41.0237,74.6921,-104.011,-182.102,22.9391,96.1998,-230.936,118.117,22.4591,-501.46,86.467,353.128,12.7116,35.6432,69.8114,18.574,54.6994,63.4736,-0.414831,7.82867,11.2557,-0.27046,-0.548367,-0.394063,0.613197,0.273088,0.733566,-0.747059,0.0313131,-0.630352,0.22663,-0.0443128,0.897671,0.313069,-0.724532,0.268632,0.174692,-0.713724,0.0652502,0.00134285,-0.176524,0.817185
34.2,0,,43.5101,3.43939,-1.97532,-4.48371,-3.11801,-8.70716,58.3365,9.0829,4.98373,10.736,-4.03626,-11.4656,4.79668,3.70493,2.54613,2.54613,1.22071,-1.22071,5.40068,-5.40068,12.4252,-2.78867,1.96596,-0.468687,5.23089,-9.57337,146.291,-2.41976,1.45505,151.752,41.0028,2.66725,151.427,-17.2339,-2.01142,146.337,-12.3736,3.11792,137.713,1.90358,5.71608,136.368,-7.04836,11.3385,142.109,2.74984,0.00254565,-6.8263,81.5416,-118.653,-189.47,-31.2423,46.869,-197.751,144.033,40.5276,-453.554,-67.9133,161.579,9.7554,19.0452,60.5411,4.87462,34.1783,50.7621,-8.71146,6.31344,-10.0913,-0.268694,-0.548498,-0.394008,0.610567,0.273452,0.734658,-0.749431,0.0260635,-0.632115,0.213269,-0.034731,0.898918,0.314163,-0.724767,0.266981,0.175915,-0.713671,0.0643354,0.00122076,-0.176766,0.817055
34.21,0,,44.2519,3.3145,-2.28229,-4.44342,-3.44368,-8.59179,57.4852,8.97988,5.34588,10.8758,-4.69103,-11.5019,5.05252,3.69665,2.66752,2.66752,1.30731,-1.30731,5.52054,-5.52054,10.6075,-2.78867,2.10138,-0.526567,4.86025,-9.53726,146.16,-2.52945,1.55807,152.224,41.6213,2.86684,152.124,-15.7214,-2.67238,146.737,-10.5704,3.0102,137.702,1.66997,5.81655,136.357,-7.17816,11.4381,142.136,2.74984,0.0636413,18.5662,104.989,-132.809,-179.2,-78.5982,1.95682,-171.358,142.139,67.3772,-308.169,-144.578,92.2999,16.5969,14.1509,68.834,-0.504271,61.0027,42.483,-7.88179,8.33374,0,-0.267107,-0.548435,-0.394007,0.607896,0.27297,0.736019,-0.751144,0.0201428,-0.634316,0.200816,-0.0261854,0.899704,0.315327,-0.725019,0.265031,0.176888,-0.713655,0.0632962,0.00103768,-0.17726,0.816896
34.22,0,,44.9476,3.20807,-2.53599,-4.43104,-3.72482,-8.47509,56.4879,8.87906,5.57334,10.9898,-5.2361,-11.5058,5.22942,3.67418,2.80237,2.80237,1.36412,-1.36412,5.64246,-5.64246,8.83809,-2.76252,2.15508,-0.602799,4.51186,-9.52462,146.05,-2.65462,1.63303,152.641,42.1823,3.05049,152.733,-14.1198,-3.24146,147.132,-8.81,2.85527,137.713,1.4383,5.91563,136.368,-7.30959,11.5294,142.163,2.72635,0.145102,4.88064,100.097,-106.445,-188.502,-124.969,-41.0301,-159.197,86.4199,104.528,-173.747,-189.387,197.847,-9.7554,-23.9394,50.7662,12.1865,53.7188,11.2479,-18.0452,2.0203,3.88127,-0.265763,-0.548129,-0.394067,0.605248,0.2718,0.737577,-0.752227,0.0134893,-0.636927,0.18891,-0.0173956,0.900175,0.316359,-0.725312,0.263012,0.177676,-0.713635,0.0621349,0.000976591,-0.177984,0.816674
34.23,0,,45.5298,3.05928,-2.73396,-4.43072,-3.98561,-8.35044,55.355,8.78043,5.81731,11.1079,-5.77908,-11.4824,5.35515,3.61624,2.90379,2.90379,1.40859,-1.40859,5.76438,-5.76438,6.99029,-2.74074,2.24147,-0.697384,4.20299,-9.54087,145.984,-2.74769,1.69325,153.053,42.6603,3.25009,153.282,-12.4646,-3.72562,147.515,-6.97183,2.75575,137.768,1.19504,6.01286,136.428,-7.45237,11.6148,142.202,2.70287,0.241837,11.7069,96.6903,-106.932,-196.316,-160.152,-71.2977,-144.513,11.7619,95.6621,-96.2879,-216.342,207.62,-6.33468,-21.9711,63.4735,1.47079,37.6102,-7.81921,-24.8899,16.1624,-11.6438,-0.264789,-0.547889,-0.394192,0.602816,0.270339,0.739115,-0.752723,0.00647005,-0.639863,0.176211,-0.00854504,0.900525,0.317284,-0.725639,0.260822,0.178232,-0.7136,0.0606722,0.000854543,-0.178844,0.816393
34.24,0,,46.0156,2.87466,-2.86545,-4.44786,-4.23113,-8.18202,54.0885,8.67522,6.07527,11.1934,-6.45955,-11.4047,5.43629,3.48261,2.98224,2.98224,1.43881,-1.43881,5.88733,-5.88733,5.07316,-2.68627,2.50298,-0.830084,3.94355,-9.59504,145.956,-2.81905,1.73729,153.465,43.0606,3.47626,153.771,-10.756,-4.12803,147.888,-5.05982,2.85425,137.905,0.931517,6.11287,136.566,-7.60976,11.6919,142.24,2.6495,0.381848,5.3753,73.2425,-138.669,-203.089,-185.554,-96.6733,-127.435,-65.3881,84.4326,-71.7393,-316.812,68.8448,2.91395,-26.8654,68.834,-28.3232,7.84421,-14.1749,-10.7856,17.6776,5.82191,-0.264175,-0.547639,-0.394432,0.600607,0.268869,0.740565,-0.752626,-0.000915603,-0.64312,0.16206,-0.000671434,0.900881,0.318068,-0.726045,0.258373,0.178298,-0.713619,0.0586595,0.000854544,-0.180126,0.816029
34.25,0,,46.408,2.68461,-2.96664,-4.445,-4.40414,-7.99239,52.6969,8.57221,6.29383,11.2965,-7.11154,-11.3178,5.44579,3.30286,3.05791,3.05791,1.46838,-1.46838,6.00925,-6.00925,3.15302,-2.64923,2.79951,-0.986784,3.73105,-9.66907,145.951,-2.8874,1.78071,153.794,43.3712,3.65605,154.155,-9.01981,-4.43665,148.228,-3.14781,3.00404,138.087,0.662198,6.19158,136.752,-7.77526,11.7844,142.29,2.61107,0.542224,2.44032,53.2376,-159.659,-196.763,-205.537,-87.3941,-143.542,-130.377,50.3218,-36.7038,-394.527,29.7531,-11.698,-63.9449,84.4737,13.1951,-106.947,-67.864,-2.48899,-12.1218,-2.32876,-0.263694,-0.547347,-0.394808,0.598781,0.267284,0.741853,-0.751879,-0.00885066,-0.646648,0.147656,0.00695856,0.901133,0.318553,-0.726464,0.255684,0.178174,-0.713733,0.0562783,0.000671413,-0.181526,0.815645
34.26,0,,46.7056,2.48261,-3.0209,-4.44659,-4.47665,-7.82398,51.1905,8.49111,6.40565,11.4282,-7.63439,-11.2375,5.40339,3.11957,3.12406,3.12406,1.50179,-1.50179,6.07848,-6.07848,1.31124,-2.61873,3.00498,-1.13925,3.55562,-9.7106,145.978,-2.94745,1.82434,154.003,43.6002,3.77542,154.418,-7.25929,-4.68697,148.507,-1.3077,3.08714,138.284,0.389982,6.27399,136.944,-7.9651,11.878,142.344,2.58118,0.697509,-4.88064,38.5601,-161.624,-223.628,-233.402,-91.3078,-158.227,-146.525,11.7361,28.362,-395.053,-8.25269,-28.8017,-95.7046,63.9781,7.8162,-171.872,-45.4099,-9.74853,-3.53553,-23.2876,-0.263385,-0.547036,-0.395353,0.597274,0.265645,0.743037,-0.750648,-0.017518,-0.650241,0.134096,0.0148927,0.901255,0.318621,-0.727092,0.252578,0.17811,-0.713783,0.0537138,0.000427264,-0.182869,0.81522
34.27,0,,46.9255,2.27736,-3.06783,-4.43421,-4.44612,-7.73646,49.5777,8.42097,6.4641,11.5924,-8.13293,-11.1843,5.30252,3.00131,3.18626,3.18626,1.55349,-1.55349,6.14151,-6.14151,-0.521483,-2.60566,3.26181,-1.2776,3.4469,-9.75754,146.028,-3.00172,1.88558,154.096,43.7608,3.81408,154.555,-5.46959,-4.85427,148.726,0.52075,3.23078,138.411,0.129351,6.35779,137.071,-8.15494,11.9765,142.405,2.56837,0.834974,-9.76127,27.3618,-155.277,-236.354,-242.69,-74.7064,-176.275,-145.528,-24.401,84.3711,-421.308,-23.8894,-18.0749,-135.763,42.0004,1.93304,-197.786,-57.1178,-13.2746,1.51523,-7.76255,-0.263071,-0.546773,-0.396072,0.59611,0.263934,0.744069,-0.748758,-0.0269179,-0.654088,0.120306,0.0224621,0.901412,0.318318,-0.72789,0.249161,0.178471,-0.713761,0.0515148,6.10378E-05,-0.184029,0.814794
34.28,0,,47.042,2.04712,-3.1084,-4.40661,-4.3011,-7.70861,47.8585,8.37056,6.41073,11.781,-8.66619,-11.1584,5.15194,2.92918,3.22757,3.22757,1.6235,-1.6235,6.20247,-6.20247,-2.26981,-2.59041,3.63306,-1.42159,3.41972,-9.80991,146.094,-3.03313,1.9628,154.058,43.8479,3.75705,154.566,-3.66531,-4.95059,148.88,2.26759,3.4965,138.499,-0.126455,6.44159,137.153,-8.35776,12.1081,142.482,2.55129,0.980076,0,25.8759,-173.832,-255.851,-244.168,-75.1798,-203.12,-162.573,-26.343,120.598,-477.494,-0.868705,-3.42073,-158.213,11.7298,45.8886,-201.638,-53.7309,-13.2746,4.29314,-3.49315,-0.262828,-0.546652,-0.396927,0.595364,0.262158,0.744907,-0.746253,-0.0370502,-0.658114,0.10651,0.0288705,0.9017,0.317835,-0.728757,0.245564,0.179265,-0.713766,0.0493789,-0.00030519,-0.185251,0.814309
34.29,0,,47.1009,1.8397,-3.12062,-4.35679,-4.06321,-7.75502,46.037,8.36179,6.20615,12.0063,-9.12724,-11.1118,5.01744,2.90434,3.2784,3.2784,1.70223,-1.70223,6.24793,-6.24793,-3.90359,-2.58169,3.99029,-1.58535,3.50373,-9.8713,146.187,-3.07377,2.04903,153.915,43.8706,3.63913,154.484,-1.83184,-5.00383,148.935,3.89591,3.75095,138.548,-0.361989,6.51104,137.186,-8.58167,12.2338,142.558,2.54275,1.143,-7.32096,35.6609,-175.78,-259.275,-216.796,-54.6963,-224.596,-194.37,-29.2981,199.726,-524.403,54.294,-2.44941,-186.994,-4.88743,27.3567,-161.647,-21.9523,-10.7856,1.01015,-12.8082,-0.262655,-0.54643,-0.398041,0.594929,0.260324,0.74563,-0.743235,-0.0478522,-0.66224,0.0935698,0.0349132,0.902128,0.317283,-0.729543,0.242143,0.180428,-0.713594,0.0474265,-0.000793518,-0.186599,0.813784
34.3,0,,47.0966,1.65508,-3.17292,-4.30697,-3.76934,-7.79878,44.1363,8.39467,5.88466,12.2601,-9.47719,-11.0703,4.94288,2.88897,3.32552,3.32552,1.77819,-1.77819,6.28616,-6.28616,-5.4379,-2.58387,4.27748,-1.73922,3.68658,-9.91644,146.275,-3.11072,2.13177,153.673,43.8398,3.4115,154.33,0.0226954,-5.03741,148.863,5.42707,3.92536,138.586,-0.571459,6.57354,137.208,-8.82181,12.3535,142.646,2.54488,1.29319,-13.6856,35.6609,-177.241,-269.544,-182.106,-52.7395,-244.132,-229.456,-4.89709,308.169,-475.568,51.2536,-16.1323,-190.452,6.8424,-2.43731,-99.1032,-1.96526,-9.74853,7.32359,-19.4064,-0.262468,-0.546239,-0.399074,0.595006,0.258438,0.746016,-0.739826,-0.0591446,-0.666338,0.0816675,0.0411389,0.902737,0.316853,-0.730208,0.23915,0.181716,-0.713314,0.0454749,-0.00134283,-0.187813,0.813268
