time,ground_force_1_vx,ground_force_1_vy,ground_force_1_vz,ground_force_1_px,ground_force_1_py,ground_force_1_pz,ground_moment_1_mx,ground_moment_1_my,ground_moment_1_mz,ground_force_2_vx,ground_force_2_vy,ground_force_2_vz,ground_force_2_px,ground_force_2_py,ground_force_2_pz,ground_moment_2_mx,ground_moment_2_my,ground_moment_2_mz
77.44,-25.52042319,-0.542452005,-10.8875266,-0.003298213,-1.11e-05,-0.002223405,2.89e-05,-0.014506477,8.14e-05,-25.293670522301653,-0.6355561827557725,-11.13629059707601,-0.000246214,6.29e-06,-0.000265131,-4.58e-07,0.000365118,-2.51e-06
77.45,-25.37299796,-0.745707153,-10.93620588,-0.003565993,-1.39e-05,-0.002618738,4.34e-05,-0.021764658,0.000122161,-25.545766713301653,-0.4154073227557724,-11.249807395076012,-0.000240251,6.34e-06,-0.000259186,-4.18e-07,0.000333726,-2.3e-06
77.46,-24.25768051,3.521367139,-10.33271068,-6.11e-05,1.23e-06,-0.00116845,4.65e-05,-0.023349791,0.000131058,-25.219243394301653,-0.40996515275577217,-11.20245083507601,-0.000242425,6.32e-06,-0.000260737,-4.79e-07,0.000382226,-2.63e-06
77.47,-24.30357475,13.5682674,-7.782391179,-0.000349033,5.3e-07,-0.00119154,4.13e-05,-0.020716084,0.000116275,-25.197711619301653,-0.7623654327557716,-11.04831658207601,-0.000243084,6.3e-06,-0.000263603,-3.82e-07,0.000304627,-2.1e-06
77.48,-24.39499384,30.13746379,-6.007665214,-0.000110226,1.58e-06,-0.001088572,4.14e-05,-0.020799395,0.000116743,-25.438851043301653,-0.6095724327557726,-11.36234019707601,-0.000241592,6.33e-06,-0.000260857,-4.1e-07,0.000327321,-2.25e-06
77.49,-22.43614939,76.20223693,-4.759471058,-0.000243256,1.15e-06,-0.001118859,3.95e-05,-0.01981295,0.000111206,-25.25162169130165,-0.6548010127557724,-11.30903912207601,-0.0002424,6.32e-06,-0.000261285,-4.27e-07,0.000340793,-2.34e-06
77.5,-19.24427753,164.5406283,-1.52154945,-0.000206732,1.43e-06,-0.001081394,3.79e-05,-0.019042783,0.000106883,-25.43470456630165,-0.5393073227557714,-11.065679836076011,-0.000242251,6.3e-06,-0.000264542,-3.34e-07,0.000266638,-1.83e-06
77.51,-18.92033924,216.0740372,-7.607736199,-0.00020756,1.52e-06,-0.00106541,3.66e-05,-0.018367078,0.000103091,-25.693268388301654,-0.43071559275577265,-10.925019860076011,-0.000242713,6.31e-06,-0.000262475,-3.49e-07,0.000278538,-1.92e-06
77.52,-21.20217761,245.4481324,-17.38686692,-0.000218144,1.51e-06,-0.001062875,3.55e-05,-0.01782215,0.000100032,-25.587370849301653,-0.6232925227557722,-11.06231085407601,-0.000239009,6.31e-06,-0.000263101,-4.23e-07,0.000337343,-2.32e-06
77.53,-24.17397412,289.0163408,-23.46647716,-0.000201257,1.62e-06,-0.001049329,3.48e-05,-0.017472757,9.81e-05,-25.411261253301653,-0.31776375275577173,-11.30600765207601,-0.0002407,6.32e-06,-0.000262288,-4.87e-07,0.000388864,-2.67e-06
77.54,-28.59588808,333.4020985,-25.11273275,-0.000209334,1.6e-06,-0.001050737,3.45e-05,-0.017325501,9.72e-05,-25.453808899301652,-0.4019428827557725,-11.245152821076012,-0.000246214,6.3e-06,-0.000263387,-4.07e-07,0.000325012,-2.24e-06
77.55,-33.0376339,373.5196821,-24.48442193,-0.000199409,1.64e-06,-0.001046434,3.44e-05,-0.017248284,9.68e-05,-25.60046200630165,-0.33307142275577206,-10.97129887007601,-0.000245783,6.31e-06,-0.000262226,-4.06e-07,0.000323517,-2.22e-06
77.56,-36.73027479,404.2558475,-26.62019941,-0.000201139,1.65e-06,-0.001045143,3.39e-05,-0.017023993,9.56e-05,-25.379675000301653,-0.33486318275577176,-10.92905238707601,-0.00024218,6.32e-06,-0.000260848,-4.75e-07,0.000378986,-2.61e-06
