file,subject,weight_kg,weight_N,offset_vx,offset_vy,offset_vz,scale_vy,scale_used,subject_median_scale,n_frames,n_cross_plate,force_error_N,warnings
z4_01_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,171,0,,
z4_02_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,191,4,,
z4_03_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,172,0,,
z4_04_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,181,0,,
z4_05_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,184,3,,
z4_06_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,183,0,,
z4_07_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,184,0,,
z4_08_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,194,0,,
z4_09_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,175,0,,
z4_10_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,179,0,,
z4_11_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,214,0,,
z4_12_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,201,0,,
z4_13_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,194,0,,
z4_14_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,185,0,,
z4_15_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,178,0,,
z4_16_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,222,3,,
z4_17_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,190,0,,
z4_18_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,198,3,,
z4_19_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,202,1,,
z4_20_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,197,1,,
z4_21_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,194,0,,
z4_22_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,210,0,,
z4_23_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,186,0,,
z4_24_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,203,0,,
z4_25_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,192,1,,
z4_26_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,201,0,,
z4_27_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,197,0,,
z4_28_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,200,0,,
z4_29_mot_100Hz.csv,Z4,68.5,671.985,24.400370596301652,12.608471212755772,11.06962895307601,1.0,file,1.0,205,0,,
