file,subject,weight_kg,weight_N,offset_vx,offset_vy,offset_vz,scale_vy,scale_used,subject_median_scale,n_frames,n_cross_plate,force_error_N,warnings
z6_01_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,194,4,,
z6_02_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,199,4,,
z6_03_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,207,4,,
z6_04_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,190,1,,
z6_05_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,197,6,,
z6_06_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,194,3,,
z6_07_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,198,4,,
z6_08_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,200,6,,
z6_09_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,208,0,,
z6_10_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,207,4,,
z6_11_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,196,3,,
z6_12_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,199,7,,
z6_13_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,206,8,,
z6_14_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,194,3,,
z6_15_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,215,6,,
z6_16_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,209,8,,
z6_17_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,208,3,,
z6_18_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,209,1,,
z6_19_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,195,2,,
z6_20_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,195,0,,
z6_21_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,189,2,,
z6_22_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,201,6,,
z6_23_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,193,5,,
z6_24_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,191,5,,
z6_25_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,194,5,,
z6_26_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,187,4,,
z6_27_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,198,5,,
z6_28_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,201,6,,
z6_29_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,205,6,,
z6_30_mot_100Hz.csv,Z6,60.0,588.6,32.94191333769975,12.746470520621514,2.60015664440696,0.9891753815518063,file,0.9891753815518063,198,3,,
