time,ground_force_1_vx,ground_force_1_vy,ground_force_1_vz,ground_force_1_px,ground_force_1_py,ground_force_1_pz,ground_moment_1_mx,ground_moment_1_my,ground_moment_1_mz,ground_force_2_vx,ground_force_2_vy,ground_force_2_vz,ground_force_2_px,ground_force_2_py,ground_force_2_pz,ground_moment_2_mx,ground_moment_2_my,ground_moment_2_mz
18.93,-33.99109798,-2.337002525,-2.21027214,-0.00029876,7.24e-06,-0.000160146,-4.03e-05,-0.007765467,2.82e-05,-34.170922340699754,1.344260055518161,-2.61928835940696,-0.000206142,3.17e-06,-0.000852621,-3.82e-07,0.000147433,-1.6e-06
18.94,-34.17243863,-2.340087318,-2.230327482,-0.00029142,7.24e-06,-0.00015054,-3.87e-05,-0.007449378,2.7e-05,-34.16409104469975,0.9220923179053511,-2.66999127840696,-0.000211223,3.23e-06,-0.000845686,-2.19e-07,8.46e-05,-9.18e-07
18.95,-34.12749189,-2.176279651,-2.346608341,-0.000289236,7.19e-06,-0.000160861,-4.07e-05,-0.007848315,2.85e-05,-34.17824688469975,1.1962000667889026,-3.00017161840696,-0.000211286,3.19e-06,-0.000849181,-3.78e-07,0.000145693,-1.58e-06
18.96,-34.0595403,-2.167666897,-2.464472316,-0.000296132,7.19e-06,-0.000171406,-4.22e-05,-0.008135533,2.95e-05,-32.554203822699755,6.851973900635954,-0.49007884540696,-0.000197257,2.5e-06,-0.000916844,6.48e-07,-0.000249678,2.71e-06
18.97,-34.08772367,-2.244871539,-2.34435768,-0.000283163,7.23e-06,-0.000141292,-3.69e-05,-0.007111467,2.58e-05,-32.86509408369975,11.12080071699588,3.0079795185930402,-0.000180577,2.08e-06,-0.000959203,9.31e-07,-0.000358898,3.89e-06
18.98,-33.92459253,-2.218197462,-2.322848998,-0.000299888,7.26e-06,-0.000157997,-3.97e-05,-0.00765561,2.78e-05,-33.15697961869975,21.639563507504832,4.48262615059304,-0.000170788,1.76e-06,-0.000991395,5.6e-07,-0.000215695,2.34e-06
18.99,-33.99335497,-2.335272646,-2.394595474,-0.000292766,7.18e-06,-0.000167291,-4.17e-05,-0.008039862,2.92e-05,-32.30214512369975,38.353630669777914,4.66837507159304,-0.000163801,1.49e-06,-0.001017449,6.69e-07,-0.000258069,2.8e-06
19.0,-34.02685544,-2.44687824,-2.335204015,-0.000291102,7.16e-06,-0.000172265,-4.23e-05,-0.008144031,2.96e-05,-30.556080241699753,62.321528265805625,5.723582496593041,-0.000162389,1.38e-06,-0.001027811,5.58e-07,-0.000215188,2.33e-06
19.01,-34.02231213,-2.08462181,-2.312972855,-0.000292299,7.21e-06,-0.000160734,-4.03e-05,-0.007758067,2.82e-05,-28.56137903769975,85.65064729237436,1.6811269695930404,-0.000159947,1.4e-06,-0.001027136,7.63e-08,-2.94e-05,3.19e-07
19.02,-34.26596872,-2.196878744,-2.569124854,-0.000289923,7.22e-06,-0.00015394,-3.91e-05,-0.007539586,2.74e-05,-27.816557638699752,96.7596155810096,-7.94013943940696,-0.00015857,1.49e-06,-0.001018509,-5.28e-07,0.000203721,-2.21e-06
19.03,-34.24752591,-2.280362646,-2.448207251,-0.000279656,7.15e-06,-0.000157045,-3.99e-05,-0.007694489,2.79e-05,-27.773286857699752,100.90058969878827,-19.461632234406963,-0.000157322,1.58e-06,-0.001010426,-6.73e-07,0.000259622,-2.82e-06
19.04,-33.99813324,-2.214483154,-2.325992593,-0.000287821,7.22e-06,-0.000151423,-3.89e-05,-0.007499994,2.72e-05,-28.459963477699752,108.24083950899444,-27.62346614440696,-0.000155782,1.66e-06,-0.00100385,-9.01e-07,0.000347145,-3.77e-06
19.05,-34.17032939,-2.322047228,-2.454945176,-0.000301105,7.24e-06,-0.000165091,-4.1e-05,-0.007895631,2.86e-05,-28.783649377699753,120.32810864005738,-29.185607884406963,-0.000154289,1.69e-06,-0.001001651,-1.13e-06,0.000436727,-4.74e-06
19.06,-34.19836144,-2.232645693,-2.467954863,-0.00026732,7.09e-06,-0.000158302,-4.02e-05,-0.007742772,2.81e-05,-28.615153084699752,133.46726024438743,-28.802580774406962,-0.000153026,1.7e-06,-0.001000841,-7.17e-07,0.000276536,-3e-06
19.07,-33.96006425,-2.368621564,-2.536419494,-0.000282286,7.15e-06,-0.000161807,-4.06e-05,-0.007816399,2.84e-05,-29.313030875699752,144.29138921053294,-30.41995682440696,-0.000152635,1.71e-06,-0.000999889,-5.38e-07,0.000207467,-2.25e-06
19.08,-33.96008049,-2.319857517,-2.495061363,-0.000301957,7.29e-06,-0.000151633,-3.86e-05,-0.007432271,2.7e-05,-29.628374853699754,155.29304498781784,-33.64308602440696,-0.000151625,1.73e-06,-0.000998727,-7.18e-07,0.000276862,-3e-06
19.09,-34.13134012,-2.296839871,-2.580613448,-0.000286834,7.22e-06,-0.000147742,-3.81e-05,-0.007348021,2.67e-05,-31.147009291699753,172.00022628264134,-37.17471215440696,-0.000149831,1.74e-06,-0.000997944,-9.43e-07,0.000363555,-3.94e-06
19.1,-34.10997696,-2.292910767,-2.586385895,-0.000300626,7.28e-06,-0.000153554,-3.89e-05,-0.007486453,2.72e-05,-33.68841881869975,194.67846921386047,-41.00517554440696,-0.000147424,1.75e-06,-0.000997759,-1.42e-06,0.000546578,-5.93e-06
19.11,-33.93407124,-2.231796187,-2.6476113,-0.000296551,7.31e-06,-0.000137877,-3.62e-05,-0.006972618,2.53e-05,-39.186384909699754,226.66679799562257,-43.87010998440696,-0.000143197,1.77e-06,-0.000996449,-9.03e-07,0.000348255,-3.78e-06
19.12,-33.83831967,-2.265433087,-2.731056252,-0.000280649,7.19e-06,-0.000147256,-3.81e-05,-0.007348806,2.67e-05,-46.97871724769975,274.66745786873554,-53.56892666440696,-0.000139394,1.84e-06,-0.000990821,-8.67e-07,0.000334036,-3.62e-06
