file,subject,weight_kg,weight_N,offset_vx,offset_vy,offset_vz,scale_vy,scale_used,subject_median_scale,n_frames,n_cross_plate,force_error_N,warnings
z7_01_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,190,2,,
z7_02_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,195,1,,
z7_03_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,209,3,,
z7_04_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,196,3,,
z7_05_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,207,4,,
z7_06_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,195,0,,
z7_07_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,192,2,,
z7_08_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,196,0,,
z7_09_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,194,2,,
z7_10_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,192,2,,
z7_11_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,223,0,,
z7_12_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,205,0,,
z7_13_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,189,0,,
z7_14_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,196,0,,
z7_15_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,198,0,,
z7_16_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,208,4,,
z7_17_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,196,0,,
z7_18_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,207,0,,
z7_19_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,211,0,,
z7_20_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,211,0,,
z7_21_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,214,0,,
z7_22_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,207,0,,
z7_23_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,213,3,,
z7_24_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,196,4,,
z7_25_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,204,4,,
z7_26_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,226,3,,
z7_27_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,195,0,,
z7_28_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,214,3,,
z7_29_mot_100Hz.csv,Z7,55.0,539.5500000000001,32.994896469915425,16.951091707443513,2.5912895852489117,1.0,file,1.0,202,0,,
