time,ground_force_1_vx,ground_force_1_vy,ground_force_1_vz,ground_force_1_px,ground_force_1_py,ground_force_1_pz,ground_moment_1_mx,ground_moment_1_my,ground_moment_1_mz,ground_force_2_vx,ground_force_2_vy,ground_force_2_vz,ground_force_2_px,ground_force_2_py,ground_force_2_pz,ground_moment_2_mx,ground_moment_2_my,ground_moment_2_mz
99.67,-33.71236563,-2.482903802,-2.655550957,-0.000273608,7.07e-06,-0.000170555,-4.16e-05,-0.008015649,2.91e-05,-33.87398742391542,-2.175453197443513,-2.7797088452489116,-0.000219912,3.08e-06,-0.000857537,-3.04e-07,0.000117257,-1.27e-06
99.68,-33.94198222,-2.683419102,-2.622701643,-0.000270663,7.11e-06,-0.00015606,-3.9e-05,-0.007514135,2.73e-05,-33.82825135491542,-2.7008368674435133,-2.6868234642489117,-0.000222811,3.14e-06,-0.000851611,-2.92e-07,0.00011265,-1.22e-06
99.69,-33.80300073,-2.568286012,-2.744132691,-0.000279833,7.17e-06,-0.000153056,-3.82e-05,-0.007366239,2.67e-05,-34.09110532991542,-1.957529067443513,-3.0685017872489118,-0.000217552,3.09e-06,-0.000856925,-3.08e-07,0.000118634,-1.29e-06
99.7,-33.84052621,-2.463475164,-2.710080134,-0.000287359,7.17e-06,-0.000164584,-4.04e-05,-0.007790149,2.83e-05,-34.565387980915425,0.8988346025564873,-4.5325602602489115,-0.000205478,2.92e-06,-0.000875791,-7.97e-07,0.000307204,-3.33e-06
99.71,-33.94200109,-2.561732278,-2.57761076,-0.000275754,7.17e-06,-0.000146045,-3.74e-05,-0.007204409,2.61e-05,-33.86293631291542,-0.5278324574435125,-4.362851626248911,-0.000208815,2.97e-06,-0.000870406,-5.92e-07,0.000228175,-2.48e-06
99.72,-33.72233405,-2.510130184,-2.869410196,-0.000269455,7.12e-06,-0.000152642,-3.84e-05,-0.007405064,2.69e-05,-34.38768107291543,-0.4415027874435147,-4.139556792248912,-0.000207288,2.98e-06,-0.00086974,-6.65e-07,0.000256222,-2.78e-06
99.73,-33.70874827,-2.438505371,-2.805774833,-0.000289668,7.15e-06,-0.000171455,-4.15e-05,-0.008000446,2.9e-05,-33.720117796915424,1.1443250325564875,-2.6974435352489117,-0.000202465,2.79e-06,-0.000888747,-1.75e-07,6.75e-05,-7.33e-07
99.74,-33.83710251,-2.544599491,-2.683071077,-0.00029362,7.21e-06,-0.000161043,-3.94e-05,-0.007594522,2.76e-05,-33.37508079391542,4.703328182556486,-0.3380311152489117,-0.000192676,2.59e-06,-0.000909125,5.08e-07,-0.000196017,2.13e-06
99.75,-33.73972165,-2.480053412,-2.746518397,-0.00029181,7.23e-06,-0.000154642,-3.83e-05,-0.007386307,2.68e-05,-32.40832692691542,10.999785532556487,1.3765657317510884,-0.000178537,2.41e-06,-0.000929628,2.82e-07,-0.00010872,1.18e-06
99.76,-33.81878328,-2.665013248,-2.656697173,-0.000271087,7.05e-06,-0.000172483,-4.2e-05,-0.008087776,2.93e-05,-28.028941171915424,40.66094992255648,3.6064078797510883,-0.000153302,2.2e-06,-0.000954592,1.84e-07,-7.08e-05,7.68e-07
