Subject_ID,Speed,Height,Weight,Insole_Size,Cycle_ID,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_adduction_r,knee_rotation_r,ankle_angle_r,ankle_adduction_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_adduction_l,knee_rotation_l,ankle_angle_l,ankle_adduction_l,Left_pressure1,Left_pressure2,Left_pressure3,Left_pressure4,Left_pressure5,Left_pressure6,Left_pressure7,Left_pressure8,Left_pressure9,Left_pressure10,Left_pressure11,Left_pressure12,Left_pressure13,Left_pressure14,Left_pressure15,Left_pressure16,Left_totalForce,Left_cop_x,Left_cop_y,Right_pressure1,Right_pressure2,Right_pressure3,Right_pressure4,Right_pressure5,Right_pressure6,Right_pressure7,Right_pressure8,Right_pressure9,Right_pressure10,Right_pressure11,Right_pressure12,Right_pressure13,Right_pressure14,Right_pressure15,Right_pressure16,Right_totalForce,Right_cop_x,Right_cop_y,Left_GRF_ML,Left_GRF_V,Left_GRF_AP,Right_GRF_ML,Right_GRF_V,Right_GRF_AP,Left_GRM_y,Left_GRM_x,Left_GRM_z,Right_GRM_y,Right_GRM_x,Right_GRM_z,time
6,5.4,1.685,56,39,1,-1.522774223,-0.299198374,176.13221,0,0.949945051,0,-10.69199987,6.674982935,-2.397972994,-5.561871978,0.521956357,-1.760913496,10.96522089,2.48970055,27.49048996,3.879602184,0.739362474,-22.81872133,1.163242818,-1.597137807,10.25079172,8.654204116,0.006356943,0.006982078,0.005366319,0.009264108,7.51e-06,-0.000109318,-1.1e-06,0.001117498,-5.74e-06,-3.91e-05,-1.84e-06,3.88e-06,0.048889203,9.53e-06,-5.39e-06,-4.93e-06,0.16809876,-0.000151852,-3.17e-05,0.772810641,2.998720122,3.190720138,2.481949444,1.003910371,1.134336398,1.355625016,9.387252634,21.10926391,9.98477567,10.50462341,7.642632555,18.48050014,47.54927778,11.41182364,13.14116597,369.444958,0.230434085,-0.030272184,-1.861571495,-3.574365386,5.167785101,72.72338899,588.0153896,-15.00587758,-0.803375187,0.619050979,2.430265283,-27.29676807,5.363803682,-152.3568214,11
6,5.4,1.685,56,39,1,-1.501679206,-0.336263144,175.6559907,0,0.947517014,0,-11.64767554,6.764134005,-1.421079097,-5.505080843,0.449403606,-2.409035429,11.16384652,2.581457128,27.01281923,3.7716878,1.908281182,-18.39115359,1.492197395,-2.312835195,10.43088843,8.806654322,0.023647967,0.026448267,0.018522916,0.025386543,9.57e-06,-0.000480038,-8.7e-07,0.001895261,-5.35e-06,-9.1e-06,-1.17e-06,4.96e-06,0.187568127,-2.09e-05,-4.24e-06,-2.35e-06,0.603138015,-0.000389346,-7.34e-05,0.647839407,2.981572655,3.025860011,2.359811609,0.981632598,0.912236182,1.169988777,8.122599745,22.03974556,10.97816167,11.38082088,8.166773734,17.81065782,48.37701044,11.7248331,13.24137407,372.4701388,0.237113482,-0.022690199,-2.547169,-2.645711273,5.369941325,83.74907249,609.6604729,-15.89898474,-0.862133272,1.123665911,2.792014454,-28.58530841,5.948230819,-165.2285709,12
6,5.4,1.685,56,39,1,-1.50554899,-0.366583053,175.1574606,0,0.945086467,0,-12.53002096,6.825537563,-0.554506733,-5.611706067,0.347158011,-2.987157806,11.40716293,2.73575946,26.45771752,3.666193663,3.186396384,-14.15460885,1.629189534,-3.377215583,10.69044827,8.829194036,0.048537926,0.054652698,0.036905313,0.045088695,5.43e-06,-0.00104202,-7.47e-07,0.002141147,-5.17e-06,4.28e-06,-4.97e-07,5.91e-06,0.391402344,-7.87e-05,-2.28e-06,-5.92e-07,1.224614121,-0.00066353,-0.000116108,0.425582179,3.016517994,2.720702026,2.548331956,0.969666705,0.835525294,1.006575042,7.213062533,22.93884867,12.13211148,12.92345179,8.739388756,17.25509714,49.45686079,12.14339,13.72237401,380.9019569,0.242391255,-0.018056282,-1.687804966,6.460701883,5.415907773,94.33763612,626.5878915,-16.5907388,-0.606118231,1.295778666,4.14848787,-29.78260321,6.293604776,-176.5869725,13
6,5.4,1.685,56,39,1,-1.522014193,-0.39293274,174.6152454,0,0.942453982,0,-13.33769361,6.848398831,0.158232608,-5.891695776,0.244948483,-3.450043731,11.67099133,2.93488031,25.86208734,3.562101454,4.427594209,-10.28398643,1.579882695,-4.584886766,10.99132099,8.761350733,0.069135359,0.078359425,0.051006163,0.054388078,-1.22e-05,-0.001563709,-1.17e-07,0.000598915,-4.99e-06,7.4e-06,-9.2e-08,2.81e-06,0.598438522,-0.000160727,-7.56e-07,2.31e-07,1.789397268,-0.000755246,-0.000116997,0.197237791,3.072728763,2.239352025,2.889100756,0.924133119,0.866057384,0.84924376,6.660278575,23.9656283,13.43693569,15.15602095,9.284556655,16.88783986,50.75711074,12.77571176,14.55037497,394.7791251,0.246855947,-0.015831182,1.153507706,30.47365653,5.1405007,104.6174921,636.3459109,-16.93973052,0.381022193,1.055950394,7.98374973,-30.69587031,6.492028299,-185.9080516,14
6,5.4,1.685,56,39,1,-1.533455904,-0.420177411,174.0660308,0,0.939690951,0,-14.07140778,6.81975441,0.650953582,-6.362971919,0.182195592,-3.728179348,11.92624355,3.153206404,25.29044095,3.460618399,5.41726552,-7.047902822,1.394356396,-5.642285371,11.28600628,8.659424709,0.055746278,0.06422283,0.037977426,0.023995681,-5.01e-05,-0.001421417,1.82e-06,-0.004466241,-2.65e-06,6.9e-06,1.4e-08,-9.79e-06,0.719827979,-0.000229001,6.33e-08,4.33e-07,1.843131675,-0.000225719,3.36e-06,0.057901506,3.108958661,1.616056072,3.275574834,0.819233198,0.934428424,0.67816469,6.46013049,25.30209245,14.88123896,17.85228962,9.850583253,16.7688056,52.25900119,13.6310233,15.68246873,413.894619,0.25070869,-0.015300099,5.775355979,74.0812902,4.286263046,114.4956791,635.989451,-16.83391499,2.422783857,0.58861704,15.43512942,-31.06812858,6.726182456,-192.4170575,15
6,5.4,1.685,56,39,1,-1.523086591,-0.452916362,173.59052,0,0.937108594,0,-14.73562586,6.72873019,0.854087764,-7.049306819,0.192215759,-3.747941881,12.14908864,3.366744404,24.81447627,3.366924237,5.942244633,-4.717797423,1.154106948,-6.269209272,11.53393719,8.577471157,-0.041332538,-0.043911605,-0.039396845,-0.088632871,-0.000106375,0.000481212,5.66e-06,-0.014343003,5.56e-06,7.28e-06,-1.17e-07,-3.66e-05,0.710936337,-0.000186449,3.24e-07,3.5e-07,0.857703538,0.001534444,0.000345999,0.039420343,3.079509199,0.970622566,3.64355213,0.669672518,0.996924606,0.514373956,6.590398367,27.09056032,16.47736289,20.72613481,10.61224761,16.95768844,53.96135917,14.6128306,17.0354036,438.2882516,0.25375471,-0.015795817,7.935348201,134.4536174,2.107136794,123.131244,622.5775592,-15.98693048,5.357945122,0.464845211,25.83336989,-30.68129777,7.017540506,-195.1527265,16
6,5.4,1.685,56,39,1,-1.480103748,-0.493065706,173.1194716,0,0.934261329,0,-15.32492042,6.567631506,0.730861694,-7.954477532,0.285539269,-3.465846707,12.3161097,3.557672906,24.46170175,3.284607095,5.875709364,-3.435210537,0.937335992,-6.299682358,11.70094595,8.542391133,-0.277138891,-0.308807969,-0.2205601,-0.319471333,-0.000156621,0.005448236,1.09e-05,-0.027682949,2.32e-05,1.02e-05,-3.84e-07,-7.57e-05,0.59808195,0.000130595,2.56e-07,2.11e-07,-1.558535274,0.004985134,0.000968045,0.128233226,2.990629692,0.438001357,3.929106502,0.546774898,1.036122057,0.398534545,6.944521877,29.29686236,18.22080591,23.57892252,11.73142369,17.46266322,55.80573396,15.5971366,18.48189984,467.2996084,0.25569636,-0.016779289,1.758546147,203.5493126,-1.60844011,128.8977126,593.6898944,-14.19525753,8.667659883,1.29864914,37.47644517,-29.3667276,7.449015225,-192.9024555,17
6,5.4,1.685,56,39,1,-1.407245138,-0.535047807,172.7533072,0,0.931685626,0,-15.83785203,6.341121328,0.295292131,-9.088519035,0.445691266,-2.906988054,12.3990273,3.728590692,24.24438402,3.229610052,5.232616823,-3.180380072,0.779491049,-5.740084154,11.75744059,8.553994548,-0.664231523,-0.746301292,-0.509923273,-0.647799926,-0.000136595,0.014011076,1.47e-05,-0.036969124,4.99e-05,1.42e-05,-6.13e-07,-0.000109075,0.432128102,0.000904674,3.07e-08,1.19e-07,-5.297008851,0.00967304,0.001740219,0.275065019,2.936274876,0.100664916,4.074826826,0.534249013,1.040247441,0.332390951,7.310850823,31.67924082,20.08254474,26.22221317,13.15060456,18.14067877,57.65501935,16.52564525,19.89000694,498.3118755,0.256572583,-0.017598466,-10.67472824,275.8266593,-6.053566248,129.8154576,548.1283583,-11.24316257,12.23325082,2.770192784,49.4170458,-27.03727581,8.193227393,-184.4707922,18
6,5.4,1.685,56,39,1,-1.318045376,-0.563150008,172.448731,0,0.929208179,0,-16.25422265,6.054046383,-0.370451479,-10.43875008,0.635704786,-2.179486417,12.33007696,3.893839221,24.11515112,3.227261401,4.16911944,-3.720477729,0.665508863,-4.750142093,11.64206873,8.574502537,-1.079791117,-1.220606795,-0.806498089,-0.911597968,6.45e-05,0.023920488,1.02e-05,-0.024839206,7.47e-05,1.34e-05,-4.92e-07,-9.05e-05,0.254875745,0.002180527,-2.5e-07,8.71e-08,-8.976842785,0.012994448,0.002132961,0.391885233,3.013112591,-0.023758257,4.035910273,0.642299602,0.990395148,0.285384885,7.473497987,33.89358614,22.07896899,28.42980044,14.57477398,18.69695306,59.35246844,17.43355629,21.16941326,527.226584,0.257060519,-0.017442897,-26.93157116,347.8726248,-9.879945807,124.2154346,486.6499713,-7.139764261,16.07919222,4.560501225,60.91130773,-23.79356444,9.128671584,-169.50021,19
6,5.4,1.685,56,39,1,-1.233573888,-0.554261257,172.2092578,0,0.926938433,0,-16.54785746,5.712121505,-1.148369576,-11.9882622,0.815765335,-1.443733696,12.01337671,4.074447375,24.01274381,3.315873702,2.914671503,-4.727170937,0.548459626,-3.566976564,11.2664862,8.549576769,-1.14064135,-1.302487682,-0.81223247,-0.712636926,0.000575186,0.027292191,-1.35e-05,0.036146662,6.77e-05,-2.39e-06,4.6e-07,5.82e-05,0.105959399,0.003559453,-4.86e-07,7.26e-08,-8.872732892,0.008895866,0.001021713,0.401193612,3.208268207,0.037522219,3.769905586,0.797951216,0.862571653,0.239201004,7.333171949,35.684509,24.22974568,30.07327743,15.69933215,18.86213779,60.7948632,18.38672568,22.309405,550.635255,0.258202576,-0.01574408,-44.74965079,417.5594241,-11.8424172,111.6316948,412.2187924,-2.455946833,20.24383062,6.212734871,71.67326104,-19.79402254,9.885343182,-148.7285878,20
