Subject_ID,Speed,Height,Weight,Insole_Size,Cycle_ID,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_adduction_r,knee_rotation_r,ankle_angle_r,ankle_adduction_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_adduction_l,knee_rotation_l,ankle_angle_l,ankle_adduction_l,Left_pressure1,Left_pressure2,Left_pressure3,Left_pressure4,Left_pressure5,Left_pressure6,Left_pressure7,Left_pressure8,Left_pressure9,Left_pressure10,Left_pressure11,Left_pressure12,Left_pressure13,Left_pressure14,Left_pressure15,Left_pressure16,Left_totalForce,Left_cop_x,Left_cop_y,Right_pressure1,Right_pressure2,Right_pressure3,Right_pressure4,Right_pressure5,Right_pressure6,Right_pressure7,Right_pressure8,Right_pressure9,Right_pressure10,Right_pressure11,Right_pressure12,Right_pressure13,Right_pressure14,Right_pressure15,Right_pressure16,Right_totalForce,Right_cop_x,Right_cop_y,Left_GRF_ML,Left_GRF_V,Left_GRF_AP,Right_GRF_ML,Right_GRF_V,Right_GRF_AP,Left_GRM_y,Left_GRM_x,Left_GRM_z,Right_GRM_y,Right_GRM_x,Right_GRM_z,time
5,5.4,1.71,65.1,39,1,-1.443378326,-0.137798926,189.8807927,0,1.002208404,0,-6.284822258,5.272075225,3.968519187,-9.906404134,1.997231515,-3.603549345,14.54954859,-4.306907633,27.56694188,4.076975619,0.684230073,-37.43305361,-1.718663044,3.193948496,4.175777948,0.068993253,-0.003500814,-0.004349525,-0.002427748,-0.002646847,1.38e-05,2.59e-05,-2.3e-07,2.94e-05,-7.09e-05,-0.017113506,-0.000117351,0.254035266,8.72e-06,3.58e-06,0.245986942,-4.13e-06,0.917727248,4.55e-06,7.7e-06,16.42571472,10.57087772,17.12821828,11.41426699,7.541633217,9.924614378,3.345011505,14.77735509,20.45225497,13.71298363,13.70855586,8.138094873,19.03280602,22.0921925,0.397648721,1.619839431,470.4218258,0.019572566,-0.055946185,1.499916057,-11.12234389,6.53267361,69.07869945,641.7091132,-41.12353592,-2.834265297,-1.113222954,-4.550405291,-48.68289777,2.579659467,-79.23734771,49
5,5.4,1.71,65.1,39,1,-1.563078301,0.021819211,189.5627022,0,1.000703285,0,-7.260402649,5.198862624,4.717655683,-9.379311616,2.013363066,-4.229744069,14.7104361,-4.159733906,27.68852921,4.132939976,1.621983517,-33.30499254,-1.223710411,2.684316092,4.212641732,0.502069773,0.004743741,-0.000405693,0.002463224,-0.00093848,-4.04e-05,-0.000116679,5.91e-07,-5.14e-05,-3.73e-05,-0.036704478,-7.53e-05,0.242555822,9.19e-06,-8.66e-06,0.372994414,-4.39e-06,1.133715415,-0.000118526,1.58e-05,15.30835589,9.203103841,15.32902584,10.28318738,7.542931806,9.489625332,3.255638732,14.37705616,21.603126,16.83567107,16.39961714,9.091174449,19.75635156,25.49741985,0.7427133,2.14819488,483.8752659,0.045041128,-0.051424169,-0.253460755,-8.636983516,6.254913295,75.96878995,656.4567454,-43.58847681,-2.158096373,-0.687711356,-3.477965755,-49.36683349,2.196625075,-90.8477923,50
5,5.4,1.71,65.1,39,1,-1.677666575,0.126261205,189.2437385,0,0.999215235,0,-8.235789066,5.127428433,5.230855054,-8.923042244,2.0167588,-4.630897412,14.86428728,-3.930334298,27.67004927,4.090934305,2.581618301,-29.15796085,-0.805687868,2.028426257,4.36251827,0.969407048,0.023473987,0.01136429,0.013943385,0.004961318,-0.000153947,-0.000404173,2.33e-06,-0.000230297,-7.65e-06,-0.030103642,-2.51e-05,0.167780677,5.12e-06,-5.24e-06,0.509833004,-2.24e-06,1.389498047,-0.000346334,2.27e-05,13.9786584,8.108757597,13.87988626,9.145320583,7.456276632,9.187440308,3.266017334,14.09397147,22.41157224,20.09416341,19.20643524,10.25766251,20.5754182,28.77436423,1.098415004,2.598861983,499.0994241,0.06855928,-0.048498614,-3.646935907,0.743781689,5.309750889,84.13260088,667.6139636,-44.50662418,-0.873834362,0.029192934,0.170224905,-49.70081054,2.309549901,-102.6569769,51
5,5.4,1.71,65.1,39,1,-1.782278345,0.169707705,188.8170132,0,0.997212997,0,-9.20459007,5.05188779,5.441861401,-8.552848755,2.004659094,-4.734281638,15.01530421,-3.6120234,27.49695713,3.945529037,3.544902197,-25.04267863,-0.462071146,1.235040166,4.676939048,1.447167375,0.052686403,0.033279231,0.03231509,0.016718682,-0.000318736,-0.000806477,4.89e-06,-0.000503056,9.58e-06,-0.01681801,7.84e-06,0.082497719,-1.4e-05,6.74e-06,0.587384169,1.25e-06,1.603192811,-0.000636969,1.9e-05,12.50305274,7.263846049,12.81301079,7.998832485,7.218887627,8.95435406,3.399173442,13.87869792,23.04626728,23.27428349,22.00666691,11.67284483,21.43091297,31.67500569,1.387955258,2.973636343,514.9054871,0.089226672,-0.046772668,-6.532063059,22.51533843,3.490892257,93.77456886,673.2069525,-43.83531119,1.395218253,0.799442318,7.792822685,-49.66411477,2.952638334,-113.7787909,52
5,5.4,1.71,65.1,39,1,-1.876096766,0.155212626,188.384117,0,0.995224115,0,-10.15872085,4.974090567,5.35514069,-8.301480773,1.979131133,-4.537882249,15.17609194,-3.20824794,27.19556845,3.71040381,4.468264916,-21.05024392,-0.201585754,0.344509637,5.142305949,1.91209021,0.08135823,0.061350424,0.051207706,0.032971966,-0.000457856,-0.001116347,7.11e-06,-0.000759148,1.12e-05,-0.006085123,1.1e-05,0.022695756,-5.79e-05,2.05e-05,0.552526012,5.62e-06,1.6594533,-0.000803567,-1.17e-05,10.98815222,6.666707001,11.92149903,6.98364666,6.861652952,8.741407469,3.576477011,13.65674438,23.70318302,26.28466105,24.69595041,13.36132263,22.29176945,34.20205141,1.605399881,3.394841626,531.0700935,0.107141287,-0.045948567,-5.942166474,63.65652913,0.719732605,104.0016052,670.835077,-41.63881342,5.209975114,1.500923186,20.96176392,-49.16944435,4.14402861,-122.8644215,53
5,5.4,1.71,65.1,39,1,-1.958772422,0.098527391,187.9103724,0,0.993018352,0,-11.07048192,4.887996709,5.040104008,-8.209129795,1.946460895,-4.101877588,15.34763214,-2.730815387,26.79927735,3.422985881,5.259730006,-17.29891006,-0.036747791,-0.557420769,5.672608078,2.317447132,0.078352328,0.077637238,0.05174992,0.045081188,-0.000376985,-0.000834795,6.03e-06,-0.000698167,-6.74e-06,-0.000198907,-2.55e-05,-0.006187515,-0.000126021,2.64e-05,0.409725318,9.76e-06,1.392767891,-0.000438628,-8.77e-05,9.514959526,6.342770991,10.94062314,6.198952124,6.450395001,8.457330848,3.661577561,13.37746636,24.42036362,28.99321864,27.14068543,15.38882453,23.14440949,36.49864315,1.849612379,3.986009597,546.9616066,0.122987671,-0.046130148,-1.087322357,130.1770856,-3.07134833,113.4515446,657.4766336,-37.95989808,11.14406549,2.223072443,41.02025125,-48.00176977,5.786250303,-128.6147359,54
5,5.4,1.71,65.1,39,1,-2.030997274,0.021767164,187.418259,0,0.990642137,0,-11.90140803,4.783787645,4.599093273,-8.337771126,1.916823843,-3.51529259,15.53944252,-2.197778485,26.3663421,3.139788917,5.78437299,-13.97590334,0.024301066,-1.349099709,6.14231202,2.583714367,-0.012611116,0.042917264,-0.001059308,0.032548691,0.000251689,0.000852081,-3.42e-06,0.000210776,-4.86e-05,0.001811783,-0.000108042,-0.013356196,-0.000190914,8.42e-06,0.229359912,1.05e-05,0.577240757,0.001071723,-0.000214231,8.161021338,6.225059686,9.748862123,5.634036511,6.018455555,8.003815699,3.554436214,13.01302065,25.07436775,31.24053664,29.17899887,17.83323056,23.9847867,38.72257235,2.245825691,4.734510768,561.2783544,0.137495432,-0.047452652,2.243808907,220.0882292,-6.883822593,120.9997093,629.9629156,-32.8914549,19.04327068,3.162679563,67.27881605,-45.93478682,7.62259893,-130.0748731,55
5,5.4,1.71,65.1,39,1,-2.094178356,-0.053952728,186.9779744,0,0.988395389,0,-12.61711224,4.650629989,4.128724198,-8.754527039,1.898878228,-2.860366121,15.76853594,-1.62475712,25.96082642,2.918723934,5.906283854,-11.27287146,-0.010190153,-1.907834317,6.430912038,2.61859916,-0.26100257,-0.102037962,-0.151843095,-0.037694763,0.001795537,0.004808892,-2.7e-05,0.002603787,-0.000111604,0.001738029,-0.00022439,-0.009806389,-0.000177477,-5.51e-05,0.085283206,1.43e-06,-1.135187753,0.004289911,-0.000353049,6.967267399,6.131452306,8.383879512,5.215633986,5.550228189,7.395395456,3.257810226,12.52697486,25.52047852,33.01425942,30.69699538,20.6551447,24.81974866,40.99013034,2.827898361,5.506960488,572.8276901,0.15123982,-0.049648324,-6.047743012,321.9674251,-9.494445789,125.549669,585.6974891,-26.84873632,27.86251919,5.021073007,96.93123268,-42.72884328,9.323709971,-126.4558322,56
5,5.4,1.71,65.1,39,1,-2.148023341,-0.114613498,186.5049451,0,0.985791557,0,-13.19028839,4.478360092,3.688474168,-9.487478401,1.892789289,-2.189920301,16.03525711,-1.019553346,25.60637553,2.795708312,5.545587501,-9.28787255,-0.114282863,-2.153046881,6.460754775,2.358362555,-0.701247017,-0.411775091,-0.426019475,-0.200135665,0.004349748,0.011137725,-6.65e-05,0.006751337,-0.000170332,0.001075594,-0.000314407,-0.003465413,4.77e-05,-0.000180282,0.004338313,-2.58e-05,-4.04606368,0.009039407,-0.000381431,5.886098904,5.944733927,7.000955933,4.870877912,5.033984243,6.778791984,2.857878792,11.905229,25.69328447,34.42451394,31.71585483,23.59087838,25.6550253,43.3518078,3.54366421,6.247272321,581.4367424,0.164341577,-0.052200827,-27.03968174,422.6630805,-10.00457957,125.958263,524.2041522,-20.23750195,36.62280012,7.495675056,126.7430075,-38.32410893,10.5497229,-117.5600483,57
5,5.4,1.71,65.1,39,1,-2.19035208,-0.15036428,186.1043015,0,0.983393544,0,-13.62058207,4.262942829,3.294240771,-10.55309635,1.889773234,-1.53509732,16.31873289,-0.36384775,25.31949957,2.78940363,4.717577796,-8.03948854,-0.266362276,-2.045014139,6.210131279,1.807685806,-1.230799982,-0.870067246,-0.767061976,-0.45710524,0.007126625,0.017640162,-0.000110132,0.011588061,-0.0001573,0.000766238,-0.000236879,0.000967012,0.000645361,-0.000350195,-0.025475822,-7.68e-05,-7.779370734,0.013203637,-6.23e-05,4.884859997,5.72297241,5.803374944,4.549942724,4.511890688,6.286475973,2.457645407,11.21332607,25.64390726,35.55775321,32.38086249,26.20742695,26.46952055,45.81983993,4.365358737,7.086732574,588.3064253,0.176317387,-0.05454906,-53.95276833,508.8162781,-5.95816203,120.734478,448.0216584,-13.70992374,44.48383768,9.165766066,152.4057249,-32.87437604,10.98882814,-103.7307667,58
